,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737538120000,0.0
1737538125000,0.0
1737538130000,0.0
1737538135000,119.0333333333
1737538140000,428.85
1737538145000,602.3833333333
1737538150000,2364.8833333333
1737538155000,8489.91666666
1737538160000,15966.716666659999
1737538165000,19508.63333333
1737538170000,21578.96666666
1737538175000,29493.96666666
1737538180000,29493.96666666
1737538185000,30956.11666666
1737538190000,42691.01666666
1737538195000,42571.983333330005
1737538200000,43951.66666666
1737538205000,50800.08333333
1737538210000,49037.58333333
1737538215000,49426.88333333
1737538220000,41950.08333333
1737538225000,43780.01666666
1737538230000,42441.76666666
1737538235000,38458.5
1737538240000,38740.53333333
1737538245000,37278.38333333
1737538250000,27995.98333333
1737538255000,36179.01666666
1737538260000,42889.68333333
1737538265000,38788.41666666
1737538270000,42494.983333330005
1737538275000,37751.33333333
1737538280000,42190.7
1737538285000,37158.56666666
1737538290000,42002.93333333
1737538295000,38121.8
1737538300000,43887.03333333
1737538305000,43887.03333333
1737538310000,43150.51666666
1737538315000,37331.25
1737538320000,37421.31666666
1737538325000,39990.16666666
1737538330000,42124.06666666
1737538335000,46477.7
1737538340000,42038.33333333
1737538345000,47632.6
1737538350000,42056.15
1737538355000,47972.43333333
1737538360000,41925.16666666
1737538365000,
