,flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond
,2
Timestamp,
1736811665000,0.0
1736811670000,0.0
1736811675000,571.0
1736811680000,467.0
1736811685000,617.0
1736811690000,694.0
1736811695000,853.0
1736811700000,851.0
1736811705000,872.0
1736811710000,888.0
1736811715000,1000.0
1736811720000,1000.0
1736811725000,1000.0
1736811730000,1000.0
1736811735000,1000.0
1736811740000,1000.0
1736811745000,1000.0
1736811750000,1000.0
1736811755000,1000.0
1736811760000,1000.0
1736811765000,1000.0
1736811770000,1000.0
1736811775000,1000.0
1736811780000,1000.0
1736811785000,1000.0
1736811790000,1000.0
1736811795000,1000.0
1736811800000,1000.0
1736811805000,1000.0
1736811810000,1000.0
1736811815000,1000.0
1736811820000,1000.0
1736811825000,1000.0
1736811830000,1000.0
1736811835000,1000.0
1736811840000,1000.0
1736811845000,1000.0
1736811850000,1000.0
1736811855000,1000.0
1736811860000,1000.0
1736811865000,1000.0
1736811870000,1000.0
1736811875000,1000.0
1736811880000,1000.0
1736811885000,1000.0
1736811890000,1000.0
1736811895000,1000.0
1736811900000,1000.0
1736811905000,1000.0
1736811910000,1000.0
1736811915000,1000.0
1736811920000,
1736811945000,0.0
1736811950000,0.0
1736811955000,450.0
1736811960000,640.0
1736811965000,762.0
1736811970000,1000.0
1736811975000,997.0
1736811980000,921.0
1736811985000,912.0
1736811990000,989.0
1736811995000,1000.0
1736812000000,986.0
1736812005000,1000.0
1736812010000,1000.0
1736812015000,1000.0
1736812020000,1000.0
1736812025000,1000.0
1736812030000,1000.0
1736812035000,1000.0
1736812040000,1000.0
1736812045000,1000.0
1736812050000,1000.0
1736812055000,1000.0
1736812060000,1000.0
1736812065000,973.0
1736812070000,1000.0
1736812075000,1000.0
1736812080000,1000.0
1736812085000,1000.0
1736812090000,1000.0
1736812095000,1000.0
1736812100000,1000.0
1736812105000,1000.0
1736812110000,1000.0
1736812115000,1000.0
1736812120000,1000.0
1736812125000,1000.0
1736812130000,1000.0
1736812135000,1000.0
1736812140000,1000.0
1736812145000,1000.0
1736812150000,1000.0
1736812155000,1000.0
1736812160000,1000.0
1736812165000,1000.0
1736812170000,1000.0
1736812175000,1000.0
1736812180000,1000.0
1736812185000,1000.0
1736812190000,1000.0
1736812195000,1000.0
1736812200000,
1736812225000,0.0
1736812230000,0.0
1736812235000,341.0
1736812240000,476.0
1736812245000,652.0
1736812250000,793.0
1736812255000,763.0
1736812260000,774.0
1736812265000,784.0
1736812270000,792.0
1736812275000,798.0
1736812280000,801.0
1736812285000,806.0
1736812290000,855.0
1736812295000,888.0
1736812300000,949.0
1736812305000,969.0
1736812310000,964.0
1736812315000,1000.0
1736812320000,1000.0
1736812325000,994.0
1736812330000,982.0
1736812335000,979.0
1736812340000,981.0
1736812345000,979.0
1736812350000,931.0
1736812355000,936.0
1736812360000,883.0
1736812365000,846.0
1736812370000,822.0
1736812375000,769.0
1736812380000,787.0
1736812385000,860.0
1736812390000,862.0
1736812395000,853.0
1736812400000,854.0
1736812405000,860.0
1736812410000,853.0
1736812415000,905.0
1736812420000,914.0
1736812425000,904.0
1736812430000,938.0
1736812435000,989.0
1736812440000,1000.0
1736812445000,1000.0
1736812450000,1000.0
1736812455000,1000.0
1736812460000,1000.0
1736812465000,1000.0
1736812470000,1000.0
1736812475000,982.0
1736812480000,
1736812505000,0.0
1736812510000,113.0
1736812515000,334.0
1736812520000,445.0
1736812525000,501.0
1736812530000,479.0
1736812535000,495.0
1736812540000,509.0
1736812545000,522.0
1736812550000,553.0
1736812555000,598.0
1736812560000,604.0
1736812565000,605.0
1736812570000,659.0
1736812575000,691.0
1736812580000,727.0
1736812585000,721.0
1736812590000,766.0
1736812595000,835.0
1736812600000,832.0
1736812605000,817.0
1736812610000,786.0
1736812615000,783.0
1736812620000,780.0
1736812625000,786.0
1736812630000,799.0
1736812635000,809.0
1736812640000,772.0
1736812645000,783.0
1736812650000,775.0
1736812655000,750.0
1736812660000,806.0
1736812665000,824.0
1736812670000,823.0
1736812675000,785.0
1736812680000,806.0
1736812685000,836.0
1736812690000,814.0
1736812695000,779.0
1736812700000,798.0
1736812705000,819.0
1736812710000,842.0
1736812715000,802.0
1736812720000,758.0
1736812725000,784.0
1736812730000,842.0
1736812735000,833.0
1736812740000,805.0
1736812745000,749.0
1736812750000,746.0
1736812755000,
1736812780000,0.0
1736812785000,0.0
1736812790000,180.0
1736812795000,348.0
1736812800000,458.0
1736812805000,424.0
1736812810000,401.0
1736812815000,450.0
1736812820000,515.0
1736812825000,546.0
1736812830000,590.0
1736812835000,599.0
1736812840000,625.0
1736812845000,637.0
1736812850000,703.0
1736812855000,712.0
1736812860000,747.0
1736812865000,760.0
1736812870000,776.0
1736812875000,749.0
1736812880000,716.0
1736812885000,712.0
1736812890000,703.0
1736812895000,698.0
1736812900000,690.0
1736812905000,678.0
1736812910000,667.0
1736812915000,660.0
1736812920000,635.0
1736812925000,671.0
1736812930000,704.0
1736812935000,712.0
1736812940000,725.0
1736812945000,710.0
1736812950000,670.0
1736812955000,670.0
1736812960000,673.0
1736812965000,674.0
1736812970000,673.0
1736812975000,681.0
1736812980000,680.0
1736812985000,681.0
1736812990000,679.0
1736812995000,680.0
1736813000000,698.0
1736813005000,691.0
1736813010000,714.0
1736813015000,698.0
1736813020000,666.0
1736813025000,672.0
1736813030000,661.0
1736813035000,
1736813055000,0.0
1736813060000,89.0
1736813065000,285.0
1736813070000,342.0
1736813075000,309.0
1736813080000,290.0
1736813085000,313.0
1736813090000,397.0
1736813095000,420.0
1736813100000,455.0
1736813105000,482.0
1736813110000,514.0
1736813115000,529.0
1736813120000,595.0
1736813125000,622.0
1736813130000,658.0
1736813135000,662.0
1736813140000,699.0
1736813145000,683.0
1736813150000,639.0
1736813155000,639.0
1736813160000,643.0
1736813165000,630.0
1736813170000,611.0
1736813175000,615.0
1736813180000,597.0
1736813185000,592.0
1736813190000,574.0
1736813195000,623.0
1736813200000,643.0
1736813205000,647.0
1736813210000,667.0
1736813215000,640.0
1736813220000,603.0
1736813225000,588.0
1736813230000,599.0
1736813235000,581.0
1736813240000,587.0
1736813245000,578.0
1736813250000,561.0
1736813255000,549.0
1736813260000,531.0
1736813265000,577.0
1736813270000,608.0
1736813275000,618.0
1736813280000,647.0
1736813285000,639.0
1736813290000,602.0
1736813295000,593.0
1736813300000,589.0
1736813305000,566.0
1736813310000,
1736813330000,0.0
1736813335000,0.0
1736813340000,276.0
1736813345000,258.0
1736813350000,365.0
1736813355000,308.0
1736813360000,316.0
1736813365000,343.0
1736813370000,389.0
1736813375000,431.0
1736813380000,439.0
1736813385000,474.0
1736813390000,493.0
1736813395000,501.0
1736813400000,517.0
1736813405000,559.0
1736813410000,531.0
1736813415000,543.0
1736813420000,575.0
1736813425000,549.0
1736813430000,514.0
1736813435000,498.0
1736813440000,507.0
1736813445000,493.0
1736813450000,503.0
1736813455000,512.0
1736813460000,530.0
1736813465000,511.0
1736813470000,545.0
1736813475000,581.0
1736813480000,541.0
1736813485000,572.0
1736813490000,577.0
1736813495000,563.0
1736813500000,538.0
1736813505000,540.0
1736813510000,521.0
1736813515000,514.0
1736813520000,528.0
1736813525000,525.0
1736813530000,530.0
1736813535000,522.0
1736813540000,559.0
1736813545000,585.0
1736813550000,579.0
1736813555000,595.0
1736813560000,592.0
1736813565000,557.0
1736813570000,532.0
1736813575000,530.0
1736813580000,512.0
1736813585000,
1736813610000,0.0
1736813615000,0.0
1736813620000,66.0
1736813625000,159.0
1736813630000,197.0
1736813635000,193.0
1736813640000,210.0
1736813645000,212.0
1736813650000,208.0
1736813655000,284.0
1736813660000,307.0
1736813665000,338.0
1736813670000,354.0
1736813675000,369.0
1736813680000,429.0
1736813685000,506.0
1736813690000,497.0
1736813695000,506.0
1736813700000,535.0
1736813705000,529.0
1736813710000,546.0
1736813715000,519.0
1736813720000,523.0
1736813725000,513.0
1736813730000,528.0
1736813735000,526.0
1736813740000,514.0
1736813745000,469.0
1736813750000,501.0
1736813755000,497.0
1736813760000,455.0
1736813765000,475.0
1736813770000,493.0
1736813775000,469.0
1736813780000,451.0
1736813785000,456.0
1736813790000,439.0
1736813795000,444.0
1736813800000,427.0
1736813805000,419.0
1736813810000,425.0
1736813815000,460.0
1736813820000,470.0
1736813825000,465.0
1736813830000,432.0
1736813835000,434.0
1736813840000,481.0
1736813845000,445.0
1736813850000,445.0
1736813855000,
