Timestamp,flink_jobmanager_job_lastCheckpointSize
0,-1.0
5,-1.0
10,6456501.0
15,13029862.0
20,15446908.0
25,15446908.0
30,20929930.0
35,20929930.0
40,20929930.0
45,6125244.0
50,8063747.0
55,8063747.0
60,8063747.0
65,7812198.0
70,11316784.0
75,11316784.0
80,16026846.0
85,20283486.0
90,20283486.0
95,10960663.0
100,17963303.0
105,10589329.0
110,10589329.0
115,23851673.0
120,23851673.0
125,23851673.0
130,26092006.0
135,26092006.0
140,16587359.0
145,19302317.0
150,19302317.0
155,6476439.0
160,6476439.0
165,14393996.0
170,4869843.0
175,16452347.0
180,16452347.0
185,8403239.0
190,17388855.0
195,22836177.0
200,21239002.0
205,21239002.0
210,21128950.0
215,14554480.0
220,14554480.0
225,23352862.0
230,26026128.0
235,26026128.0
240,22059747.0
245,10017861.0
250,10017861.0
255,
285,3508308.0
290,27334772.0
295,27334772.0
300,14895877.0
305,23001947.0
310,38120000.0
315,50766666.0
320,25596045.0
325,35108805.0
330,38979368.0
335,26155435.0
340,26155435.0
345,41094748.0
350,30379502.0
355,30379502.0
360,48339340.0
365,22525376.0
370,32309273.0
375,38518890.0
380,9006256.0
385,26864499.0
390,41671561.0
395,45619874.0
400,26855152.0
405,36371701.0
410,42088699.0
415,31880392.0
420,38810685.0
425,38810685.0
430,23599070.0
435,28872207.0
440,39569513.0
445,18119819.0
450,46745856.0
455,46745856.0
460,56192595.0
465,29670451.0
470,39015137.0
475,43345055.0
480,30384184.0
485,39762310.0
490,50129733.0
495,36907667.0
500,42225389.0
505,42225389.0
510,52424577.0
515,39999866.0
520,56252899.0
525,19440261.0
530,19440261.0
535,
560,-1.0
565,13369023.0
570,34006746.0
575,50190063.0
580,35745995.0
585,72584866.0
590,93651083.0
595,93651083.0
600,46285298.0
605,54931944.0
610,65257046.0
615,38681060.0
620,48377919.0
625,60278699.0
630,42399332.0
635,49950562.0
640,60087128.0
645,33578483.0
650,57795738.0
655,67577570.0
660,26039003.0
665,56107647.0
670,68202825.0
675,34818916.0
680,45678219.0
685,51861092.0
690,33102454.0
695,44007367.0
700,54991125.0
705,60822273.0
710,32472561.0
715,59661460.0
720,75176172.0
725,38291993.0
730,38291993.0
735,56581703.0
740,36018292.0
745,37806629.0
750,47732274.0
755,27334098.0
760,35367753.0
765,47470505.0
770,28099932.0
775,35336017.0
780,46045526.0
785,17638396.0
790,37158466.0
795,56108868.0
800,77910448.0
805,40139868.0
810,40139868.0
815,
840,-1.0
