Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,19613.530303027444,843.7094901998764,
2,37406.44090908493,1176.0951853207744,47372.0
3,57239.44415583407,1782.8135248192473,65378.0
4,67378.049145287,2309.072048773698,84740.0
5,83154.80066665128,2613.400074459263,81549.0
6,99006.2371621438,3004.4316270806257,109667.0
