Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,39576.66097560736,2271.9135428191657,
2,81788.79583332616,3122.0639142603777,108948.0
3,85618.85149571809,2761.579927500084,149968.0
4,70249.34615383435,2532.4977886441793,130156.0
5,64517.459777762655,2277.0653953259166,96809.0
6,101705.4502109527,3470.4288930015528,84793.0
7,71296.82905403264,2132.9608656395326,
