,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737525615000,0.0
1737525620000,0.0
1737525625000,0.0
1737525630000,0.0
1737525635000,504.2333333333
1737525640000,583.2333333333
1737525645000,1215.6666666666
1737525650000,5252.01666667
1737525655000,10600.95
1737525660000,18032.266666659998
1737525665000,18032.266666659998
1737525670000,23353.933333330002
1737525675000,33108.01666666
1737525680000,33108.01666666
1737525685000,33416.83333333
1737525690000,45928.66666666
1737525695000,45424.43333333
1737525700000,45345.43333333
1737525705000,50978.766666660005
1737525710000,46942.41666666001
1737525715000,44660.983333330005
1737525720000,40068.4
1737525725000,40395.983333330005
1737525730000,40288.75
1737525735000,30534.66666666
1737525740000,31807.883333330003
1737525745000,31499.066666659997
1737525750000,18987.233333329998
1737525755000,
1737525770000,0.0
1737525775000,0.0
1737525780000,241.5
1737525785000,4146.5
1737525790000,10486.633333329999
1737525795000,15964.55
1737525800000,16826.11666666
1737525805000,18588.38333333
1737525810000,22354.95
1737525815000,30891.41666666
1737525820000,32828.58333333
1737525825000,38350.75
1737525830000,38350.75
1737525835000,44769.58333333
1737525840000,44528.08333333
1737525845000,46272.81666666
1737525850000,39932.68333333
1737525855000,
