,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength
,Sink:_Sink
,0
Timestamp,
1722007825000,0.0
1722007830000,0.0
1722007835000,0.0
1722007840000,0.0
1722007845000,0.0
1722007850000,0.0
1722007855000,0.0
1722007860000,0.0
1722007865000,0.0
1722007870000,1.0
1722007875000,1.0
1722007880000,0.0
1722007885000,1.0
1722007890000,1.0
1722007895000,1.0
1722007900000,1.0
1722007905000,1.0
1722007910000,1.0
1722007915000,2.0
1722007920000,1.0
1722007925000,1.0
1722007930000,1.0
1722007935000,1.0
1722007940000,1.0
1722007945000,1.0
1722007950000,1.0
1722007955000,1.0
1722007960000,1.0
1722007965000,1.0
1722007970000,1.0
1722007975000,1.0
1722007980000,1.0
1722007985000,1.0
1722007990000,1.0
1722007995000,2.0
1722008000000,1.0
1722008005000,2.0
1722008010000,1.0
1722008015000,1.0
1722008020000,1.0
1722008025000,1.0
1722008030000,1.0
1722008035000,
1722008070000,0.0
1722008075000,1.0
1722008080000,1.0
1722008085000,1.0
1722008090000,1.0
1722008095000,1.0
1722008100000,1.0
1722008105000,1.0
1722008110000,1.0
1722008115000,1.0
1722008120000,1.0
1722008125000,1.0
1722008130000,1.0
1722008135000,1.0
1722008140000,2.0
1722008145000,1.0
1722008150000,1.0
1722008155000,1.0
1722008160000,1.0
1722008165000,1.0
1722008170000,1.0
1722008175000,1.0
1722008180000,2.0
1722008185000,1.0
1722008190000,1.0
1722008195000,1.0
1722008200000,1.0
1722008205000,1.0
1722008210000,1.0
1722008215000,1.0
1722008220000,1.0
1722008225000,1.0
1722008230000,1.0
1722008235000,1.0
1722008240000,1.0
1722008245000,
1722008280000,0.0
1722008285000,0.0
1722008290000,1.0
1722008295000,1.0
1722008300000,1.0
1722008305000,4.0
1722008310000,2.0
1722008315000,1.0
1722008320000,1.0
1722008325000,1.0
1722008330000,1.0
1722008335000,1.0
1722008340000,1.0
1722008345000,1.0
1722008350000,2.0
1722008355000,1.0
1722008360000,1.0
1722008365000,1.0
1722008370000,1.0
1722008375000,1.0
1722008380000,1.0
1722008385000,1.0
1722008390000,1.0
1722008395000,1.0
1722008400000,1.0
1722008405000,12.0
1722008410000,1.0
1722008415000,1.0
1722008420000,1.0
1722008425000,1.0
1722008430000,1.0
1722008435000,1.0
1722008440000,2.0
1722008445000,1.0
1722008450000,2.0
1722008455000,1.0
1722008460000,1.0
1722008465000,0.0
1722008470000,
1722008500000,0.0
1722008505000,1.0
