,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Sink:_Sink
,0
Timestamp,
1722007825000,0.0
1722007830000,1969.0
1722007835000,775.0
1722007840000,862.0
1722007845000,862.0
1722007850000,862.0
1722007855000,862.0
1722007860000,862.0
1722007865000,862.0
1722007870000,2.0
1722007875000,0.0
1722007880000,862.0
1722007885000,0.0
1722007890000,0.0
1722007895000,0.0
1722007900000,0.0
1722007905000,0.0
1722007910000,0.0
1722007915000,1.0
1722007920000,0.0
1722007925000,0.0
1722007930000,0.0
1722007935000,0.0
1722007940000,0.0
1722007945000,0.0
1722007950000,0.0
1722007955000,0.0
1722007960000,0.0
1722007965000,0.0
1722007970000,0.0
1722007975000,0.0
1722007980000,0.0
1722007985000,0.0
1722007990000,0.0
1722007995000,0.0
1722008000000,0.0
1722008005000,0.0
1722008010000,0.0
1722008015000,0.0
1722008020000,0.0
1722008025000,0.0
1722008030000,0.0
1722008035000,
1722008070000,0.0
1722008075000,0.0
1722008080000,0.0
1722008085000,0.0
1722008090000,0.0
1722008095000,0.0
1722008100000,0.0
1722008105000,0.0
1722008110000,0.0
1722008115000,0.0
1722008120000,0.0
1722008125000,0.0
1722008130000,0.0
1722008135000,0.0
1722008140000,0.0
1722008145000,0.0
1722008150000,0.0
1722008155000,0.0
1722008160000,0.0
1722008165000,0.0
1722008170000,0.0
1722008175000,0.0
1722008180000,0.0
1722008185000,0.0
1722008190000,0.0
1722008195000,0.0
1722008200000,0.0
1722008205000,0.0
1722008210000,0.0
1722008215000,0.0
1722008220000,0.0
1722008225000,0.0
1722008230000,0.0
1722008235000,0.0
1722008240000,0.0
1722008245000,
1722008280000,0.0
1722008285000,2640.0
1722008290000,0.0
1722008295000,0.0
1722008300000,0.0
1722008305000,0.0
1722008310000,0.0
1722008315000,0.0
1722008320000,0.0
1722008325000,0.0
1722008330000,0.0
1722008335000,0.0
1722008340000,0.0
1722008345000,0.0
1722008350000,0.0
1722008355000,0.0
1722008360000,0.0
1722008365000,1.0
1722008370000,0.0
1722008375000,0.0
1722008380000,0.0
1722008385000,0.0
1722008390000,1.0
1722008395000,0.0
1722008400000,0.0
1722008405000,12.0
1722008410000,0.0
1722008415000,0.0
1722008420000,0.0
1722008425000,2.0
1722008430000,0.0
1722008435000,0.0
1722008440000,0.0
1722008445000,0.0
1722008450000,0.0
1722008455000,0.0
1722008460000,0.0
1722008465000,0.0
1722008470000,
1722008500000,0.0
1722008505000,2561.0
1722008510000,0.0
