,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength
,Sink:_Sink
,0
Timestamp,
1722238510000,0.0
1722238515000,0.0
1722238520000,1.0
1722238525000,1.0
1722238530000,1.0
1722238535000,1.0
1722238540000,1.0
1722238545000,1.0
1722238550000,1.0
1722238555000,1.0
1722238560000,1.0
1722238565000,1.0
1722238570000,1.0
1722238575000,1.0
1722238580000,1.0
1722238585000,1.0
1722238590000,1.0
1722238595000,1.0
1722238600000,1.0
1722238605000,1.0
1722238610000,1.0
1722238615000,1.0
1722238620000,1.0
1722238625000,1.0
1722238630000,1.0
1722238635000,1.0
1722238640000,1.0
1722238645000,1.0
1722238650000,1.0
1722238655000,1.0
1722238660000,1.0
1722238665000,1.0
1722238670000,1.0
1722238675000,1.0
1722238680000,1.0
1722238685000,1.0
1722238690000,
1722238715000,0.0
1722238720000,2.0
1722238725000,2.0
1722238730000,2.0
1722238735000,2.0
1722238740000,2.0
1722238745000,2.0
1722238750000,2.0
1722238755000,2.0
1722238760000,2.0
1722238765000,2.0
1722238770000,2.0
1722238775000,2.0
1722238780000,2.0
1722238785000,2.0
1722238790000,2.0
1722238795000,2.0
1722238800000,2.0
1722238805000,2.0
1722238810000,2.0
1722238815000,2.0
1722238820000,2.0
1722238825000,2.0
1722238830000,2.0
1722238835000,2.0
1722238840000,2.0
1722238845000,2.0
1722238850000,2.0
1722238855000,2.0
1722238860000,2.0
1722238865000,2.0
1722238870000,2.0
1722238875000,2.0
1722238880000,2.0
1722238885000,2.0
1722238890000,2.0
1722238895000,2.0
1722238900000,2.0
1722238905000,2.0
1722238910000,
1722238940000,3.0
1722238945000,3.0
1722238950000,3.0
1722238955000,3.0
1722238960000,3.0
1722238965000,3.0
1722238970000,3.0
1722238975000,3.0
1722238980000,3.0
1722238985000,3.0
1722238990000,3.0
1722238995000,3.0
1722239000000,3.0
1722239005000,3.0
1722239010000,3.0
1722239015000,3.0
1722239020000,3.0
1722239025000,3.0
1722239030000,3.0
1722239035000,3.0
1722239040000,3.0
1722239045000,3.0
1722239050000,3.0
1722239055000,3.0
1722239060000,3.0
1722239065000,3.0
1722239070000,3.0
1722239075000,3.0
1722239080000,3.0
1722239085000,3.0
1722239090000,3.0
1722239095000,3.0
1722239100000,3.0
1722239105000,3.0
1722239110000,3.0
1722239115000,3.0
1722239120000,
1722239125000,3.0
1722239130000,3.0
1722239135000,3.0
1722239140000,3.0
1722239145000,3.0
1722239150000,3.0
