,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,0,1,2,3,4,5
Timestamp,,,,,,
1709750470000,1000.0,,,,,
1709750475000,702.0,,,,,
1709750480000,340.0,,,,,
1709750485000,221.0,,,,,
1709750490000,221.0,,,,,
1709750495000,300.0,,,,,
1709750500000,244.0,,,,,
1709750505000,204.0,,,,,
1709750510000,214.0,,,,,
1709750515000,302.0,,,,,
1709750520000,371.0,,,,,
1709750525000,429.0,,,,,
1709750530000,476.0,,,,,
1709750535000,501.0,,,,,
1709750540000,586.0,,,,,
1709750545000,671.0,,,,,
1709750550000,736.0,,,,,
1709750555000,768.0,,,,,
1709750560000,855.0,,,,,
1709750565000,941.0,,,,,
1709750570000,1000.0,,,,,
1709750575000,1000.0,,,,,
1709750580000,1000.0,,,,,
1709750585000,1000.0,,,,,
1709750590000,1000.0,,,,,
1709750595000,1000.0,,,,,
1709750600000,1000.0,,,,,
1709750605000,1000.0,,,,,
1709750610000,1000.0,,,,,
1709750615000,1000.0,,,,,
1709750620000,1000.0,,,,,
1709750625000,1000.0,,,,,
1709750630000,1000.0,,,,,
1709750635000,1000.0,,,,,
1709750640000,1000.0,,,,,
1709750645000,1000.0,,,,,
1709750650000,1000.0,,,,,
1709750655000,1000.0,,,,,
1709750660000,1000.0,,,,,
1709750665000,1000.0,,,,,
1709750670000,1000.0,,,,,
1709750675000,1000.0,,,,,
1709750680000,1000.0,,,,,
1709750685000,1000.0,,,,,
1709750690000,1000.0,,,,,
1709750695000,1000.0,,,,,
1709750700000,1000.0,,,,,
1709750705000,1000.0,,,,,
1709750710000,1000.0,,,,,
1709750715000,1000.0,,,,,
1709750720000,1000.0,,,,,
1709750725000,1000.0,,,,,
1709750730000,1000.0,,,,,
1709750735000,1000.0,,,,,
1709750740000,1000.0,,,,,
1709750745000,1000.0,,,,,
1709750750000,1000.0,,,,,
1709750755000,1000.0,,,,,
1709750760000,1000.0,,,,,
1709750765000,1000.0,,,,,
1709750770000,1000.0,,,,,
1709750775000,1000.0,,,,,
1709750780000,1000.0,,,,,
1709750785000,1000.0,,,,,
1709750790000,1000.0,,,,,
1709750795000,1000.0,,,,,
1709750800000,1000.0,,,,,
1709750805000,1000.0,,,,,
1709750810000,1000.0,,,,,
1709750815000,1000.0,,,,,
1709750820000,1000.0,,,,,
1709750825000,1000.0,,,,,
1709750830000,1000.0,,,,,
1709750835000,1000.0,,,,,
1709750840000,1000.0,,,,,
1709750845000,1000.0,,,,,
1709750850000,,,,,,
1709750855000,1000.0,,,,,
1709750860000,,,,,,
1709750910000,1000.0,1000.0,,,,
1709750915000,1000.0,247.0,,,,
1709750920000,519.0,479.0,,,,
1709750925000,760.0,574.0,,,,
1709750930000,840.0,615.0,,,,
1709750935000,880.0,639.0,,,,
1709750940000,904.0,663.0,,,,
1709750945000,920.0,677.0,,,,
1709750950000,932.0,676.0,,,,
1709750955000,940.0,682.0,,,,
1709750960000,947.0,689.0,,,,
1709750965000,952.0,698.0,,,,
1709750970000,957.0,707.0,,,,
1709750975000,960.0,750.0,,,,
1709750980000,1000.0,755.0,,,,
1709750985000,1000.0,745.0,,,,
1709750990000,1000.0,749.0,,,,
1709750995000,1000.0,758.0,,,,
1709751000000,1000.0,764.0,,,,
1709751005000,1000.0,762.0,,,,
1709751010000,1000.0,770.0,,,,
1709751015000,1000.0,776.0,,,,
1709751020000,1000.0,779.0,,,,
1709751025000,1000.0,781.0,,,,
1709751030000,1000.0,782.0,,,,
1709751035000,1000.0,785.0,,,,
1709751040000,1000.0,790.0,,,,
1709751045000,1000.0,801.0,,,,
1709751050000,1000.0,801.0,,,,
1709751055000,1000.0,797.0,,,,
1709751060000,1000.0,794.0,,,,
1709751065000,1000.0,802.0,,,,
1709751070000,1000.0,804.0,,,,
1709751075000,1000.0,807.0,,,,
1709751080000,1000.0,810.0,,,,
1709751085000,1000.0,810.0,,,,
1709751090000,1000.0,813.0,,,,
1709751095000,1000.0,813.0,,,,
1709751100000,1000.0,814.0,,,,
1709751105000,1000.0,819.0,,,,
1709751110000,1000.0,821.0,,,,
1709751115000,1000.0,822.0,,,,
1709751120000,1000.0,833.0,,,,
1709751125000,1000.0,836.0,,,,
1709751130000,1000.0,838.0,,,,
1709751135000,1000.0,832.0,,,,
1709751140000,1000.0,829.0,,,,
1709751145000,1000.0,829.0,,,,
1709751150000,1000.0,828.0,,,,
1709751155000,1000.0,826.0,,,,
