Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr,BackpressureTime,BackpressureTimeStdErr
3,3590.478787878712,415.02552273373067,668.2121212121211,24.486691213422805,509.6818181818182,82.90371135766196
6,9221.049999999837,808.7459805711087,600.57625,12.357254896296693,471.775,38.97120311043784
9,13304.837878787572,1027.0756865569178,527.4074074074074,18.18030213573829,345.3484848484849,35.71191540836602
12,9620.556989246948,1321.1481127850743,390.6575268817204,33.29335362440129,72.80645161290323,12.64291202467866
