,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1736199095000,14004.266666659998,14352.56666666,14112.533333329999,14426.866666659998,14253.633333329999,13966.1,14002.15,14040.4,13909.716666659999,13966.75,14138.766666659998,14087.31666666,13915.283333329999,13932.883333329999,14252.06666666,13969.1,,,,,,,,,,,,,,,,
1736199100000,14379.85,14280.48333333,14148.06666666,14540.81666666,14240.116666659998,14108.16666666,14391.716666659999,14175.366666659998,14066.41666666,14144.016666659998,14339.81666666,14167.716666659999,14054.133333329999,13960.0,14369.383333329999,14053.18333333,,,,,,,,,,,,,,,,
1736199105000,14156.633333329999,14321.93333333,14086.08333333,14393.56666666,14103.216666659999,13937.2,14333.516666659998,14275.2,13887.58333333,14097.25,14317.133333329999,14296.133333329999,14057.5,13898.56666666,14225.68333333,14190.266666659998,,,,,,,,,,,,,,,,
1736199110000,14188.83333333,14306.31666666,14029.6,14356.06666666,14228.83333333,13998.98333333,14255.06666666,14150.116666659998,13991.56666666,14058.633333329999,14294.883333329999,14140.31666666,14007.283333329999,13858.33333333,14253.05,14022.616666659998,,,,,,,,,,,,,,,,
1736199115000,14152.616666659998,14323.66666666,14109.58333333,14398.7,14306.95,13944.783333329999,14249.06666666,14167.383333329999,13962.16666666,14084.25,14274.98333333,14205.2,14030.133333329999,13931.633333329999,14185.06666666,14088.08333333,,,,,,,,,,,,,,,,
1736199120000,14166.5,14299.55,14069.283333329999,14367.81666666,14323.43333333,13935.25,14260.383333329999,14096.633333329999,13976.366666659998,14095.116666659998,14313.35,14158.616666659998,14048.98333333,13890.08333333,14200.116666659998,14043.23333333,,,,,,,,,,,,,,,,
1736199125000,14161.1,14297.383333329999,14109.98333333,14370.83333333,14180.93333333,13899.55,14272.283333329999,14092.6,13900.15,14089.98333333,14285.7,14148.1,14038.4,13912.68333333,14179.08333333,14026.56666666,,,,,,,,,,,,,,,,
1736199130000,14220.6,14259.8,14255.18333333,14345.783333329999,14294.283333329999,14085.466666659999,14265.8,14080.633333329999,14074.133333329999,14100.516666659998,14285.6,14103.66666666,14047.91666666,14083.116666659998,14352.81666666,13998.616666659998,,,,,,,,,,,,,,,,
1736199135000,14532.9,14197.98333333,14134.6,14273.866666659998,14213.033333329999,14052.85,14285.616666659998,14266.533333329999,14005.4,14045.266666659998,14247.45,14293.41666666,14132.0,14010.4,14325.866666659998,14173.31666666,,,,,,,,,,,,,,,,
1736199140000,14233.91666666,14240.15,14123.95,14424.133333329999,14342.216666659999,14094.4,14212.16666666,14250.05,14112.35,14055.533333329999,14186.16666666,14264.25,14071.95,13952.95,14438.18333333,14143.31666666,,,,,,,,,,,,,,,,
1736199145000,14284.56666666,14283.75,13932.883333329999,14357.48333333,14072.633333329999,13959.9,14203.08333333,14290.883333329999,13920.533333329999,14175.25,14389.85,14342.25,14126.966666659999,13755.93333333,14174.55,14249.883333329999,,,,,,,,,,,,,,,,
1736199150000,14037.35,13822.58333333,13746.73333333,13890.7,13790.766666659998,13478.73333333,14202.41666666,14071.45,13389.68333333,13956.15,14273.18333333,14142.83333333,14029.31666666,13565.48333333,13751.033333329999,14002.283333329999,,,,,,,,,,,,,,,,
1736199155000,13939.216666659999,13983.43333333,13784.55,14056.216666659999,14131.966666659999,13844.06666666,13902.58333333,13672.08333333,13840.9,13658.4,13823.85,13676.75,13604.75,13609.05,14091.883333329999,13562.43333333,,,,,,,,,,,,,,,,
1736199160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736199180000,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,,,
1736199185000,0.0,8.233333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1736199190000,104.1333333333,208.5333333333,92.4833333333,0.0,0.0,94.1666666666,0.0,165.1166666666,0.0,0.0,166.3666666666,0.0,49.7333333333,40.5833333333,10.4,0.0,114.8833333333,0.0,31.7,137.5666666666,8.966666666666,55.05,23.25,126.4833333333,,,,,,,,
1736199195000,438.2333333333,848.7,371.6166666666,149.55,150.0,388.8166666666,153.0666666666,676.5166666666,184.6,100.6666666666,678.2333333333,117.3833333333,202.9,205.1833333333,187.45,101.95,557.5666666666,95.75,207.5666666666,590.35,181.7666666666,284.8833333333,208.5666666666,539.9,,,,,,,,
1736199200000,871.5333333333,1357.7333333333,1005.3,615.1,608.65,1011.2,604.5666666666,1270.6333333333,663.3,423.5,1279.3333333333,549.3166666666,842.05,854.8,772.6333333333,434.0333333333,1110.1,404.7,856.8166666666,1186.5,733.05,857.4666666666,865.6666666666,1083.3833333333,,,,,,,,
1736199205000,1634.9,2165.7833333333,1528.75,1231.4,1232.1,1489.1,1242.8666666666,1920.5,1168.45,1095.3166666666,1921.3666666666,1067.2166666666,1320.8833333333,1343.7166666666,1222.7166666666,1106.0666666666,1822.7166666666,999.9,1348.3666666666,1844.9666666666,1188.7166666666,1465.1666666666,1369.8833333333,1680.1333333333,,,,,,,,
1736199210000,2328.0833333333,2859.5666666666,2175.4,1906.0666666666,1925.2333333333,2174.3833333333,1924.0166666666,2656.1333333333,1824.55,1623.3166666666,2658.0833333333,1710.9833333333,2122.1,2155.95,1947.8166666666,1638.3166666666,2529.1166666666,1580.6666666666,2161.9666666666,2586.3166666666,1895.2666666666,2163.95,2183.9666666666,2356.4333333333,,,,,,,,
1736199215000,3161.65,3581.26666667,2875.7666666666,2633.3666666666,2659.65,2888.45,2657.5,3374.51666667,2455.6166666666,2370.4166666666,3391.55,2384.8,2832.15,2843.6833333333,2576.3333333333,2391.45,3248.7166666666,2228.35,2856.0333333333,3251.3833333333,2503.0,2900.2166666666,2881.8,2963.6166666666,,,,,,,,
1736199220000,3784.3,4479.61666667,3508.43333333,3316.2833333333,3362.1,3525.15,3353.63333333,4216.53333333,3103.4666666666,3152.9333333333,4220.86666667,3002.4666666666,3502.65,3541.21666667,3203.0166666666,3189.05,3996.63333333,2884.6166666666,3559.98333333,4045.2,3133.9333333333,3627.53333333,3592.03333333,3682.11666667,,,,,,,,
1736199225000,4755.28333333,5442.03333333,4432.25,4134.03333333,4171.28333333,4449.0,4169.65,5189.81666667,3879.55,3848.05,5194.38333333,3719.46666667,4455.25,4435.55,4008.2,3882.35,5019.38333333,3518.78333333,4453.08333333,4965.66666667,3921.1,4608.31666667,4494.76666667,4522.03333333,,,,,,,,
1736199230000,5577.53333333,6190.3,5208.9,5117.3,5095.5,5219.01666667,5161.88333333,5969.3,4741.15,4849.76666667,5978.5,4608.58333333,5344.95,5400.93333333,4878.35,4889.63333333,5817.26666667,4429.11666667,5421.98333333,5725.38333333,4762.83333333,5453.96666667,5470.76666667,5279.58333333,,,,,,,,
1736199235000,6320.03333333,7024.6,5908.83333333,5885.66666667,5963.75,5924.4,5941.76666667,6754.4,5405.63333333,5693.1,6772.56666666,5310.23333333,6086.0,6153.83333333,5561.65,5744.93333333,6611.18333333,5184.11666667,6179.96666667,6553.53333333,5420.13333333,6252.66666667,6235.71666667,5970.15,,,,,,,,
1736199240000,7213.33333333,7866.25,6695.25,6683.41666666,6768.41666666,6697.15,6735.71666666,7573.1,6103.66666667,6467.85,7581.63333333,6078.53333333,6889.8,6976.98333333,6309.18333333,6523.06666667,7453.81666666,5904.21666667,7005.25,7425.01666666,6156.3,7062.85,7067.73333333,6767.83333333,,,,,,,,
1736199245000,8086.91666666,8614.1,7452.65,7519.83333333,7643.03333333,7467.16666666,7590.73333333,8344.88333333,6891.71666666,7306.76666666,8354.7,6855.28333333,7649.61666666,7790.71666666,7040.01666666,7369.26666666,8286.13333333,6653.13333333,7821.66666666,8210.66666666,6885.33333333,7804.15,7895.05,7477.75,,,,,,,,
1736199250000,8720.01666666,9211.96666666,8079.66666666,8288.56666666,8434.61666666,8097.41666666,8364.21666666,9057.15,7628.06666666,8140.46666666,9067.08333333,7614.55,8458.93333333,8594.95,7791.45,8210.85,8956.0,7434.23333333,8637.96666666,8811.55,7605.73333333,8677.7,8727.05,8029.91666666,,,,,,,,
1736199255000,9161.35,9482.11666666,8549.75,8976.68333333,9115.73333333,8560.31666666,9055.83333333,9370.98333333,8157.88333333,8828.73333333,9381.65,8193.73333333,9074.71666666,9194.61666666,8332.41666666,8906.16666666,9275.73333333,8056.38333333,9259.45,9234.31666666,8135.8,9227.98333333,9245.36666666,8377.81666666,,,,,,,,
1736199260000,9594.48333333,9786.31666666,8680.78333333,9338.1,9490.6,8678.43333333,9438.36666666,9553.0,8378.16666666,9341.11666666,9565.48333333,8530.55,9256.35,9392.76666666,8483.53333333,9412.75,9536.91666666,8501.88333333,9430.1,9436.95,8305.91666666,9469.61666666,9513.81666666,8574.45,,,,,,,,
1736199265000,9708.96666666,9811.21666666,8858.58333333,9510.03333333,9669.41666666,8902.46666666,9595.48333333,9694.16666666,8594.05,9474.95,9707.6,8757.55,9569.35,9695.16666666,8752.08333333,9556.8,9705.68333333,8626.53333333,9735.96666666,9578.31666666,8555.33333333,9653.66666666,9816.9,8709.51666666,,,,,,,,
1736199270000,9820.43333333,9912.68333333,9016.88333333,9631.0,9797.73333333,9035.6,9716.5,9883.48333333,8706.11666666,9712.33333333,9896.33333333,8861.33333333,9542.55,9720.38333333,8782.01666666,9795.96666666,9862.83333333,8743.4,9761.01666666,9695.33333333,8580.36666666,9753.43333333,9848.45,8818.13333333,,,,,,,,
1736199275000,9742.85,10106.9,9111.41666666,9784.16666666,9949.65,9121.71666666,9872.61666666,10027.28333333,8860.66666666,9858.63333333,10026.6,8945.48333333,9704.16666666,9895.3,8929.6,9943.65,9964.18333333,8925.66666666,9845.81666666,9877.01666666,8745.36666666,9957.15,9946.01666666,8961.86666666,,,,,,,,
1736199280000,10162.03333333,9998.81666666,9229.23333333,9969.51666666,10117.93333333,9243.3,10051.73333333,9989.66666666,8952.81666666,9957.05,10004.98333333,9144.58333333,9863.36666666,10028.78333333,9055.78333333,10031.3,10005.08333333,9074.35,10062.55,9865.31666666,8838.03333333,10044.4,10167.68333333,8982.03333333,,,,,,,,
1736199285000,9915.71666666,9920.4,9076.63333333,9946.83333333,10110.43333333,9066.28333333,10037.08333333,9841.7,8852.05,10081.05,9855.01666666,9171.33333333,9687.75,9933.08333333,8972.1,10166.86666666,9938.16666666,9186.13333333,9970.68333333,9814.03333333,8751.15,9850.6,10060.11666666,8928.33333333,,,,,,,,
1736199290000,10106.8,10221.05,9123.83333333,9812.33333333,10076.11666666,9144.4,9901.8,10116.81666666,8829.2,9891.98333333,10126.88333333,9079.53333333,9593.31666666,9814.41666666,8868.96666666,9979.6,10055.71666666,8998.63333333,9852.35,10026.61666666,8682.48333333,9872.41666666,9945.51666666,9055.71666666,,,,,,,,
1736199295000,10362.88333333,10268.65,9385.58333333,10057.78333333,10201.51666666,9376.11666666,10139.11666666,10201.71666666,9080.08333333,9971.06666666,10214.93333333,9245.98333333,9878.08333333,10102.06666666,9125.85,10052.53333333,10277.8,9105.23333333,10140.51666666,10119.6,8938.65,10032.4,10236.16666666,9217.83333333,,,,,,,,
1736199300000,10243.13333333,10306.5,9307.88333333,10155.58333333,10342.76666666,9380.88333333,10253.81666666,10258.2,9210.98333333,10221.78333333,10273.65,9403.56666666,10007.46666666,10151.48333333,9165.06666666,10311.8,10233.21666666,9296.31666666,10188.8,10044.48333333,8979.23333333,10235.38333333,10286.43333333,9132.18333333,,,,,,,,
1736199305000,10261.91666666,10429.18333333,9391.38333333,10151.4,10299.25,9399.83333333,10244.56666666,10352.73333333,9155.56666666,10230.23333333,10365.58333333,9302.66666666,10074.95,10212.25,9222.01666666,10322.96666666,10177.8,9334.41666666,10262.0,10111.63333333,9016.63333333,10323.18333333,10351.25,9211.08333333,,,,,,,,
1736199310000,10367.91666666,10457.35,9421.1,10244.78333333,10372.2,9408.45,10333.56666666,10244.68333333,9127.5,10259.51666666,10325.71666666,9364.18333333,10055.48333333,10253.35,9266.88333333,10361.93333333,10342.21666666,9338.16666666,10291.65,10198.38333333,9056.3,10204.85,10379.61666666,9285.61666666,,,,,,,,
1736199315000,10416.73333333,10368.93333333,9421.73333333,10213.05,10383.83333333,9400.06666666,10302.61666666,10267.5,9223.16666666,10270.4,10279.6,9450.51666666,10052.63333333,10286.51666666,9269.11666666,10359.46666666,10409.88333333,9334.63333333,10297.2,10131.73333333,9077.48333333,10205.45,10493.1,9252.31666666,,,,,,,,
1736199320000,10303.28333333,10461.55,9493.85,10201.71666666,10380.85,9515.5,10291.05,10420.61666666,9281.18333333,10260.63333333,10425.48333333,9451.18333333,10030.8,10251.93333333,9265.21666666,10354.0,10392.91666666,9326.2,10293.51666666,10208.13333333,9077.63333333,10348.71666666,10390.96666666,9299.08333333,,,,,,,,
1736199325000,10378.18333333,10442.16666666,9571.76666666,10326.36666666,10476.16666666,9574.5,10415.56666666,10403.25,9284.81666666,10378.41666666,10416.46666666,9471.98333333,10170.28333333,10365.46666666,9369.25,10469.76666666,10393.36666666,9466.35,10416.13333333,10224.1,9146.41666666,10373.48333333,10508.21666666,9314.11666666,,,,,,,,
1736199330000,10370.7,10416.05,9458.08333333,10337.33333333,10500.81666666,9448.66666666,10427.81666666,10334.2,9297.4,10442.96666666,10351.48333333,9495.95,10135.88333333,10326.38333333,9331.06666666,10535.3,10365.35,9512.2,10368.16666666,10104.38333333,9146.33333333,10389.11666666,10464.63333333,9219.01666666,,,,,,,,
1736199335000,10344.43333333,10273.18333333,9410.06666666,10193.73333333,10364.76666666,9409.06666666,10282.33333333,10268.53333333,9256.9,10304.6,10290.2,9457.83333333,10012.36666666,10236.51666666,9252.11666666,10396.21666666,10340.28333333,9369.68333333,10353.05,10029.86666666,9056.48333333,10285.71666666,10440.38333333,9171.45,,,,,,,,
1736199340000,10271.15,10455.75,9479.83333333,10144.96666666,10287.36666666,9465.2,10234.68333333,10348.5,9233.9,10252.83333333,10359.4,9361.58333333,10070.41666666,10268.46666666,9278.0,10353.81666666,10353.86666666,9335.75,10310.16666666,10178.71666666,9073.98333333,10312.68333333,10398.06666666,9262.18333333,,,,,,,,
1736199345000,10268.61666666,10404.5,9472.93333333,10274.11666666,10438.06666666,9484.23333333,10365.65,10301.28333333,9306.18333333,10324.48333333,10314.41666666,9446.78333333,10164.46666666,10341.43333333,9346.93333333,10426.33333333,10255.0,9401.95,10380.66666666,10123.41666666,9139.41666666,10366.75,10478.2,9225.01666666,,,,,,,,
1736199350000,10171.98333333,10117.56666666,9358.25,10235.11666666,10393.66666666,9337.28333333,10325.21666666,10017.95,9219.53333333,10340.08333333,10030.26666666,9408.33333333,10175.8,10315.75,9316.8,10432.58333333,10175.78333333,9422.96666666,10362.6,9922.2,9106.23333333,10293.15,10450.56666666,9052.7,,,,,,,,
1736199355000,9932.65,10070.45,9093.58333333,9987.36666666,10183.01666666,9098.15,10080.96666666,10015.15,9001.5,10188.0,10013.78333333,9283.21666666,9844.43333333,10028.95,9055.25,10282.21666666,9961.7,9306.71666666,10069.33333333,9760.45,8853.25,10048.18333333,10160.05,8916.25,,,,,,,,
1736199360000,10053.2,10173.93333333,9175.06666666,9910.68333333,10016.88333333,9132.58333333,10000.21666666,10024.86666666,8935.1,9926.86666666,10034.76666666,9033.28333333,9756.71666666,9978.38333333,9017.25,10024.81666666,10006.38333333,9039.81666666,10021.28333333,9842.36666666,8807.85,9949.13333333,10113.06666666,8977.56666666,,,,,,,,
1736199365000,10272.4,10313.91666666,9333.31666666,9952.98333333,10100.43333333,9340.7,10036.65,10243.03333333,9029.93333333,9952.33333333,10254.91666666,9168.4,9928.61666666,10072.23333333,9104.15,10066.9,10321.18333333,9082.88333333,10113.66666666,10098.83333333,8904.56666666,10142.28333333,10220.33333333,9189.91666666,,,,,,,,
1736199370000,10237.25,10279.73333333,9377.55,10184.36666666,10355.08333333,9382.88333333,10275.68333333,10259.36666666,9204.75,10186.43333333,10201.45,9376.4,10027.76666666,10209.35,9220.05,10275.15,10210.75,9284.46666666,10247.03333333,10097.68333333,9022.21666666,10274.91666666,10348.86666666,9177.13333333,,,,,,,,
1736199375000,10200.33333333,10255.01666666,9357.8,10193.25,10355.66666666,9412.81666666,10283.66666666,10210.1,9170.16666666,10238.35,10227.75,9342.8,9997.96666666,10184.13333333,9200.21666666,10322.01666666,10207.7,9320.06666666,10222.3,10002.86666666,9000.9,10324.93333333,10316.88333333,9121.33333333,,,,,,,,
1736199380000,10180.83333333,10192.36666666,9194.71666666,10102.4,10264.45,9295.58333333,10193.23333333,10116.58333333,9101.85,10256.9,10127.88333333,9287.9,9975.61666666,10160.73333333,9180.4,10359.01666666,10191.81666666,9361.85,10199.01666666,9958.21666666,8976.58333333,10116.83333333,10292.73333333,9076.01666666,,,,,,,,
1736199385000,10195.3,10213.75,9246.95,10046.3,10220.68333333,9277.88333333,10136.88333333,10165.41666666,9117.0,10139.05,10179.26666666,9263.13333333,9924.65,10105.28333333,9120.56666666,10235.98333333,10066.08333333,9235.46666666,10128.58333333,9973.51666666,8936.01666666,10167.55,10227.15,9086.76666666,,,,,,,,
1736199390000,10170.83333333,10263.55,9298.8,10071.4,10224.66666666,9322.58333333,10164.25,10136.43333333,9004.48333333,10127.06666666,10144.93333333,9246.35,9955.3,10134.68333333,9146.05,10226.13333333,10143.68333333,9237.08333333,10166.83333333,10004.26666666,8932.41666666,10091.96666666,10260.48333333,9116.98333333,,,,,,,,
1736199395000,10178.83333333,10243.63333333,9305.38333333,10107.38333333,10268.13333333,9320.45,10198.43333333,10085.83333333,9063.3,10169.55,10089.33333333,9287.76666666,9989.76666666,10159.31666666,9175.38333333,10259.75,10179.1,9264.93333333,10207.55,10008.95,8965.86666666,10046.1,10301.8,9117.68333333,,,,,,,,
1736199400000,9978.58333333,10224.81666666,9302.88333333,10103.01666666,10272.71666666,9322.45,10162.91666666,10144.53333333,9072.88333333,10164.5,10162.81666666,9295.76666666,9977.96666666,10040.75,9073.21666666,10265.38333333,10184.51666666,9265.55,10077.55,9993.98333333,8891.98333333,10161.73333333,10167.76666666,9108.05,,,,,,,,
1736199405000,10274.23333333,10216.9,9260.88333333,10090.16666666,10266.46666666,9284.23333333,10183.53333333,10171.91666666,9068.95,10165.45,10185.23333333,9273.25,9917.46666666,10114.11666666,9145.33333333,10256.48333333,10143.8,9252.28333333,10156.88333333,9966.41666666,8948.8,10124.96666666,10261.6,9071.68333333,,,,,,,,
1736199410000,10149.23333333,10268.16666666,9317.71666666,10062.35,10224.98333333,9323.85,10153.48333333,10222.41666666,9014.06666666,10132.63333333,10228.46666666,9241.31666666,9927.45,10121.86666666,9149.7,10236.48333333,10149.96666666,9242.6,10147.75,10021.66666666,8938.46666666,10154.96666666,10251.61666666,9118.75,,,,,,,,
1736199415000,10179.33333333,10294.78333333,9348.63333333,10139.7,10291.11666666,9400.86666666,10238.53333333,10187.28333333,9114.78333333,10169.0,10202.71666666,9272.01666666,9977.53333333,10162.4,9188.63333333,10258.46666666,10222.9,9214.55,10206.6,10081.26666666,8996.61666666,10171.63333333,10302.5,9158.31666666,,,,,,,,
1736199420000,10114.75,10160.6,9425.25,10137.35,10347.93333333,9428.68333333,10216.58333333,10193.23333333,9142.31666666,10197.73333333,10207.16666666,9391.83333333,9961.38333333,10184.21666666,9208.5,10347.95,10237.43333333,9350.05,10229.98333333,10073.76666666,9010.31666666,10218.73333333,10322.0,9178.9,,,,,,,,
1736199425000,9812.83333333,9957.85,9185.86666666,10148.05,10324.96666666,9176.83333333,10237.93333333,9955.4,9059.98333333,10294.95,9967.783333329999,9286.883333329999,9847.56666666,10066.783333329999,9102.48333333,10356.73333333,9940.36666666,9360.65,10092.41666666,9765.11666666,8894.08333333,10044.383333329999,10175.383333329999,8890.51666666,,,,,,,,
1736199430000,10034.48333333,10213.9,9120.21666666,9862.23333333,10029.783333329999,9154.83333333,9949.08333333,10113.21666666,8896.86666666,10009.36666666,10135.68333333,9063.9,9701.4,9874.1,8921.81666666,10088.46666666,10016.23333333,9099.98333333,9925.61666666,9870.43333333,8722.73333333,9923.1,9983.633333329999,9003.66666666,,,,,,,,
1736199435000,10327.33333333,10396.01666666,9387.31666666,9995.55,10137.75,9369.71666666,10087.05,10313.55,9047.533333329999,9977.91666666,10325.01666666,9165.45,9999.96666666,10115.16666666,9130.76666666,10079.96666666,10257.06666666,9107.15,10155.7,10112.3,8930.8,10121.36666666,10248.35,9214.08333333,,,,,,,,
1736199440000,10370.46666666,10312.31666666,9500.1,10278.55,10382.41666666,9400.61666666,10371.7,10233.11666666,9227.21666666,10216.58333333,10249.71666666,9393.26666666,10127.51666666,10295.55,9300.85,10313.383333329999,10216.48333333,9302.35,10337.41666666,10070.91666666,9096.86666666,10277.0,10432.06666666,9176.61666666,,,,,,,,
1736199445000,10151.05,10307.86666666,9365.18333333,10175.01666666,10338.48333333,9349.283333329999,10267.9,10211.033333329999,9144.25,10249.51666666,10222.1,9346.36666666,10001.81666666,10197.68333333,9220.41666666,10335.61666666,10347.06666666,9325.5,10245.2,10072.05,9028.71666666,10151.66666666,10345.58333333,9174.96666666,,,,,,,,
1736199450000,10185.25,10375.0,9451.533333329999,10170.25,10333.41666666,9475.51666666,10256.4,10293.6,9274.06666666,10181.36666666,10318.06666666,9355.35,10076.91666666,10193.46666666,9216.33333333,10275.45,10306.5,9267.36666666,10238.383333329999,10097.58333333,9027.81666666,10328.26666666,10332.3,9193.283333329999,,,,,,,,
1736199455000,10343.06666666,10483.23333333,9500.1,10273.91666666,10422.783333329999,9505.56666666,10365.35,10390.783333329999,9239.16666666,10331.08333333,10407.25,9370.633333329999,10132.85,10272.4,9286.133333329999,10435.61666666,10292.6,9429.0,10328.6,10212.48333333,9080.6,10394.2,10409.68333333,9285.7,,,,,,,,
1736199460000,10447.81666666,10337.3,9383.783333329999,10289.133333329999,10459.6,9395.283333329999,10411.95,10221.45,9200.95,10366.95,10229.76666666,9458.76666666,10080.83333333,10380.26666666,9374.66666666,10444.06666666,10244.45,9423.36666666,10419.31666666,10094.56666666,9163.6,10232.2,10515.3,9200.15,,,,,,,,
1736199465000,10197.48333333,10338.43333333,9421.48333333,10177.71666666,10351.533333329999,9417.16666666,10267.06666666,10286.883333329999,9210.98333333,10246.91666666,10314.21666666,9376.16666666,10041.41666666,10240.1,9238.633333329999,10328.4,10345.75,9325.43333333,10288.7,10060.76666666,9045.31666666,10203.25,10360.783333329999,9185.783333329999,,,,,,,,
1736199470000,10141.2,10248.85,9371.95,10219.7,10324.58333333,9407.45,10313.98333333,10254.18333333,9315.533333329999,10210.55,10290.26666666,9385.35,10070.31666666,10255.16666666,9255.5,10329.0,10286.2,9349.96666666,10300.48333333,10065.1,9063.93333333,10314.35,10389.4,9176.11666666,,,,,,,,
1736199475000,10169.05,10327.48333333,9399.9,10155.533333329999,10324.65,9380.41666666,10240.383333329999,10232.783333329999,9201.16666666,10263.2,10258.75,9318.383333329999,10098.6,10149.2,9172.2,10354.86666666,10226.633333329999,9349.36666666,10190.16666666,10005.883333329999,8965.53333333,10342.66666666,10273.16666666,9120.65,,,,,,,,
1736199480000,10326.98333333,10309.91666666,9321.68333333,10160.68333333,10323.68333333,9344.45,10261.6,10209.61666666,9110.96666666,10280.73333333,10222.25,9293.68333333,10091.16666666,10238.46666666,9230.65,10315.133333329999,10152.95,9319.33333333,10274.9,9995.2,9037.41666666,10209.45,10362.9,9096.5,,,,,,,,
1736199485000,10276.4,10315.2,9283.75,10106.75,10258.33333333,9303.65,10197.23333333,10113.61666666,9165.45,10187.31666666,10128.25,9353.7,10012.0,10213.31666666,9213.85,10280.31666666,10240.3,9270.25,10250.85,9992.15,9027.4,10201.26666666,10345.51666666,9120.6,,,,,,,,
1736199490000,10015.06666666,10015.25,9270.15,10101.08333333,10253.35,9336.35,10196.45,9962.91666666,9157.45,10126.26666666,9968.133333329999,9313.533333329999,9978.18333333,10193.18333333,9205.033333329999,10217.4,10178.58333333,9222.883333329999,10222.36666666,9859.86666666,9031.53333333,10143.283333329999,10354.56666666,9003.5,,,,,,,,
1736199495000,9683.75,9661.83333333,8958.633333329999,9948.25,10130.15,9060.283333329999,10034.98333333,9802.55,8945.65,10179.41666666,9814.11666666,9209.71666666,9670.86666666,9918.5,8964.93333333,10249.58333333,9895.283333329999,9272.48333333,9958.05,9703.46666666,8772.35,9952.4,10049.66666666,8833.65,,,,,,,,
1736199500000,,,,9759.883333329999,,,,,,9884.15,,,9373.98333333,9567.86666666,,,,,9607.383333329999,,,,,,,,,,,,,
1736199505000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736199525000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736199530000,0.0,0.0,0.0,0.666666666666,0.0,0.0,0.0,0.0,21.016666666666,0.0,0.0,0.0,0.0,0.0,21.166666666666,15.5,0.0,8.383333333333,3.166666666666,21.5,0.0,14.95,0.0,0.0,0.0,0.0,0.466666666667,0.0,0.0,0.0,0.0,0.0
1736199535000,21.666666666666,1.15,22.133333333333,32.233333333333,21.0,18.283333333333,22.033333333333,19.266666666666,39.55,21.616666666666,22.116666666666,21.75,22.05,1.116666666666,111.6666666666,40.05,21.833333333333,34.3166666667,34.1666666667,39.5333333333,21.933333333333,39.9333333333,21.616666666666,22.166666666666,21.75,11.85,33.7166666667,20.766666666666,21.316666666666,17.65,0.933333333333,21.383333333333
1736199540000,144.9333333333,33.5333333333,124.8333333333,267.6833333333,113.9166666666,40.5333333333,132.7833333333,41.6166666667,440.3833333333,224.4,127.9,109.7,71.1333333333,33.5833333333,630.6166666666,402.4333333333,110.1333333333,340.2,299.3333333333,443.55,152.5833333333,400.75,127.0,163.8166666666,125.1833333333,40.25,260.6333333333,107.75,115.7666666666,39.5833333333,32.8,123.1
