,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737494320000,1000.0
1737494325000,1000.0
1737494330000,0.0
1737494335000,0.0
1737494340000,0.0
1737494345000,0.0
1737494350000,0.0
1737494355000,129.0
1737494360000,253.0
1737494365000,347.0
1737494370000,419.0
1737494375000,478.0
1737494380000,525.0
1737494385000,565.0
1737494390000,702.0
1737494395000,784.0
1737494400000,860.0
1737494405000,943.0
1737494410000,995.0
1737494415000,996.0
1737494420000,996.0
1737494425000,996.0
1737494430000,996.0
1737494435000,996.0
1737494440000,996.0
1737494445000,996.0
1737494450000,996.0
1737494455000,996.0
1737494460000,998.0
1737494465000,998.0
1737494470000,1000.0
1737494475000,1000.0
1737494480000,1000.0
1737494485000,1000.0
1737494490000,
1737494505000,1000.0
1737494510000,1000.0
1737494515000,840.0
1737494520000,920.0
1737494525000,947.0
1737494530000,960.0
1737494535000,968.0
1737494540000,974.0
1737494545000,977.0
1737494550000,
