Parallelism,region,"('Throughput_OUT', 'mean')","('Throughput_OUT', 'std')","('Throughput_IN', 'mean')","('Throughput_IN', 'std')",Predictions
1,1,5912.272486772854,2474.2857480520915,28580.70873015587,2314.784275084485,
2,1,14419.909950244675,3824.5931328304823,50251.15646765851,4381.963895819567,59006.0
3,1,20913.164251204056,3692.4435510077615,62301.35169081841,6446.713169844697,82923.0
4,1,33827.89191176118,5413.44498272821,87769.28455882015,11012.908939088598,87234.0
5,1,34836.99945651837,4463.074475096733,90062.6900362287,10499.498200490478,111519.0
6,1,43548.76635802185,5654.443057627725,105494.69043209536,20272.700142739723,
