,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737203640000,0.0
1737203645000,0.0
1737203650000,760.4833333333
1737203655000,2423.9666666666
1737203660000,5382.31666667
1737203665000,9014.61666666
1737203670000,13170.533333329999
1737203675000,16819.75
1737203680000,20255.13333333
1737203685000,23924.25
1737203690000,29174.91666666
1737203695000,29174.91666666
1737203700000,31552.28333333
1737203705000,35059.6
1737203710000,34299.11666666
1737203715000,32635.633333330003
1737203720000,32034.21666666
1737203725000,31576.21666666
1737203730000,27420.3
1737203735000,24196.55
1737203740000,26194.45
1737203745000,22525.33333333
1737203750000,17485.66666666
1737203755000,20973.41666666
1737203760000,23227.03333333
1737203765000,24087.35
1737203770000,26837.5
1737203775000,28623.53333333
1737203780000,30253.766666659998
1737203785000,27079.46666666
1737203790000,28877.883333330003
1737203795000,32473.433333330002
1737203800000,27040.15
1737203805000,28722.816666659997
1737203810000,29263.98333333
1737203815000,25866.28333333
1737203820000,24362.48333333
1737203825000,21899.58333333
1737203830000,23051.7
1737203835000,21265.66666666
1737203840000,22837.65
1737203845000,23136.583333330003
1737203850000,22579.13333333
1737203855000,23332.816666659997
1737203860000,23332.816666659997
1737203865000,26318.95
1737203870000,26664.11666666
1737203875000,26924.5
1737203880000,28808.95
1737203885000,
