,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737500555000,0.0
1737500560000,0.0
1737500565000,0.0
1737500570000,95.7166666666
1737500575000,515.25
1737500580000,515.25
1737500585000,3122.3666666665995
1737500590000,6370.45
1737500595000,12992.9
1737500600000,18815.6
1737500605000,19118.233333329998
1737500610000,24484.9
1737500615000,24484.9
1737500620000,31353.2
1737500625000,36013.966666659995
1737500630000,35918.25
1737500635000,39980.0
1737500640000,44484.3
1737500645000,41877.18333333
1737500650000,44460.9
1737500655000,37909.63333333
1737500660000,33975.15
1737500665000,37585.65
1737500670000,32568.0
1737500675000,33202.18333333
1737500680000,33340.41666666
1737500685000,34208.9
1737500690000,40217.56666666
1737500695000,41724.716666659995
1737500700000,37220.41666666
1737500705000,40220.6
1737500710000,37254.86666666
1737500715000,37811.86666666
1737500720000,41214.16666666
1737500725000,37301.03333333
1737500730000,42775.55
1737500735000,42141.36666666
1737500740000,36321.78333333
1737500745000,31804.23333333
1737500750000,31105.91666666
1737500755000,32783.983333330005
1737500760000,37864.983333330005
1737500765000,39486.1
1737500770000,36883.63333333
1737500775000,41828.03333333
1737500780000,36537.51666666
1737500785000,42559.63333333
1737500790000,36736.1
1737500795000,41296.1
1737500800000,
