Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 5)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,,,,,,,,,0.0,0.0,-1.0,-1.0,1
5,0.0,,,,,,1000.0,,,,,,0.0,0.0,-1.0,-1.0,1
10,25.366666666666,,,,,,959.0,,,,,,0.0,0.0,-1.0,-1.0,1
15,510.65,,,,,,980.0,,,,,,0.0,0.0,311798.0,4561.0,1
20,954.1833333333,,,,,,836.0,,,,,,53.0,0.0,1379572.0,640.0,1
25,954.1833333333,,,,,,625.0,,,,,,40.0,0.0,1379572.0,343.0,1
30,2301.35,,,,,,582.0,,,,,,94.0,47.0,1383105.0,596.0,1
35,3937.83333333,,,,,,646.0,,,,,,236.0,191.0,4946252.0,1147.0,1
40,6738.95,,,,,,697.0,,,,,,336.0,274.0,7715680.0,1256.0,1
45,9579.9,,,,,,735.0,,,,,,410.0,335.0,8948858.0,1730.0,1
50,12826.56666666,,,,,,764.0,,,,,,469.0,392.0,6300248.0,2247.0,1
55,15930.56666666,,,,,,788.0,,,,,,522.0,442.0,13108840.0,1544.0,1
60,18426.983333329998,,,,,,807.0,,,,,,561.0,480.0,12079697.0,2345.0,1
65,21700.43333333,,,,,,823.0,,,,,,595.0,510.0,4715723.0,1142.0,1
70,24965.183333330002,,,,,,827.0,,,,,,681.0,582.0,8939980.0,2557.0,1
75,26800.433333330002,,,,,,827.0,,,,,,759.0,660.0,11881812.0,1747.0,1
80,28925.333333330003,,,,,,865.0,,,,,,823.0,732.0,6397052.0,2356.0,1
85,32321.633333330003,,,,,,948.0,,,,,,921.0,813.0,9197001.0,1345.0,1
90,34317.45,,,,,,998.0,,,,,,978.0,861.0,13325037.0,2730.0,1
95,35475.41666666,,,,,,1000.0,,,,,,979.0,852.0,5661378.0,1133.0,1
100,35654.11666666,,,,,,1000.0,,,,,,979.0,858.0,9905889.0,1518.0,1
105,36267.91666666,,,,,,1000.0,,,,,,979.0,864.0,14440466.0,2460.0,1
110,35950.85,,,,,,1000.0,,,,,,976.0,858.0,12543713.0,1743.0,1
115,36606.26666666,,,,,,1000.0,,,,,,971.0,857.0,9846349.0,1136.0,1
120,37166.45,,,,,,1000.0,,,,,,971.0,856.0,13881000.0,1697.0,1
125,36790.86666666,,,,,,1000.0,,,,,,971.0,851.0,13327273.0,2168.0,1
130,37114.51666666,,,,,,1000.0,,,,,,976.0,858.0,6459508.0,1744.0,1
135,38045.43333333,,,,,,1000.0,,,,,,988.0,865.0,14771868.0,1843.0,1
140,38729.28333333,,,,,,1000.0,,,,,,1000.0,875.0,14075719.0,1954.0,1
145,38833.733333330005,,,,,,1000.0,,,,,,983.0,866.0,7193013.0,1940.0,1
150,38064.716666659995,,,,,,1000.0,,,,,,978.0,873.0,10150997.0,1107.0,1
155,38077.9,,,,,,1000.0,,,,,,975.0,875.0,12742341.0,1431.0,1
160,38813.2,,,,,,1000.0,,,,,,972.0,869.0,6670524.0,1920.0,1
165,38269.06666666,,,,,,1000.0,,,,,,974.0,868.0,11003333.0,1160.0,1
170,38613.26666666,,,,,,1000.0,,,,,,995.0,891.0,15007068.0,1654.0,1
175,38322.68333333,,,,,,1000.0,,,,,,1000.0,905.0,14619278.0,1735.0,1
180,38040.08333333,,,,,,1000.0,,,,,,1000.0,909.0,10678208.0,1244.0,1
185,38184.93333333,,,,,,1000.0,,,,,,1000.0,907.0,14924090.0,2299.0,1
190,37077.4,,,,,,1000.0,,,,,,992.0,895.0,12900398.0,1419.0,1
195,37272.43333333,,,,,,1000.0,,,,,,976.0,872.0,9126518.0,1477.0,1
200,37288.55,,,,,,1000.0,,,,,,977.0,871.0,13115559.0,2617.0,1
205,36389.31666666,,,,,,1000.0,,,,,,995.0,882.0,11907343.0,2140.0,1
210,37291.53333333,,,,,,1000.0,,,,,,993.0,874.0,5521665.0,1068.0,1
215,37668.16666666,,,,,,1000.0,,,,,,990.0,874.0,13432920.0,1425.0,1
220,36833.45,,,,,,1000.0,,,,,,990.0,880.0,12817036.0,2238.0,1
225,37167.6,,,,,,1000.0,,,,,,992.0,881.0,5427870.0,974.0,1
230,37059.91666666,,,,,,1000.0,,,,,,984.0,870.0,9548489.0,1743.0,1
235,36841.38333333,,,,,,1000.0,,,,,,982.0,859.0,13675289.0,1341.0,1
240,37390.85,,,,,,1000.0,,,,,,984.0,858.0,5796174.0,945.0,1
245,37520.65,,,,,,1000.0,,,,,,985.0,865.0,10240220.0,1977.0,1
250,38669.36666666,,,,,,1000.0,,,,,,986.0,858.0,12481927.0,1623.0,1
255,37120.1,,,,,,1000.0,,,,,,989.0,871.0,3401527.0,1347.0,1
260,37615.28333333,,,,,,1000.0,,,,,,976.0,867.0,7737063.0,2040.0,1
265,38092.18333333,,,,,,1000.0,,,,,,963.0,853.0,11328264.0,1239.0,1
270,38035.7,,,,,,1000.0,,,,,,976.0,867.0,10998950.0,2443.0,1
275,38296.31666666,,,,,,1000.0,,,,,,974.0,855.0,4600404.0,1341.0,1
280,37832.05,,,,,,1000.0,,,,,,978.0,859.0,11875170.0,1439.0,1
285,37349.56666666,,,,,,1000.0,,,,,,975.0,860.0,12671202.0,1740.0,1
290,37297.8,,,,,,1000.0,,,,,,981.0,873.0,7216231.0,1639.0,1
295,37787.38333333,,,,,,1000.0,,,,,,981.0,878.0,14638933.0,1540.0,1
300,37627.466666659995,,,,,,1000.0,,,,,,971.0,866.0,13841216.0,2840.0,1
305,37643.01666666,,,,,,1000.0,,,,,,989.0,883.0,4513626.0,939.0,1
310,37444.93333333,,,,,,1000.0,,,,,,1000.0,901.0,9520356.0,2241.0,1
315,38998.05,,,,,,1000.0,,,,,,1000.0,895.0,12837329.0,1519.0,1
320,37810.43333333,,,,,,1000.0,,,,,,1000.0,892.0,5002025.0,1280.0,1
325,38424.51666666,,,,,,1000.0,,,,,,1000.0,891.0,9676376.0,2077.0,1
330,37838.233333330005,,,,,,1000.0,,,,,,996.0,871.0,12749596.0,1463.0,1
335,37332.966666659995,,,,,,1000.0,,,,,,1000.0,884.0,4986966.0,941.0,1
340,38954.38333333,,,,,,1000.0,,,,,,1000.0,878.0,9953662.0,2039.0,1
345,38884.63333333,,,,,,1000.0,,,,,,1000.0,885.0,14511430.0,1347.0,1
350,39262.93333333,,,,,,1000.0,,,,,,1000.0,892.0,13343375.0,2113.0,1
355,39021.05,,,,,,1000.0,,,,,,1000.0,878.0,5331241.0,1004.0,1
360,39068.6,,,,,,1000.0,,,,,,1000.0,889.0,14404626.0,1349.0,1
365,38579.9,,,,,,1000.0,,,,,,1000.0,880.0,13688401.0,2201.0,1
370,38914.466666659995,,,,,,1000.0,,,,,,993.0,872.0,5682562.0,992.0,1
375,38838.61666666,,,,,,1000.0,,,,,,982.0,869.0,14815202.0,1541.0,1
380,38163.1,,,,,,1000.0,,,,,,982.0,874.0,14815202.0,1541.0,1
385,,,,,,,,,,,,,,,,,0
430,,0.0,,,,,,,,,,,,,,,1
435,0.0,0.0,,,,,1000.0,1000.0,,,,,0.0,0.0,-1.0,-1.0,2
440,90.0666666666,56.4166666667,,,,,765.0,201.0,,,,,0.0,0.0,-1.0,-1.0,2
445,772.3666666666,323.6,,,,,883.0,229.0,,,,,342.0,257.0,-1.0,-1.0,2
450,1351.7,674.25,,,,,922.0,289.0,,,,,541.0,490.0,4741382.0,1499.0,2
455,3155.5166666665996,1559.5333333332999,,,,,942.0,325.0,,,,,638.0,535.0,6838810.0,2269.0,2
460,6085.75,2905.9,,,,,953.0,353.0,,,,,745.0,566.0,8074255.0,1369.0,2
465,9030.0,4232.3,,,,,961.0,383.0,,,,,776.0,588.0,13873709.0,1687.0,2
470,11096.85,5115.13333333,,,,,967.0,383.0,,,,,802.0,594.0,19723034.0,2467.0,2
475,14141.55,6442.33333333,,,,,971.0,390.0,,,,,817.0,601.0,6222996.0,1558.0,2
480,17270.95,7976.633333329999,,,,,974.0,395.0,,,,,832.0,601.0,10830155.0,1359.0,2
485,19888.41666666,9022.283333329999,,,,,977.0,399.0,,,,,847.0,599.0,17074701.0,1966.0,2
490,23498.75,10815.6,,,,,979.0,402.0,,,,,853.0,595.0,19864872.0,1695.0,2
495,26492.583333330003,12380.75,,,,,981.0,406.0,,,,,861.0,600.0,20871732.0,1982.0,2
500,30680.2,13949.116666659998,,,,,1000.0,432.0,,,,,951.0,654.0,28484342.0,1450.0,2
505,32057.516666659998,14698.8,,,,,1000.0,462.0,,,,,974.0,676.0,36290707.0,2168.0,2
510,35426.65,16230.23333333,,,,,1000.0,465.0,,,,,972.0,640.0,18129029.0,1867.0,2
515,37325.85,17113.63333333,,,,,1000.0,472.0,,,,,970.0,626.0,26565829.0,1976.0,2
520,37423.15,17188.95,,,,,1000.0,483.0,,,,,956.0,631.0,42231797.0,2065.0,2
525,37088.43333333,17128.733333329998,,,,,1000.0,477.0,,,,,955.0,631.0,25302329.0,1466.0,2
530,38508.16666666,17929.566666659997,,,,,1000.0,479.0,,,,,951.0,626.0,32243704.0,1567.0,2
535,37635.4,17609.41666666,,,,,1000.0,488.0,,,,,955.0,637.0,41479210.0,2370.0,2
540,38487.233333330005,17941.0,,,,,1000.0,489.0,,,,,979.0,656.0,31972817.0,1245.0,2
545,39031.1,18434.28333333,,,,,1000.0,495.0,,,,,977.0,659.0,40950139.0,1873.0,2
550,37756.41666666,17581.08333333,,,,,1000.0,496.0,,,,,977.0,670.0,49265070.0,2364.0,2
555,37398.95,17410.21666666,,,,,1000.0,488.0,,,,,979.0,676.0,38658104.0,1786.0,2
