,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1701936650000,16828.45,,,,,,,,
1701936655000,16702.08333333,,,,,,,,
1701936660000,16840.316666659997,,,,,,,,
1701936665000,16700.25,,,,,,,,
1701936670000,16823.2,,,,,,,,
1701936675000,17153.35,,,,,,,,
1701936680000,17031.45,,,,,,,,
1701936685000,17304.6,,,,,,,,
1701936690000,17360.05,,,,,,,,
1701936695000,16854.5,,,,,,,,
1701936700000,17042.483333329998,,,,,,,,
1701936705000,17067.1,,,,,,,,
1701936710000,16973.15,,,,,,,,
1701936715000,17094.016666659998,,,,,,,,
1701936720000,18407.53333333,,,,,,,,
1701936725000,17635.18333333,,,,,,,,
1701936730000,17402.16666666,,,,,,,,
1701936735000,16974.53333333,,,,,,,,
1701936740000,17012.33333333,,,,,,,,
1701936745000,16850.9,,,,,,,,
1701936750000,17024.08333333,,,,,,,,
1701936755000,17500.33333333,,,,,,,,
1701936760000,17108.45,,,,,,,,
1701936765000,16742.85,,,,,,,,
1701936770000,15872.85,,,,,,,,
1701936775000,15936.466666659999,,,,,,,,
1701936780000,15430.81666666,,,,,,,,
1701936785000,16530.15,,,,,,,,
1701936790000,15677.2,,,,,,,,
1701936795000,15458.31666666,,,,,,,,
1701936800000,15413.866666659998,,,,,,,,
1701936805000,15407.616666659998,,,,,,,,
1701936810000,16363.016666659998,,,,,,,,
1701936815000,16246.81666666,,,,,,,,
1701936820000,15431.366666659998,,,,,,,,
1701936825000,15611.8,,,,,,,,
1701936830000,16317.65,,,,,,,,
1701936835000,17003.33333333,,,,,,,,
1701936840000,15583.033333329999,,,,,,,,
1701936845000,15196.68333333,,,,,,,,
1701936850000,16300.35,,,,,,,,
1701936855000,16544.65,,,,,,,,
1701936860000,,,,,,,,,
1701936900000,0.0,0.0,,,,,,,
1701936905000,0.0,0.0,,,,,,,
1701936910000,0.0,117.3166666666,,,,,,,
1701936915000,112.2166666666,869.9166666666,,,,,,,
1701936920000,792.65,975.8166666666,,,,,,,
1701936925000,988.05,1834.85,,,,,,,
1701936930000,1845.4666666666,2856.4,,,,,,,
1701936935000,2659.7666666666,3511.55,,,,,,,
1701936940000,3561.21666667,4473.8,,,,,,,
1701936945000,4289.38333333,5952.9,,,,,,,
1701936950000,6015.366666670001,6750.08333333,,,,,,,
1701936955000,6833.933333329999,7867.933333329999,,,,,,,
1701936960000,7803.01666666,9388.2,,,,,,,
1701936965000,9460.7,10069.01666666,,,,,,,
1701936970000,10235.15,11104.71666666,,,,,,,
1701936975000,11022.8,11875.466666659999,,,,,,,
1701936980000,12090.4,12496.66666666,,,,,,,
1701936985000,12663.616666659998,12866.616666659998,,,,,,,
1701936990000,13092.93333333,13155.31666666,,,,,,,
1701936995000,13542.06666666,13536.08333333,,,,,,,
1701937000000,13460.9,13353.7,,,,,,,
1701937005000,13633.98333333,13370.15,,,,,,,
1701937010000,13478.83333333,13331.283333329999,,,,,,,
1701937015000,13504.95,13438.66666666,,,,,,,
1701937020000,13531.716666659999,13195.85,,,,,,,
1701937025000,13411.133333329999,13464.866666659998,,,,,,,
1701937030000,13600.83333333,13556.55,,,,,,,
1701937035000,13803.95,13173.9,,,,,,,
1701937040000,13202.883333329999,13363.16666666,,,,,,,
1701937045000,13519.8,13593.716666659999,,,,,,,
1701937050000,13644.45,13320.95,,,,,,,
1701937055000,13484.93333333,13742.633333329999,,,,,,,
1701937060000,14135.25,13961.633333329999,,,,,,,
1701937065000,14306.23333333,13719.533333329999,,,,,,,
1701937070000,13852.55,14271.45,,,,,,,
1701937075000,14429.7,14496.516666659998,,,,,,,
1701937080000,14902.18333333,14296.883333329999,,,,,,,
1701937085000,14456.75,14298.7,,,,,,,
1701937090000,14475.7,14675.266666659998,,,,,,,
1701937095000,15035.1,14647.25,,,,,,,
1701937100000,14796.06666666,15285.41666666,,,,,,,
1701937105000,15484.08333333,14808.3,,,,,,,
1701937110000,15075.633333329999,15424.66666666,,,,,,,
1701937115000,15639.81666666,14702.45,,,,,,,
1701937120000,14855.266666659998,15055.55,,,,,,,
1701937125000,15208.31666666,15091.05,,,,,,,
1701937130000,15335.68333333,14853.516666659998,,,,,,,
1701937135000,15006.883333329999,14791.75,,,,,,,
1701937140000,15007.33333333,15059.45,,,,,,,
1701937145000,15269.766666659998,15210.5,,,,,,,
1701937150000,15411.516666659998,14630.41666666,,,,,,,
1701937155000,14820.18333333,15289.633333329999,,,,,,,
1701937160000,15609.7,14634.58333333,,,,,,,
1701937165000,14816.65,15133.783333329999,,,,,,,
1701937170000,15326.016666659998,14430.23333333,,,,,,,
1701937175000,14610.883333329999,14783.33333333,,,,,,,
1701937180000,15037.466666659999,14334.81666666,,,,,,,
1701937185000,14538.033333329999,14751.25,,,,,,,
1701937190000,14953.68333333,14763.58333333,,,,,,,
1701937195000,15006.016666659998,14742.65,,,,,,,
1701937200000,14931.5,14580.25,,,,,,,
1701937205000,14765.783333329999,15061.75,,,,,,,
1701937210000,15248.33333333,15119.1,,,,,,,
1701937215000,15187.216666659999,14659.45,,,,,,,
1701937220000,14857.95,15061.3,,,,,,,
1701937225000,15251.633333329999,14683.75,,,,,,,
1701937230000,14839.2,15348.06666666,,,,,,,
1701937235000,15507.783333329999,15424.783333329999,,,,,,,
1701937240000,15607.33333333,16020.05,,,,,,,
1701937245000,16208.45,15263.383333329999,,,,,,,
1701937250000,15423.05,15877.883333329999,,,,,,,
1701937255000,16062.033333329999,15448.016666659998,,,,,,,
1701937260000,15596.56666666,15891.68333333,,,,,,,
1701937265000,16109.016666659998,15419.43333333,,,,,,,
1701937270000,15609.65,15685.533333329999,,,,,,,
1701937275000,15979.9,15562.9,,,,,,,
1701937280000,15789.883333329999,15982.216666659999,,,,,,,
1701937285000,16139.73333333,15995.45,,,,,,,
1701937290000,16217.5,15734.73333333,,,,,,,
1701937295000,15969.25,15626.133333329999,,,,,,,
1701937300000,15722.83333333,15662.866666659998,,,,,,,
1701937305000,15861.383333329999,15750.616666659998,,,,,,,
1701937310000,16028.116666659998,15465.516666659998,,,,,,,
1701937315000,15674.6,15927.81666666,,,,,,,
1701937320000,16139.7,15376.216666659999,,,,,,,
1701937325000,15523.266666659998,15686.783333329999,,,,,,,
1701937330000,15828.633333329999,15478.45,,,,,,,
1701937335000,15689.81666666,16262.616666659998,,,,,,,
1701937340000,16491.88333333,15315.9,,,,,,,
1701937345000,15349.05,15691.783333329999,,,,,,,
1701937350000,15892.383333329999,15162.883333329999,,,,,,,
1701937355000,15354.55,15485.25,,,,,,,
1701937360000,,,,,,,,,
1701937405000,0.0,0.0,0.0,,,,,,
1701937410000,0.0,0.0,0.0,,,,,,
1701937415000,0.0,6.916666666666,0.0,,,,,,
1701937420000,7.133333333333,416.8,6.8,,,,,,
1701937425000,344.4,1199.0,418.2,,,,,,
1701937430000,1034.3,1758.6666666666,1183.0,,,,,,
1701937435000,1599.7333333333,2567.6833333332997,1735.95,,,,,,
1701937440000,2559.25,3661.71666667,2545.3833333333,,,,,,
1701937445000,3530.8,4282.6,3617.25,,,,,,
1701937450000,4417.48333333,5370.93333333,4223.96666667,,,,,,
1701937455000,5531.83333333,6510.316666670001,5295.01666667,,,,,,
1701937460000,6614.05,7488.58333333,6418.316666670001,,,,,,
1701937465000,7462.33333333,8322.01666666,7385.483333329999,,,,,,
1701937470000,8371.383333329999,9500.15,8229.01666666,,,,,,
1701937475000,9529.8,10333.96666666,9368.86666666,,,,,,
1701937480000,10633.11666666,11162.55,10402.5,,,,,,
1701937485000,11539.45,11275.533333329999,10993.0,,,,,,
1701937490000,11729.966666659999,11671.116666659998,11187.56666666,,,,,,
1701937495000,11971.516666659998,11865.83333333,11506.96666666,,,,,,
1701937500000,12095.966666659999,11669.93333333,11729.95,,,,,,
1701937505000,12241.6,12381.133333329999,11520.06666666,,,,,,
1701937510000,12516.18333333,12644.41666666,12213.7,,,,,,
1701937515000,12882.383333329999,12592.516666659998,12517.966666659999,,,,,,
1701937520000,12879.5,12661.41666666,12417.216666659999,,,,,,
1701937525000,13270.68333333,12978.33333333,12486.133333329999,,,,,,
1701937530000,13385.05,12837.75,12818.5,,,,,,
1701937535000,13445.85,13120.68333333,12655.366666659998,,,,,,
1701937540000,13481.23333333,12936.633333329999,12732.366666659998,,,,,,
1701937545000,13287.216666659999,13036.366666659998,12763.4,,,,,,
1701937550000,13473.98333333,13284.216666659999,12785.9,,,,,,
1701937555000,13862.383333329999,13361.16666666,13090.1,,,,,,
1701937560000,13944.466666659999,13580.31666666,13144.4,,,,,,
1701937565000,13970.966666659999,13665.23333333,13374.48333333,,,,,,
1701937570000,14174.616666659998,13605.58333333,13548.266666659998,,,,,,
1701937575000,14138.1,13735.66666666,13370.83333333,,,,,,
1701937580000,14292.883333329999,13787.116666659998,13545.73333333,,,,,,
1701937585000,14178.216666659999,14012.68333333,13592.35,,,,,,
1701937590000,14448.18333333,14322.68333333,13832.45,,,,,,
1701937595000,14716.716666659999,14323.716666659999,14130.93333333,,,,,,
1701937600000,14725.366666659998,14240.68333333,14039.616666659998,,,,,,
1701937605000,14688.55,14620.966666659999,14040.18333333,,,,,,
1701937610000,14794.85,14847.35,14417.56666666,,,,,,
1701937615000,15319.283333329999,14707.91666666,14646.9,,,,,,
1701937620000,15124.45,14817.966666659999,14712.75,,,,,,
1701937625000,15228.366666659998,14943.45,14829.18333333,,,,,,
1701937630000,15433.2,14743.56666666,14663.1,,,,,,
1701937635000,15138.06666666,14797.266666659998,14534.3,,,,,,
1701937640000,15162.466666659999,15420.616666659998,14775.73333333,,,,,,
1701937645000,15857.3,15250.56666666,15205.5,,,,,,
1701937650000,15729.08333333,15258.15,15042.68333333,,,,,,
1701937655000,15711.98333333,15276.56666666,15037.633333329999,,,,,,
1701937660000,15666.33333333,15727.616666659998,15140.85,,,,,,
1701937665000,15933.68333333,15446.016666659998,15509.81666666,,,,,,
1701937670000,15897.31666666,15440.266666659998,15228.4,,,,,,
1701937675000,15814.8,15609.266666659998,15226.98333333,,,,,,
1701937680000,16037.966666659999,15451.15,15178.23333333,,,,,,
1701937685000,15902.616666659998,15537.31666666,15248.91666666,,,,,,
1701937690000,15992.65,15453.56666666,15347.1,,,,,,
1701937695000,15889.93333333,15594.866666659998,15243.033333329999,,,,,,
1701937700000,15925.366666659998,15195.73333333,15193.06666666,,,,,,
1701937705000,15453.8,15137.45,14982.016666659998,,,,,,
1701937710000,15707.8,14904.65,14860.716666659999,,,,,,
1701937715000,15332.66666666,15106.65,14697.15,,,,,,
1701937720000,15530.4,15162.35,14916.83333333,,,,,,
1701937725000,15766.266666659998,15056.266666659998,14967.3,,,,,,
1701937730000,15707.1,14979.95,14846.05,,,,,,
1701937735000,15408.95,15036.8,14944.516666659998,,,,,,
1701937740000,15467.56666666,15461.06666666,14896.05,,,,,,
1701937745000,15907.18333333,15151.33333333,15003.883333329999,,,,,,
1701937750000,15581.016666659998,15150.45,14907.9,,,,,,
1701937755000,15596.93333333,15286.366666659998,15171.91666666,,,,,,
1701937760000,15758.016666659998,15274.966666659999,15120.16666666,,,,,,
1701937765000,15830.516666659998,15434.25,15062.9,,,,,,
1701937770000,15769.81666666,15401.283333329999,15309.216666659999,,,,,,
1701937775000,15843.4,15305.08333333,15200.85,,,,,,
1701937780000,15804.3,15186.93333333,15067.31666666,,,,,,
1701937785000,15634.533333329999,15666.83333333,15075.533333329999,,,,,,
1701937790000,16118.16666666,15230.25,15455.633333329999,,,,,,
1701937795000,15719.65,15171.81666666,14842.06666666,,,,,,
1701937800000,15550.866666659998,14770.283333329999,15054.266666659998,,,,,,
1701937805000,15162.56666666,15174.83333333,14788.766666659998,,,,,,
1701937810000,15627.55,15226.883333329999,14953.383333329999,,,,,,
1701937815000,15621.8,15110.533333329999,14775.216666659999,,,,,,
1701937820000,15423.05,14976.116666659998,14853.65,,,,,,
1701937825000,15293.95,14937.05,14818.266666659998,,,,,,
1701937830000,15447.283333329999,15153.91666666,14669.06666666,,,,,,
1701937835000,15539.05,14983.533333329999,14952.5,,,,,,
1701937840000,15411.266666659998,14764.633333329999,14777.16666666,,,,,,
1701937845000,15247.73333333,14368.4,14443.75,,,,,,
1701937850000,14732.45,14731.716666659999,14162.18333333,,,,,,
1701937855000,15071.31666666,15120.4,14682.15,,,,,,
1701937860000,15475.31666666,,14751.41666666,,,,,,
1701937865000,,,,,,,,,
1701937905000,0.0,0.0,,,,,,,
1701937910000,0.0,0.0,0.0,0.0,,,,,
1701937915000,0.0,1.333333333333,0.983333333333,0.0,,,,,
1701937920000,1.55,124.9666666666,125.05,120.6,,,,,
1701937925000,297.3166666666,318.75,319.2,312.1333333333,,,,,
1701937930000,518.8,655.65,640.9166666666,610.8166666666,,,,,
1701937935000,1181.7833333333,1307.05,1318.3,1225.1333333333,,,,,
1701937940000,1874.1833333332997,2042.25,2059.9166666666,1952.45,,,,,
1701937945000,2578.4333333332997,2516.7666666666,2661.6333333333,2479.6833333332997,,,,,
1701937950000,3447.1,3403.7,3433.68333333,3339.96666667,,,,,
1701937955000,4245.7,4445.56666667,4445.06666667,4324.9,,,,,
1701937960000,5111.75,5332.03333333,5312.23333333,5167.75,,,,,
1701937965000,6049.65,6157.15,6211.33333333,6040.883333329999,,,,,
1701937970000,7141.85,7257.56666666,7320.75,7030.41666666,,,,,
1701937975000,8027.06666666,8124.11666666,8199.05,7975.35,,,,,
1701937980000,8985.533333329999,8972.31666666,9056.5,8735.8,,,,,
1701937985000,9853.96666666,9673.33333333,9772.5,9505.36666666,,,,,
1701937990000,10486.96666666,10402.71666666,10518.85,10242.48333333,,,,,
1701937995000,11014.06666666,10760.23333333,10861.11666666,10614.58333333,,,,,
1701938000000,11308.9,11159.01666666,11264.16666666,11004.01666666,,,,,
1701938005000,11659.35,11731.73333333,11711.3,11334.133333329999,,,,,
1701938010000,11652.81666666,11624.18333333,11729.366666659998,11407.883333329999,,,,,
1701938015000,11903.633333329999,11686.3,11597.3,11416.93333333,,,,,
1701938020000,12461.4,12015.31666666,12187.56666666,11852.58333333,,,,,
1701938025000,12453.466666659999,12207.18333333,12256.95,11824.033333329999,,,,,
1701938030000,12239.55,12045.85,12163.85,11912.95,,,,,
1701938035000,12567.016666659998,12144.23333333,12253.93333333,11915.65,,,,,
1701938040000,12538.55,12331.4,12448.48333333,12121.45,,,,,
1701938045000,12364.81666666,12406.33333333,12515.466666659999,12155.06666666,,,,,
1701938050000,12628.25,12419.15,12304.85,11962.23333333,,,,,
1701938055000,12686.06666666,12425.966666659999,12540.85,12199.68333333,,,,,
1701938060000,12609.48333333,12456.783333329999,12528.98333333,12182.516666659998,,,,,
1701938065000,12792.68333333,12370.08333333,12494.883333329999,12316.48333333,,,,,
1701938070000,12861.43333333,12752.15,12863.216666659999,12444.633333329999,,,,,
1701938075000,13021.58333333,12567.25,12925.45,12427.41666666,,,,,
1701938080000,12829.68333333,12641.43333333,12771.783333329999,12408.58333333,,,,,
1701938085000,12961.016666659998,12769.05,12956.716666659999,12687.966666659999,,,,,
1701938090000,12794.0,12636.83333333,12720.81666666,12367.16666666,,,,,
1701938095000,13242.9,13148.116666659998,13288.1,12911.8,,,,,
1701938100000,13353.466666659999,12994.133333329999,13018.883333329999,12705.68333333,,,,,
1701938105000,13361.33333333,13127.95,13252.31666666,12859.5,,,,,
1701938110000,13338.716666659999,12914.08333333,13251.85,12881.81666666,,,,,
1701938115000,12966.9,13175.98333333,13159.016666659998,12688.466666659999,,,,,
1701938120000,13488.116666659998,13063.48333333,13234.533333329999,12859.116666659998,,,,,
1701938125000,13231.1,13143.16666666,13136.68333333,12760.45,,,,,
1701938130000,13514.66666666,13041.33333333,13204.83333333,12868.41666666,,,,,
1701938135000,13387.31666666,13389.783333329999,13507.65,13089.966666659999,,,,,
1701938140000,13213.533333329999,13173.23333333,13296.8,12701.116666659998,,,,,
1701938145000,13484.68333333,13185.66666666,13307.81666666,12940.383333329999,,,,,
1701938150000,13693.3,13619.16666666,13638.866666659998,13222.73333333,,,,,
1701938155000,13310.266666659998,13217.883333329999,13096.1,12733.033333329999,,,,,
1701938160000,13505.0,13260.216666659999,13484.65,13110.016666659998,,,,,
1701938165000,13398.7,13271.33333333,13281.2,12922.883333329999,,,,,
1701938170000,13558.16666666,13475.216666659999,13621.73333333,13241.766666659998,,,,,
1701938175000,13634.65,13232.45,13502.83333333,13226.45,,,,,
1701938180000,13562.91666666,13290.633333329999,13429.016666659998,13058.3,,,,,
1701938185000,13739.116666659998,13464.33333333,13642.45,13264.716666659999,,,,,
1701938190000,13477.55,13493.383333329999,13363.56666666,13018.0,,,,,
1701938195000,13625.0,13201.41666666,13328.716666659999,13004.6,,,,,
1701938200000,13421.18333333,13250.616666659998,13358.31666666,13192.133333329999,,,,,
1701938205000,13429.33333333,13131.133333329999,13262.9,12922.016666659998,,,,,
1701938210000,13472.883333329999,13299.5,13381.65,12940.23333333,,,,,
1701938215000,13425.23333333,13205.08333333,13338.08333333,12967.033333329999,,,,,
1701938220000,13144.06666666,13146.133333329999,13262.716666659999,12860.5,,,,,
1701938225000,13510.0,13185.98333333,13306.6,12955.533333329999,,,,,
1701938230000,13226.366666659998,12894.9,13204.383333329999,12766.966666659999,,,,,
1701938235000,13488.56666666,13036.16666666,13153.8,12792.43333333,,,,,
1701938240000,13364.216666659999,13264.85,13387.85,13012.6,,,,,
1701938245000,13211.23333333,13245.98333333,13237.18333333,12866.216666659999,,,,,
1701938250000,13602.1,13219.41666666,13616.6,13220.7,,,,,
1701938255000,13277.4,13432.06666666,13443.25,13058.3,,,,,
1701938260000,13693.06666666,13432.68333333,13345.0,13000.25,,,,,
1701938265000,13539.133333329999,13436.366666659998,13571.45,13142.4,,,,,
1701938270000,13551.716666659999,13202.31666666,13429.866666659998,13160.95,,,,,
1701938275000,13633.216666659999,13217.716666659999,13574.366666659998,13191.95,,,,,
1701938280000,14039.2,13523.75,13659.6,13317.266666659998,,,,,
1701938285000,13557.283333329999,13483.766666659998,13511.716666659999,13118.43333333,,,,,
1701938290000,13901.85,13850.06666666,13597.383333329999,13286.4,,,,,
1701938295000,13965.18333333,13834.0,13967.16666666,13570.366666659998,,,,,
1701938300000,13600.83333333,13532.633333329999,13620.23333333,13245.0,,,,,
1701938305000,13977.06666666,13447.23333333,13774.31666666,13396.633333329999,,,,,
1701938310000,13987.68333333,13691.73333333,13781.23333333,13404.31666666,,,,,
1701938315000,13876.1,13531.41666666,13630.783333329999,13171.66666666,,,,,
1701938320000,13972.68333333,13575.81666666,13933.98333333,13541.66666666,,,,,
1701938325000,13998.0,13684.33333333,13788.783333329999,13426.9,,,,,
1701938330000,13624.15,13320.266666659998,13527.7,13154.716666659999,,,,,
1701938335000,13625.616666659998,13613.48333333,13567.966666659999,13198.35,,,,,
1701938340000,13648.68333333,13482.43333333,13616.83333333,13235.66666666,,,,,
1701938345000,13991.766666659998,13573.9,13782.08333333,13423.08333333,,,,,
1701938350000,13653.366666659998,13573.06666666,13798.616666659998,13194.95,,,,,
1701938355000,13678.866666659998,13614.06666666,13492.283333329999,13134.41666666,,,,,
1701938360000,14036.383333329999,,13733.85,13358.58333333,,,,,
1701938365000,,,,,,,,,
1701938410000,0.0,0.0,0.0,0.0,0.0,,,,
1701938415000,0.0,0.0,0.0,0.0,0.0,,,,
1701938420000,0.0,103.6,97.75,102.5333333333,95.9833333333,,,,
1701938425000,74.5666666666,284.1166666666,271.2833333333,293.5833333333,263.8333333333,,,,
1701938430000,299.5333333333,356.25,343.5666666666,361.1833333333,335.25,,,,
1701938435000,362.75,566.15,540.9333333333,570.7,533.8333333333,,,,
1701938440000,362.75,727.05,664.45,732.1166666666,681.5833333333,,,,
1701938445000,711.3,1396.15,1335.1666666666,1406.2333333333,1308.25,,,,
1701938450000,1413.6666666666,2077.0833333333,1989.2833333332999,2098.1333333333,1953.8333333332998,,,,
1701938455000,1997.7333333333,2961.3166666665998,2893.7833333332997,3129.6666666665997,2827.5833333333,,,,
1701938460000,2956.7666666665996,3956.51666667,3785.35,3991.51666667,3714.73333333,,,,
1701938465000,3956.2,4775.16666667,4570.46666667,4819.75,4499.23333333,,,,
1701938470000,4621.1,5599.26666667,5387.0,5680.45,5298.43333333,,,,
1701938475000,5709.48333333,6539.183333329999,6259.066666670001,6619.91666667,6157.03333333,,,,
1701938480000,6516.21666667,7414.4,7099.633333329999,7488.03333333,6982.0,,,,
1701938485000,7504.06666666,8238.68333333,7884.983333329999,8310.033333329999,7757.983333329999,,,,
1701938490000,8292.73333333,9222.43333333,8835.6,9314.8,8642.533333329999,,,,
1701938495000,9340.3,9993.45,9566.23333333,10090.08333333,9397.533333329999,,,,
1701938500000,10151.81666666,10652.05,10224.01666666,10753.283333329999,10023.35,,,,
1701938505000,10855.033333329999,11012.96666666,10524.33333333,11153.133333329999,10358.91666666,,,,
1701938510000,11127.85,11273.95,10787.85,11379.93333333,10618.48333333,,,,
1701938515000,11388.46666666,11422.883333329999,10873.7,11399.83333333,10719.01666666,,,,
1701938520000,11636.05,11438.86666666,10948.43333333,11555.85,10775.41666666,,,,
1701938525000,11661.533333329999,11299.8,10812.83333333,11409.5,10633.01666666,,,,
1701938530000,11726.66666666,11551.266666659998,11024.133333329999,11636.8,10847.533333329999,,,,
1701938535000,11715.6,11655.65,11125.08333333,11776.1,10899.61666666,,,,
1701938540000,11986.43333333,11630.6,11129.06666666,11742.783333329999,10952.93333333,,,,
1701938545000,11703.8,11471.35,10982.25,11577.58333333,10805.11666666,,,,
1701938550000,11756.91666666,11521.283333329999,11034.93333333,11647.266666659998,10900.31666666,,,,
1701938555000,11763.8,11500.3,10958.48333333,11646.9,10781.23333333,,,,
1701938560000,11851.73333333,11793.383333329999,11257.86666666,11918.81666666,11031.85,,,,
1701938565000,11972.05,11659.3,11175.16666666,11740.93333333,10992.283333329999,,,,
1701938570000,11766.41666666,11781.266666659998,11243.08333333,11793.98333333,10993.7,,,,
1701938575000,11961.75,11818.216666659999,11309.3,11922.783333329999,11109.8,,,,
1701938580000,11839.2,11726.16666666,11222.4,11836.43333333,11043.66666666,,,,
1701938585000,11778.98333333,12110.91666666,11579.75,12278.8,11394.21666666,,,,
1701938590000,12263.766666659998,12121.31666666,11603.533333329999,12237.216666659999,11413.31666666,,,,
1701938595000,12145.68333333,12078.81666666,11588.06666666,11972.6,11447.05,,,,
1701938600000,12077.56666666,11997.73333333,11472.4,12104.116666659998,11289.55,,,,
1701938605000,12376.33333333,12306.133333329999,11770.91666666,12432.33333333,11579.45,,,,
1701938610000,12462.85,12117.15,11569.7,12212.95,11388.45,,,,
1701938615000,12319.016666659998,12454.23333333,11966.43333333,12537.866666659998,11782.55,,,,
1701938620000,12728.95,12382.0,11908.33333333,12486.08333333,11738.366666659998,,,,
1701938625000,12645.266666659998,12689.2,12129.95,12816.616666659998,11895.5,,,,
1701938630000,13035.633333329999,12535.016666659998,12045.48333333,12747.58333333,11888.383333329999,,,,
1701938635000,12966.25,12635.3,12092.1,12760.8,11908.8,,,,
1701938640000,13078.58333333,12572.633333329999,12032.85,12692.4,11840.633333329999,,,,
1701938645000,12857.93333333,12652.43333333,12120.783333329999,12726.98333333,11893.0,,,,
1701938650000,12942.383333329999,12527.783333329999,11983.35,12648.73333333,11782.95,,,,
1701938655000,12962.73333333,12365.48333333,12006.1,12669.4,11752.66666666,,,,
1701938660000,12800.16666666,12790.516666659998,12251.9,12923.35,12048.3,,,,
1701938665000,12809.9,12679.43333333,12138.41666666,12799.93333333,11942.08333333,,,,
1701938670000,12746.2,12737.2,12196.25,12860.81666666,12002.033333329999,,,,
1701938675000,12796.45,12397.25,11861.533333329999,12514.98333333,11674.56666666,,,,
1701938680000,12604.716666659999,12481.6,11916.033333329999,12610.45,11751.4,,,,
1701938685000,12455.23333333,12430.58333333,11910.116666659998,12548.6,11746.95,,,,
1701938690000,12624.866666659998,12511.783333329999,11956.91666666,12643.466666659999,11790.18333333,,,,
1701938695000,12636.633333329999,12385.65,11853.93333333,12506.1,11663.15,,,,
1701938700000,12381.4,12705.06666666,12159.55,12828.16666666,11961.116666659998,,,,
1701938705000,12831.2,12508.55,11837.883333329999,12485.31666666,11728.48333333,,,,
1701938710000,12587.31666666,12458.0,11911.68333333,12564.93333333,11718.75,,,,
1701938715000,12652.73333333,12635.016666659998,12019.75,12763.66666666,11917.98333333,,,,
1701938720000,12861.15,12373.883333329999,11841.383333329999,12492.116666659998,11647.91666666,,,,
1701938725000,12604.06666666,12379.33333333,11840.15,12499.66666666,11623.93333333,,,,
1701938730000,12762.5,12470.016666659998,11934.883333329999,12591.83333333,11736.866666659998,,,,
1701938735000,12869.3,12306.5,11975.4,12636.766666659998,11778.1,,,,
1701938740000,12543.783333329999,12554.95,12017.66666666,12676.55,11821.48333333,,,,
1701938745000,12784.91666666,12459.216666659999,11924.8,12579.16666666,11739.8,,,,
1701938750000,12533.18333333,12423.3,11890.383333329999,12544.81666666,11697.08333333,,,,
