,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737526590000,1000.0
1737526595000,1000.0
1737526600000,0.0
1737526605000,0.0
1737526610000,0.0
1737526615000,0.0
1737526620000,32.0
1737526625000,191.0
1737526630000,307.0
1737526635000,393.0
1737526640000,461.0
1737526645000,515.0
1737526650000,559.0
1737526655000,596.0
1737526660000,736.0
1737526665000,818.0
1737526670000,896.0
1737526675000,978.0
1737526680000,999.0
1737526685000,1000.0
1737526690000,1000.0
1737526695000,1000.0
1737526700000,1000.0
1737526705000,1000.0
1737526710000,
1737526725000,1000.0
1737526730000,1000.0
1737526735000,881.0
1737526740000,941.0
1737526745000,961.0
1737526750000,971.0
1737526755000,977.0
1737526760000,981.0
1737526765000,983.0
1737526770000,986.0
1737526775000,987.0
1737526780000,989.0
1737526785000,990.0
1737526790000,991.0
1737526795000,1000.0
1737526800000,1000.0
1737526805000,1000.0
1737526810000,1000.0
1737526815000,1000.0
1737526820000,1000.0
1737526825000,1000.0
1737526830000,
