,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737490665000,0.0
1737490670000,0.0
1737490675000,0.0
1737490680000,0.0
1737490685000,402.4833333333
1737490690000,508.6666666666
1737490695000,3055.5666666665998
1737490700000,7215.26666666
1737490705000,9059.45
1737490710000,14285.91666666
1737490715000,17973.15
1737490720000,19809.25
1737490725000,23972.516666659998
1737490730000,29932.083333330003
1737490735000,29932.083333330003
1737490740000,32957.18333333
1737490745000,35657.08333333
1737490750000,35550.9
1737490755000,34493.9
1737490760000,34620.33333333
1737490765000,32776.15
1737490770000,27549.683333330002
1737490775000,27124.133333330003
1737490780000,27732.28333333
1737490785000,23569.016666659998
1737490790000,18594.5
1737490795000,23932.35
1737490800000,25213.61666666
1737490805000,27865.73333333
1737490810000,33713.91666666
1737490815000,34590.38333333
1737490820000,34095.76666666
1737490825000,39655.01666666
1737490830000,41128.466666659995
1737490835000,42347.65
1737490840000,39903.4
1737490845000,41619.2
1737490850000,42907.95
1737490855000,37570.1
1737490860000,33263.733333330005
1737490865000,27509.23333333
1737490870000,23423.16666666
1737490875000,24608.46666666
1737490880000,25068.6
1737490885000,25097.28333333
1737490890000,28166.133333330003
1737490895000,28742.333333330003
1737490900000,31915.48333333
1737490905000,35141.7
1737490910000,
