,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737208510000,1000.0
1737208515000,442.0
1737208520000,355.0
1737208525000,251.0
1737208530000,428.0
1737208535000,543.0
1737208540000,619.0
1737208545000,673.0
1737208550000,714.0
1737208555000,746.0
1737208560000,771.0
1737208565000,792.0
1737208570000,809.0
1737208575000,856.0
1737208580000,917.0
1737208585000,997.0
1737208590000,1000.0
1737208595000,1000.0
1737208600000,1000.0
1737208605000,1000.0
1737208610000,1000.0
1737208615000,1000.0
1737208620000,1000.0
1737208625000,1000.0
1737208630000,1000.0
1737208635000,1000.0
1737208640000,1000.0
1737208645000,1000.0
1737208650000,1000.0
1737208655000,1000.0
1737208660000,1000.0
1737208665000,1000.0
1737208670000,1000.0
1737208675000,1000.0
1737208680000,1000.0
1737208685000,1000.0
1737208690000,1000.0
1737208695000,1000.0
1737208700000,1000.0
1737208705000,1000.0
1737208710000,1000.0
1737208715000,1000.0
1737208720000,1000.0
1737208725000,1000.0
1737208730000,1000.0
1737208735000,1000.0
1737208740000,1000.0
1737208745000,1000.0
1737208750000,
