,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737208510000,0.0
1737208515000,758.2333333333
1737208520000,2102.95
1737208525000,2105.0833333333
1737208530000,7944.96666666
1737208535000,12292.81666666
1737208540000,17782.4
1737208545000,17782.4
1737208550000,18743.43333333
1737208555000,27190.91666666
1737208560000,27190.91666666
1737208565000,27190.91666666
1737208570000,34750.61666666
1737208575000,33992.38333333
1737208580000,33136.11666666
1737208585000,38867.81666666
1737208590000,33027.93333333
1737208595000,34526.36666666
1737208600000,29036.78333333
1737208605000,30615.21666666
1737208610000,32731.15
1737208615000,25542.35
1737208620000,26888.083333330003
1737208625000,32252.35
1737208630000,24692.65
1737208635000,30768.65
1737208640000,30280.2
1737208645000,30151.2
1737208650000,30151.2
1737208655000,27830.933333330002
1737208660000,30300.2
1737208665000,30852.5
1737208670000,31693.15
1737208675000,30434.46666666
1737208680000,36704.76666666
1737208685000,36911.86666666
1737208690000,41761.91666666
1737208695000,36967.53333333
1737208700000,37496.5
1737208705000,36731.4
1737208710000,36731.4
1737208715000,38990.78333333
1737208720000,36521.51666666
1737208725000,38501.51666666
1737208730000,36727.56666666
1737208735000,36939.95
1737208740000,30163.766666659998
1737208745000,28668.41666666
1737208750000,
