,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737197795000,0.0
1737197800000,0.0
1737197805000,1300.75
1737197810000,2185.6
1737197815000,8087.15
1737197820000,10115.68333333
1737197825000,12491.48333333
1737197830000,15989.7
1737197835000,19435.066666659997
1737197840000,24369.4
1737197845000,26025.75
1737197850000,29966.516666659998
1737197855000,29966.516666659998
1737197860000,31422.98333333
1737197865000,34563.2
1737197870000,33678.35
1737197875000,27776.8
1737197880000,28601.78333333
1737197885000,29193.91666666
1737197890000,25695.7
1737197895000,24198.5
1737197900000,23073.96666666
1737197905000,25047.833333330003
1737197910000,25662.633333330003
1737197915000,31201.183333330002
1737197920000,35005.56666666
1737197925000,31698.25
1737197930000,37083.733333330005
1737197935000,40026.93333333
1737197940000,39936.88333333
1737197945000,42967.28333333
1737197950000,42967.28333333
1737197955000,42994.93333333
1737197960000,39185.13333333
1737197965000,35554.91666666
1737197970000,30999.35
1737197975000,26936.55
1737197980000,25188.4
1737197985000,28526.66666666
1737197990000,26440.516666659998
1737197995000,27548.683333330002
1737198000000,29487.75
1737198005000,27124.46666666
1737198010000,30448.516666659998
1737198015000,33853.1
1737198020000,35630.43333333
1737198025000,35630.43333333
1737198030000,35630.43333333
1737198035000,35131.33333333
1737198040000,
