Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr,BackpressureTime,BackpressureTimeStdErr
1,4025.087634408809,253.04184622989487,973.8387096774194,9.356851482487855,920.8870967741935,28.30654544307048
2,5335.713725490365,590.3123587286171,691.3235294117648,18.417236106234686,676.4411764705883,54.97498158845834
3,5193.665104166392,692.7043837737034,551.3854166666666,21.22997478310913,610.859375,62.24877726261711
