,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737533515000,1000.0
1737533520000,1000.0
1737533525000,0.0
1737533530000,0.0
1737533535000,0.0
1737533540000,0.0
1737533545000,46.0
1737533550000,205.0
1737533555000,319.0
1737533560000,404.0
1737533565000,470.0
1737533570000,523.0
1737533575000,567.0
1737533580000,603.0
1737533585000,
1737533605000,1000.0
1737533610000,890.0
1737533615000,945.0
1737533620000,964.0
1737533625000,
1737533645000,1000.0
1737533650000,1000.0
1737533655000,
1737533685000,1000.0
1737533690000,1000.0
1737533695000,903.0
1737533700000,952.0
1737533705000,
