,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737227645000,1000.0
1737227650000,427.0
1737227655000,327.0
1737227660000,239.0
1737227665000,429.0
1737227670000,543.0
1737227675000,620.0
1737227680000,674.0
1737227685000,715.0
1737227690000,747.0
1737227695000,772.0
1737227700000,793.0
1737227705000,810.0
1737227710000,858.0
1737227715000,922.0
1737227720000,1000.0
1737227725000,1000.0
1737227730000,1000.0
1737227735000,1000.0
1737227740000,1000.0
1737227745000,1000.0
1737227750000,1000.0
1737227755000,1000.0
1737227760000,1000.0
1737227765000,1000.0
1737227770000,1000.0
1737227775000,1000.0
1737227780000,1000.0
1737227785000,1000.0
1737227790000,1000.0
1737227795000,1000.0
1737227800000,1000.0
1737227805000,1000.0
1737227810000,1000.0
1737227815000,1000.0
1737227820000,1000.0
1737227825000,1000.0
1737227830000,1000.0
1737227835000,1000.0
1737227840000,1000.0
1737227845000,1000.0
1737227850000,1000.0
1737227855000,1000.0
1737227860000,1000.0
1737227865000,1000.0
1737227870000,1000.0
1737227875000,1000.0
1737227880000,1000.0
1737227885000,1000.0
1737227890000,
