,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737492985000,1000.0
1737492990000,1000.0
1737492995000,49.0
1737493000000,25.0
1737493005000,73.0
1737493010000,83.0
1737493015000,74.0
1737493020000,193.0
1737493025000,293.0
1737493030000,381.0
1737493035000,449.0
1737493040000,504.0
1737493045000,549.0
1737493050000,587.0
1737493055000,666.0
1737493060000,749.0
1737493065000,818.0
1737493070000,892.0
1737493075000,972.0
1737493080000,990.0
1737493085000,999.0
1737493090000,999.0
1737493095000,1000.0
1737493100000,1000.0
1737493105000,1000.0
1737493110000,1000.0
1737493115000,1000.0
1737493120000,1000.0
1737493125000,1000.0
1737493130000,1000.0
1737493135000,1000.0
1737493140000,1000.0
1737493145000,1000.0
1737493150000,1000.0
1737493155000,1000.0
1737493160000,1000.0
1737493165000,1000.0
1737493170000,1000.0
1737493175000,1000.0
1737493180000,1000.0
1737493185000,1000.0
1737493190000,1000.0
1737493195000,1000.0
1737493200000,1000.0
1737493205000,1000.0
1737493210000,1000.0
1737493215000,1000.0
1737493220000,1000.0
1737493225000,1000.0
1737493230000,
