,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737492985000,0.0
1737492990000,0.0
1737492995000,0.0
1737493000000,0.0
1737493005000,246.1333333333
1737493010000,519.1333333333
1737493015000,578.3333333333
1737493020000,3291.4
1737493025000,6455.8
1737493030000,10142.01666666
1737493035000,16189.116666659998
1737493040000,17713.36666666
1737493045000,19556.85
1737493050000,24362.45
1737493055000,24362.45
1737493060000,27064.86666666
1737493065000,30243.383333330003
1737493070000,29970.383333330003
1737493075000,29911.183333330002
1737493080000,32477.03333333
1737493085000,29607.66666666
1737493090000,25921.45
1737493095000,22882.83333333
1737493100000,24883.683333330002
1737493105000,24543.1
1737493110000,23985.7
1737493115000,28570.28333333
1737493120000,29649.8
1737493125000,29086.95
1737493130000,32046.73333333
1737493135000,32366.816666659997
1737493140000,32235.86666666
1737493145000,32511.98333333
1737493150000,33235.9
1737493155000,35324.75
1737493160000,31799.65
1737493165000,32474.516666659998
1737493170000,28226.316666659997
1737493175000,25891.933333330002
1737493180000,27316.583333330003
1737493185000,29696.816666659997
1737493190000,32365.083333330003
1737493195000,32263.933333330002
1737493200000,32897.85
1737493205000,32370.766666659998
1737493210000,33276.966666659995
1737493215000,32061.05
1737493220000,32061.05
1737493225000,32934.58333333
1737493230000,
