,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737196505000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3888.0,24286000.0,3177.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196510000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,144063000.0,2044689.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196515000,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,6.0,13319000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196520000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,218412000.0,132.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196525000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,149.0,170.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196530000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,80253000.0,134.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196535000,9.0,18.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,114.0,125.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196540000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,44001000.0,181.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196545000,9.0,21.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2.0,146.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196550000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,21.0,245.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196555000,9.0,19.0,2.0,0.0,0.0,10.0,2.0,0.0,9.0,9.0,7299000.0,183.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196560000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,183.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196565000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,183.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196570000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,31.0,1004.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196575000,9.0,19.0,2.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,11133000.0,167.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196580000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,167.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196585000,1.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,1.0,14.0,632.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196590000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,9729000.0,126.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196595000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,126.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196600000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2340000.0,587.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196605000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,3.0,385.0,642.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196610000,1.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,1.0,1.0,230.0,642.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196615000,9.0,18.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,12.0,223.0,642.0,-9.223372036854775e+18,-9.223372036854775e+18
1737196620000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,42696000.0,180.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
