,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737536475000,1000.0
1737536480000,0.0
1737536485000,0.0
1737536490000,0.0
1737536495000,0.0
1737536500000,30.0
1737536505000,187.0
1737536510000,303.0
1737536515000,390.0
1737536520000,458.0
1737536525000,512.0
1737536530000,556.0
1737536535000,593.0
1737536540000,736.0
1737536545000,819.0
1737536550000,897.0
1737536555000,978.0
1737536560000,998.0
1737536565000,1000.0
1737536570000,1000.0
1737536575000,1000.0
1737536580000,1000.0
1737536585000,1000.0
1737536590000,
1737536610000,1000.0
1737536615000,880.0
1737536620000,940.0
1737536625000,960.0
1737536630000,970.0
1737536635000,976.0
1737536640000,980.0
1737536645000,983.0
1737536650000,985.0
1737536655000,
1737536670000,1000.0
1737536675000,1000.0
1737536680000,892.0
1737536685000,946.0
1737536690000,964.0
1737536695000,973.0
1737536700000,979.0
1737536705000,982.0
1737536710000,985.0
1737536715000,
