,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737535800000,1000.0
1737535805000,1000.0
1737535810000,0.0
1737535815000,0.0
1737535820000,0.0
1737535825000,0.0
1737535830000,0.0
1737535835000,152.0
1737535840000,273.0
1737535845000,364.0
1737535850000,435.0
1737535855000,491.0
1737535860000,537.0
1737535865000,576.0
1737535870000,721.0
1737535875000,802.0
1737535880000,880.0
1737535885000,964.0
1737535890000,1000.0
1737535895000,1000.0
1737535900000,1000.0
1737535905000,1000.0
1737535910000,1000.0
1737535915000,1000.0
1737535920000,1000.0
1737535925000,
1737535945000,1000.0
1737535950000,1000.0
1737535955000,873.0
1737535960000,937.0
1737535965000,958.0
1737535970000,969.0
1737535975000,975.0
1737535980000,979.0
1737535985000,982.0
1737535990000,985.0
1737535995000,986.0
1737536000000,988.0
1737536005000,989.0
1737536010000,990.0
1737536015000,1000.0
1737536020000,1000.0
1737536025000,1000.0
1737536030000,1000.0
1737536035000,1000.0
1737536040000,
