Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,20295.84976525474,765.1825328592307,
2,39663.04320174803,1153.2311283542329,47060.0
3,57812.78486841179,1682.6728880721646,67606.0
4,64657.927192969946,1977.3606079939493,84056.0
5,82579.89111109622,2514.5219841666226,89354.0
