Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,0.0,0.0,22637.0,411.0,1
5,0.0,1000.0,0.0,0.0,22637.0,14.0,1
10,0.0,0.0,0.0,0.0,435648.0,284.0,1
15,100.4166666666,0.0,0.0,0.0,1476442.0,148.0,1
20,500.4166666666,0.0,0.0,0.0,1717989.0,109.0,1
25,599.3666666666,0.0,0.0,0.0,9107265.0,596.0,1
30,7133.83333333,35.0,6.0,99.0,21209469.0,1677.0,1
35,12209.16666666,196.0,173.0,262.0,21209469.0,1677.0,1
40,12209.16666666,311.0,292.0,369.0,21209469.0,1677.0,1
45,12209.16666666,397.0,382.0,450.0,35667133.0,13598.0,1
50,,,,,35667133.0,13598.0,0
70,0.0,1000.0,0.0,0.0,37218145.0,890.0,1
75,8884.85,957.0,903.0,914.0,37218145.0,890.0,1
80,14666.43333333,979.0,1000.0,1000.0,37218145.0,890.0,1
85,14666.43333333,986.0,1000.0,1000.0,37218145.0,890.0,1
90,14666.43333333,990.0,1000.0,1000.0,37218145.0,890.0,1
95,14666.43333333,992.0,1000.0,1000.0,37218145.0,890.0,1
100,14666.43333333,993.0,1000.0,1000.0,37218145.0,890.0,1
105,14666.43333333,994.0,1000.0,1000.0,37218145.0,890.0,1
110,14666.43333333,995.0,1000.0,1000.0,37218145.0,890.0,1
115,14666.43333333,996.0,1000.0,1000.0,37218145.0,890.0,1
120,14666.43333333,996.0,1000.0,1000.0,37218145.0,890.0,1
125,14666.43333333,997.0,1000.0,1000.0,37218145.0,890.0,1
130,14666.43333333,997.0,1000.0,1000.0,37218145.0,890.0,1
135,5781.58333333,1000.0,1000.0,1000.0,37218145.0,890.0,1
140,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
145,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
150,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
155,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
160,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
165,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
170,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
175,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
180,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
185,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
190,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
195,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
200,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
205,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
210,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
215,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
220,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
225,0.0,1000.0,1000.0,1000.0,37218145.0,890.0,1
230,,,,,37218145.0,890.0,0
55,,,,,35667133.0,13598.0,0
60,,,,,35667133.0,13598.0,0
65,,,,,35667133.0,13598.0,0
235,,,,,37218145.0,890.0,0
240,,,,,,,0
