,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
1702290075000,1000.0,945.0,,
1702290080000,1000.0,950.0,,
1702290085000,1000.0,953.0,,
1702290090000,1000.0,964.0,,
1702290095000,1000.0,967.0,,
1702290100000,1000.0,971.0,,
1702290105000,1000.0,972.0,,
1702290110000,1000.0,973.0,,
1702290115000,1000.0,980.0,,
1702290120000,1000.0,979.0,,
1702290125000,1000.0,977.0,,
1702290130000,1000.0,978.0,,
1702290135000,1000.0,980.0,,
1702290140000,1000.0,980.0,,
1702290145000,1000.0,982.0,,
1702290150000,1000.0,979.0,,
1702290155000,1000.0,983.0,,
1702290160000,1000.0,983.0,,
1702290165000,1000.0,982.0,,
1702290170000,1000.0,981.0,,
1702290175000,1000.0,978.0,,
1702290180000,1000.0,978.0,,
1702290185000,1000.0,979.0,,
1702290190000,1000.0,977.0,,
1702290195000,1000.0,974.0,,
1702290200000,1000.0,973.0,,
1702290205000,1000.0,973.0,,
1702290210000,1000.0,974.0,,
1702290215000,1000.0,969.0,,
1702290220000,1000.0,971.0,,
1702290225000,1000.0,969.0,,
1702290230000,1000.0,972.0,,
1702290235000,1000.0,970.0,,
1702290240000,1000.0,969.0,,
1702290245000,1000.0,966.0,,
1702290250000,1000.0,966.0,,
1702290255000,1000.0,965.0,,
1702290260000,1000.0,963.0,,
1702290265000,1000.0,965.0,,
1702290270000,1000.0,966.0,,
1702290275000,999.0,970.0,,
1702290280000,999.0,971.0,,
1702290285000,999.0,974.0,,
1702290290000,999.0,973.0,,
1702290295000,999.0,980.0,,
1702290300000,999.0,982.0,,
1702290305000,999.0,985.0,,
1702290310000,999.0,983.0,,
1702290315000,999.0,984.0,,
1702290320000,999.0,984.0,,
1702290325000,999.0,986.0,,
1702290330000,999.0,984.0,,
1702290335000,1000.0,984.0,,
1702290340000,1000.0,984.0,,
1702290345000,1000.0,984.0,,
1702290350000,1000.0,986.0,,
1702290355000,1000.0,984.0,,
1702290360000,1000.0,985.0,,
1702290365000,,,,
1702290410000,1000.0,1000.0,1000.0,
1702290415000,493.0,383.0,366.0,
1702290420000,747.0,363.0,373.0,
1702290425000,831.0,445.0,476.0,
1702290430000,874.0,500.0,538.0,
1702290435000,899.0,538.0,576.0,
1702290440000,916.0,561.0,604.0,
1702290445000,928.0,583.0,625.0,
1702290450000,937.0,591.0,629.0,
1702290455000,944.0,599.0,642.0,
1702290460000,950.0,609.0,652.0,
1702290465000,954.0,622.0,667.0,
1702290470000,958.0,630.0,675.0,
1702290475000,1000.0,664.0,717.0,
1702290480000,1000.0,698.0,752.0,
1702290485000,1000.0,713.0,758.0,
1702290490000,1000.0,720.0,764.0,
1702290495000,1000.0,730.0,774.0,
1702290500000,1000.0,737.0,784.0,
1702290505000,1000.0,742.0,794.0,
1702290510000,1000.0,750.0,807.0,
1702290515000,1000.0,771.0,813.0,
1702290520000,1000.0,778.0,820.0,
1702290525000,1000.0,779.0,821.0,
1702290530000,1000.0,781.0,824.0,
1702290535000,1000.0,783.0,824.0,
1702290540000,1000.0,786.0,828.0,
1702290545000,1000.0,782.0,832.0,
1702290550000,1000.0,783.0,833.0,
1702290555000,1000.0,784.0,833.0,
1702290560000,1000.0,785.0,831.0,
1702290565000,1000.0,787.0,830.0,
1702290570000,1000.0,787.0,831.0,
1702290575000,1000.0,780.0,834.0,
1702290580000,1000.0,785.0,836.0,
1702290585000,1000.0,784.0,837.0,
1702290590000,1000.0,787.0,840.0,
1702290595000,1000.0,787.0,841.0,
1702290600000,1000.0,788.0,841.0,
1702290605000,1000.0,792.0,846.0,
1702290610000,1000.0,790.0,845.0,
1702290615000,1000.0,789.0,847.0,
1702290620000,1000.0,792.0,852.0,
1702290625000,1000.0,801.0,857.0,
1702290630000,1000.0,803.0,858.0,
1702290635000,1000.0,801.0,859.0,
1702290640000,1000.0,795.0,856.0,
1702290645000,1000.0,795.0,855.0,
1702290650000,1000.0,793.0,852.0,
1702290655000,1000.0,793.0,852.0,
1702290660000,1000.0,788.0,847.0,
1702290665000,1000.0,788.0,845.0,
1702290670000,1000.0,788.0,843.0,
1702290675000,1000.0,787.0,846.0,
1702290680000,1000.0,782.0,841.0,
1702290685000,1000.0,775.0,833.0,
1702290690000,1000.0,774.0,833.0,
1702290695000,1000.0,773.0,832.0,
1702290700000,1000.0,777.0,833.0,
1702290705000,1000.0,776.0,834.0,
1702290710000,1000.0,774.0,831.0,
1702290715000,1000.0,767.0,824.0,
1702290720000,1000.0,768.0,825.0,
1702290725000,1000.0,768.0,825.0,
1702290730000,1000.0,765.0,825.0,
1702290735000,1000.0,768.0,823.0,
1702290740000,1000.0,767.0,823.0,
1702290745000,1000.0,765.0,820.0,
1702290750000,1000.0,764.0,819.0,
1702290755000,1000.0,764.0,819.0,
1702290760000,1000.0,762.0,817.0,
1702290765000,1000.0,766.0,819.0,
1702290770000,1000.0,776.0,829.0,
1702290775000,1000.0,783.0,834.0,
1702290780000,1000.0,783.0,836.0,
1702290785000,1000.0,784.0,837.0,
1702290790000,1000.0,791.0,842.0,
1702290795000,1000.0,789.0,841.0,
1702290800000,1000.0,791.0,841.0,
1702290805000,1000.0,790.0,840.0,
1702290810000,1000.0,790.0,839.0,
1702290815000,1000.0,791.0,839.0,
1702290820000,1000.0,794.0,842.0,
1702290825000,1000.0,792.0,845.0,
1702290830000,1000.0,785.0,840.0,
1702290835000,1000.0,788.0,840.0,
1702290840000,1000.0,790.0,840.0,
1702290845000,1000.0,789.0,841.0,
1702290850000,1000.0,790.0,841.0,
1702290855000,1000.0,790.0,840.0,
1702290860000,1000.0,789.0,840.0,
1702290865000,1000.0,790.0,845.0,
1702290870000,1000.0,794.0,847.0,
1702290875000,1000.0,794.0,848.0,
1702290880000,1000.0,793.0,847.0,
1702290885000,1000.0,793.0,843.0,
1702290890000,1000.0,793.0,841.0,
1702290895000,1000.0,790.0,844.0,
1702290900000,1000.0,786.0,839.0,
1702290905000,1000.0,786.0,837.0,
1702290910000,1000.0,785.0,834.0,
1702290915000,1000.0,779.0,832.0,
1702290920000,1000.0,775.0,827.0,
1702290925000,1000.0,770.0,820.0,
1702290930000,1000.0,764.0,815.0,
1702290935000,1000.0,759.0,809.0,
1702290940000,1000.0,764.0,812.0,
1702290945000,1000.0,764.0,813.0,
1702290950000,1000.0,764.0,815.0,
1702290955000,1000.0,765.0,812.0,
1702290960000,1000.0,773.0,820.0,
1702290965000,1000.0,771.0,822.0,
1702290970000,1000.0,771.0,824.0,
1702290975000,1000.0,776.0,826.0,
1702290980000,1000.0,782.0,831.0,
1702290985000,1000.0,785.0,837.0,
1702290990000,1000.0,794.0,844.0,
1702290995000,1000.0,797.0,848.0,
1702291000000,1000.0,793.0,844.0,
1702291005000,1000.0,795.0,845.0,
1702291010000,1000.0,793.0,842.0,
1702291015000,1000.0,792.0,844.0,
1702291020000,1000.0,790.0,842.0,
1702291025000,1000.0,791.0,843.0,
1702291030000,1000.0,793.0,843.0,
1702291035000,1000.0,793.0,843.0,
1702291040000,1000.0,791.0,843.0,
1702291045000,1000.0,794.0,844.0,
1702291050000,1000.0,793.0,844.0,
1702291055000,1000.0,793.0,846.0,
1702291060000,1000.0,794.0,847.0,
1702291065000,1000.0,795.0,848.0,
1702291070000,1000.0,795.0,849.0,
1702291075000,1000.0,796.0,848.0,
1702291080000,1000.0,796.0,849.0,
1702291085000,1000.0,797.0,848.0,
1702291090000,1000.0,796.0,849.0,
1702291095000,1000.0,796.0,851.0,
1702291100000,1000.0,797.0,851.0,
1702291105000,1000.0,796.0,851.0,
1702291110000,1000.0,798.0,851.0,
1702291115000,1000.0,799.0,850.0,
1702291120000,1000.0,797.0,850.0,
1702291125000,1000.0,796.0,848.0,
1702291130000,1000.0,797.0,848.0,
1702291135000,1000.0,797.0,848.0,
1702291140000,1000.0,798.0,847.0,
1702291145000,1000.0,796.0,847.0,
1702291150000,1000.0,796.0,846.0,
1702291155000,1000.0,795.0,845.0,
1702291160000,1000.0,794.0,843.0,
1702291165000,1000.0,795.0,844.0,
1702291170000,1000.0,795.0,844.0,
1702291175000,1000.0,795.0,845.0,
1702291180000,1000.0,797.0,846.0,
1702291185000,1000.0,798.0,847.0,
1702291190000,1000.0,796.0,846.0,
1702291195000,1000.0,795.0,847.0,
1702291200000,1000.0,795.0,846.0,
1702291205000,1000.0,795.0,844.0,
1702291210000,1000.0,795.0,844.0,
1702291215000,1000.0,796.0,845.0,
1702291220000,1000.0,796.0,846.0,
1702291225000,1000.0,795.0,844.0,
1702291230000,1000.0,795.0,845.0,
1702291235000,1000.0,793.0,845.0,
1702291240000,1000.0,793.0,844.0,
1702291245000,1000.0,792.0,845.0,
1702291250000,1000.0,793.0,844.0,
1702291255000,1000.0,793.0,844.0,
1702291260000,1000.0,794.0,846.0,
1702291265000,1000.0,798.0,850.0,
1702291270000,1000.0,799.0,849.0,
1702291275000,1000.0,798.0,850.0,
1702291280000,1000.0,796.0,848.0,
1702291285000,1000.0,796.0,847.0,
1702291290000,1000.0,800.0,851.0,
1702291295000,1000.0,799.0,850.0,
1702291300000,1000.0,803.0,852.0,
1702291305000,1000.0,803.0,853.0,
1702291310000,1000.0,805.0,853.0,
1702291315000,1000.0,803.0,852.0,
1702291320000,1000.0,801.0,852.0,
1702291325000,1000.0,799.0,849.0,
1702291330000,1000.0,800.0,851.0,
1702291335000,1000.0,799.0,850.0,
1702291340000,1000.0,802.0,853.0,
1702291345000,1000.0,802.0,854.0,
1702291350000,1000.0,796.0,850.0,
1702291355000,1000.0,798.0,850.0,
1702291360000,1000.0,793.0,847.0,
1702291365000,1000.0,794.0,847.0,
1702291370000,1000.0,793.0,846.0,
1702291375000,1000.0,794.0,847.0,
1702291380000,1000.0,793.0,846.0,
1702291385000,1000.0,792.0,847.0,
1702291390000,1000.0,792.0,845.0,
1702291395000,1000.0,792.0,845.0,
1702291400000,1000.0,796.0,848.0,
1702291405000,1000.0,796.0,850.0,
1702291410000,1000.0,797.0,851.0,
1702291415000,1000.0,797.0,850.0,
1702291420000,1000.0,797.0,849.0,
1702291425000,1000.0,796.0,849.0,
1702291430000,1000.0,796.0,849.0,
1702291435000,1000.0,795.0,849.0,
1702291440000,1000.0,795.0,849.0,
1702291445000,1000.0,796.0,848.0,
1702291450000,1000.0,794.0,849.0,
1702291455000,1000.0,795.0,850.0,
1702291460000,1000.0,791.0,846.0,
1702291465000,1000.0,791.0,845.0,
1702291470000,1000.0,790.0,845.0,
1702291475000,1000.0,790.0,845.0,
1702291480000,1000.0,791.0,847.0,
1702291485000,1000.0,790.0,847.0,
1702291490000,1000.0,790.0,846.0,
1702291495000,1000.0,792.0,847.0,
1702291500000,1000.0,792.0,849.0,
1702291505000,1000.0,794.0,848.0,
1702291510000,1000.0,795.0,849.0,
1702291515000,1000.0,795.0,849.0,
1702291520000,1000.0,796.0,849.0,
1702291525000,1000.0,799.0,850.0,
1702291530000,1000.0,799.0,852.0,
1702291535000,1000.0,799.0,851.0,
1702291540000,1000.0,799.0,850.0,
1702291545000,1000.0,798.0,850.0,
1702291550000,1000.0,800.0,854.0,
1702291555000,1000.0,799.0,853.0,
1702291560000,1000.0,800.0,854.0,
1702291565000,1000.0,802.0,854.0,
1702291570000,1000.0,800.0,856.0,
1702291575000,1000.0,801.0,857.0,
1702291580000,1000.0,804.0,862.0,
1702291585000,1000.0,804.0,861.0,
1702291590000,1000.0,805.0,862.0,
1702291595000,1000.0,805.0,863.0,
1702291600000,1000.0,806.0,866.0,
1702291605000,1000.0,808.0,867.0,
1702291610000,1000.0,806.0,866.0,
1702291615000,1000.0,806.0,866.0,
1702291620000,1000.0,806.0,865.0,
1702291625000,1000.0,804.0,863.0,
1702291630000,1000.0,805.0,862.0,
1702291635000,1000.0,804.0,861.0,
1702291640000,1000.0,800.0,856.0,
1702291645000,1000.0,799.0,854.0,
1702291650000,1000.0,798.0,854.0,
1702291655000,1000.0,798.0,852.0,
1702291660000,1000.0,797.0,850.0,
1702291665000,1000.0,796.0,848.0,
1702291670000,1000.0,796.0,847.0,
1702291675000,1000.0,791.0,841.0,
1702291680000,1000.0,791.0,842.0,
1702291685000,1000.0,787.0,839.0,
1702291690000,1000.0,789.0,838.0,
1702291695000,1000.0,789.0,838.0,
1702291700000,,,,
1702291745000,1000.0,1000.0,1000.0,1000.0
1702291750000,464.0,312.0,332.0,406.0
1702291755000,732.0,367.0,454.0,473.0
1702291760000,822.0,485.0,517.0,549.0
1702291765000,866.0,520.0,550.0,572.0
1702291770000,893.0,551.0,574.0,595.0
1702291775000,911.0,578.0,589.0,607.0
1702291780000,924.0,583.0,595.0,608.0
1702291785000,933.0,596.0,612.0,618.0
1702291790000,941.0,600.0,614.0,619.0
1702291795000,947.0,590.0,603.0,608.0
1702291800000,952.0,600.0,612.0,617.0
1702291805000,956.0,609.0,620.0,624.0
1702291810000,1000.0,648.0,657.0,655.0
1702291815000,1000.0,673.0,672.0,673.0
1702291820000,1000.0,681.0,682.0,680.0
1702291825000,1000.0,694.0,695.0,692.0
1702291830000,1000.0,699.0,701.0,697.0
1702291835000,1000.0,701.0,709.0,703.0
1702291840000,1000.0,715.0,719.0,715.0
1702291845000,1000.0,718.0,717.0,720.0
1702291850000,1000.0,732.0,731.0,733.0
1702291855000,1000.0,758.0,755.0,756.0
1702291860000,1000.0,764.0,764.0,762.0
1702291865000,1000.0,769.0,767.0,766.0
1702291870000,1000.0,771.0,770.0,767.0
1702291875000,1000.0,773.0,771.0,770.0
1702291880000,1000.0,770.0,773.0,768.0
1702291885000,1000.0,770.0,772.0,768.0
1702291890000,1000.0,775.0,777.0,772.0
1702291895000,1000.0,783.0,780.0,776.0
1702291900000,1000.0,786.0,785.0,782.0
1702291905000,1000.0,791.0,795.0,786.0
1702291910000,1000.0,791.0,797.0,789.0
1702291915000,1000.0,787.0,795.0,787.0
1702291920000,1000.0,783.0,790.0,785.0
1702291925000,1000.0,786.0,797.0,792.0
1702291930000,1000.0,788.0,795.0,792.0
1702291935000,1000.0,787.0,795.0,792.0
1702291940000,1000.0,789.0,796.0,796.0
1702291945000,1000.0,789.0,795.0,797.0
1702291950000,1000.0,788.0,795.0,797.0
1702291955000,1000.0,785.0,793.0,797.0
1702291960000,1000.0,793.0,794.0,796.0
1702291965000,1000.0,798.0,793.0,798.0
1702291970000,1000.0,797.0,791.0,797.0
1702291975000,1000.0,799.0,791.0,796.0
1702291980000,1000.0,803.0,797.0,801.0
1702291985000,1000.0,802.0,795.0,800.0
1702291990000,1000.0,799.0,792.0,796.0
1702291995000,1000.0,800.0,790.0,794.0
1702292000000,1000.0,793.0,784.0,787.0
1702292005000,1000.0,792.0,785.0,785.0
1702292010000,1000.0,790.0,781.0,783.0
1702292015000,1000.0,787.0,780.0,781.0
1702292020000,1000.0,779.0,781.0,781.0
1702292025000,1000.0,775.0,777.0,778.0
1702292030000,1000.0,774.0,776.0,776.0
1702292035000,1000.0,772.0,782.0,775.0
1702292040000,1000.0,772.0,782.0,774.0
1702292045000,1000.0,773.0,782.0,774.0
1702292050000,1000.0,772.0,782.0,772.0
1702292055000,1000.0,765.0,774.0,767.0
1702292060000,1000.0,769.0,781.0,769.0
1702292065000,1000.0,771.0,780.0,770.0
1702292070000,1000.0,774.0,785.0,773.0
1702292075000,1000.0,780.0,785.0,778.0
1702292080000,1000.0,779.0,783.0,781.0
1702292085000,1000.0,781.0,784.0,785.0
1702292090000,1000.0,781.0,785.0,787.0
1702292095000,1000.0,784.0,779.0,789.0
1702292100000,1000.0,782.0,779.0,788.0
1702292105000,1000.0,780.0,776.0,786.0
1702292110000,1000.0,793.0,787.0,790.0
1702292115000,1000.0,799.0,798.0,796.0
1702292120000,1000.0,804.0,799.0,801.0
1702292125000,1000.0,803.0,798.0,799.0
1702292130000,1000.0,804.0,799.0,802.0
1702292135000,1000.0,797.0,797.0,797.0
1702292140000,1000.0,795.0,796.0,792.0
1702292145000,1000.0,796.0,797.0,792.0
1702292150000,1000.0,795.0,796.0,789.0
1702292155000,1000.0,795.0,797.0,791.0
1702292160000,1000.0,795.0,796.0,791.0
1702292165000,1000.0,795.0,797.0,793.0
1702292170000,1000.0,787.0,788.0,796.0
1702292175000,1000.0,791.0,788.0,799.0
1702292180000,1000.0,788.0,785.0,794.0
1702292185000,1000.0,786.0,786.0,795.0
1702292190000,1000.0,787.0,785.0,793.0
