,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737209810000,0.0
1737209815000,1052.7
1737209820000,2464.8333333333
1737209825000,2464.8333333333
1737209830000,5792.15
1737209835000,13326.966666659999
1737209840000,20854.21666666
1737209845000,20854.21666666
1737209850000,22074.25
1737209855000,30544.73333333
1737209860000,30544.73333333
1737209865000,30544.73333333
1737209870000,30544.73333333
1737209875000,35728.95
1737209880000,34316.81666666
1737209885000,34838.65
1737209890000,36838.966666659995
1737209895000,29304.15
1737209900000,26838.15
1737209905000,27706.516666659998
1737209910000,27113.9
1737209915000,18643.41666666
1737209920000,21853.13333333
1737209925000,27579.266666659998
1737209930000,27579.266666659998
1737209935000,26990.65
1737209940000,26990.65
1737209945000,28821.15
1737209950000,27084.833333330003
1737209955000,27084.833333330003
1737209960000,27934.433333330002
1737209965000,27066.066666659997
1737209970000,32058.516666659998
1737209975000,32058.516666659998
1737209980000,31008.25
1737209985000,32256.266666659998
1737209990000,36855.966666659995
1737209995000,34836.983333330005
1737210000000,35145.0
1737210005000,38232.61666666
1737210010000,34641.3
1737210015000,40546.51666666
1737210020000,34635.66666666
1737210025000,39776.33333333
1737210030000,34684.983333330005
1737210035000,35865.63333333
1737210040000,34179.81666666
1737210045000,36189.33333333
1737210050000,37478.95
1737210055000,
