,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737209815000,433.0
1737209820000,338.0
1737209825000,227.0
1737209830000,316.0
1737209835000,453.0
1737209840000,544.0
1737209845000,609.0
1737209850000,658.0
1737209855000,696.0
1737209860000,727.0
1737209865000,752.0
1737209870000,772.0
1737209875000,820.0
1737209880000,883.0
1737209885000,966.0
1737209890000,1000.0
1737209895000,1000.0
1737209900000,1000.0
1737209905000,1000.0
1737209910000,1000.0
1737209915000,1000.0
1737209920000,1000.0
1737209925000,1000.0
1737209930000,1000.0
1737209935000,1000.0
1737209940000,1000.0
1737209945000,1000.0
1737209950000,1000.0
1737209955000,1000.0
1737209960000,1000.0
1737209965000,1000.0
1737209970000,1000.0
1737209975000,1000.0
1737209980000,1000.0
1737209985000,1000.0
1737209990000,1000.0
1737209995000,1000.0
1737210000000,1000.0
1737210005000,1000.0
1737210010000,1000.0
1737210015000,1000.0
1737210020000,1000.0
1737210025000,1000.0
1737210030000,1000.0
1737210035000,1000.0
1737210040000,1000.0
1737210045000,1000.0
1737210050000,1000.0
1737210055000,
