,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737497590000,1000.0
1737497595000,1000.0
1737497600000,0.0
1737497605000,0.0
1737497610000,0.0
1737497615000,0.0
1737497620000,32.0
1737497625000,186.0
1737497630000,302.0
1737497635000,389.0
1737497640000,457.0
1737497645000,511.0
1737497650000,556.0
1737497655000,593.0
1737497660000,735.0
1737497665000,816.0
1737497670000,890.0
1737497675000,972.0
1737497680000,996.0
1737497685000,1000.0
1737497690000,1000.0
1737497695000,1000.0
1737497700000,1000.0
1737497705000,1000.0
1737497710000,1000.0
1737497715000,1000.0
1737497720000,1000.0
1737497725000,1000.0
1737497730000,1000.0
1737497735000,1000.0
1737497740000,1000.0
1737497745000,1000.0
1737497750000,1000.0
1737497755000,1000.0
1737497760000,1000.0
1737497765000,1000.0
1737497770000,1000.0
1737497775000,1000.0
1737497780000,1000.0
1737497785000,1000.0
1737497790000,1000.0
1737497795000,1000.0
1737497800000,1000.0
1737497805000,1000.0
1737497810000,1000.0
1737497815000,1000.0
1737497820000,1000.0
1737497825000,1000.0
1737497830000,
