Timestamp,flink_jobmanager_job_lastCheckpointDuration
0,-1.0
5,-1.0
10,571.0
15,93.0
20,95.0
25,86.0
30,64.0
35,91.0
40,100.0
45,99.0
50,95.0
55,77.0
60,1085.0
65,1116.0
70,948.0
75,1406.0
80,3638.0
85,1454.0
90,6278.0
95,5362.0
100,4268.0
105,5464.0
110,5464.0
115,5010.0
120,3087.0
125,5678.0
130,5678.0
135,5184.0
140,5123.0
145,4632.0
150,5802.0
155,4614.0
160,5381.0
165,3981.0
170,5415.0
175,5138.0
180,5393.0
185,3316.0
190,5699.0
195,5711.0
200,5335.0
205,3717.0
210,5200.0
215,5476.0
220,4559.0
225,4233.0
230,5618.0
235,5452.0
240,5202.0
245,4632.0
250,4928.0
255,4928.0
260,5904.0
265,5305.0
270,4533.0
275,5123.0
280,4581.0
285,5133.0
290,4339.0
295,4933.0
300,5845.0
305,5011.0
310,4675.0
315,5205.0
320,5720.0
325,2788.0
330,5155.0
335,5155.0
340,5194.0
345,3366.0
350,4917.0
355,5193.0
360,4652.0
365,4039.0
370,5147.0
375,5098.0
380,4269.0
385,4525.0
390,5179.0
395,5725.0
400,4614.0
405,4471.0
410,5039.0
415,5590.0
420,
455,-1.0
460,2800.0
465,1360.0
470,2971.0
475,2259.0
480,1622.0
485,3273.0
490,1636.0
495,1669.0
500,3039.0
505,2165.0
510,2808.0
515,1881.0
520,2371.0
525,2652.0
530,1476.0
535,2028.0
540,2144.0
545,2762.0
550,1966.0
555,1418.0
560,2971.0
565,1952.0
570,3215.0
575,1590.0
580,1936.0
585,3560.0
590,1436.0
595,2094.0
600,3275.0
605,1201.0
610,2991.0
615,1497.0
620,3191.0
625,2670.0
630,1217.0
635,1309.0
640,2200.0
645,3908.0
650,950.0
655,2166.0
660,2166.0
665,2796.0
670,2485.0
675,1903.0
680,2054.0
685,2569.0
690,1553.0
695,3284.0
700,2239.0
705,3685.0
710,2691.0
715,1742.0
720,2646.0
725,1787.0
730,2417.0
735,1869.0
740,1869.0
745,2548.0
750,2668.0
755,1664.0
760,1490.0
765,2396.0
770,1810.0
775,4509.0
780,1329.0
785,3219.0
790,2417.0
795,1920.0
800,2669.0
805,2025.0
810,3777.0
815,1760.0
820,2597.0
825,3047.0
830,3411.0
835,2176.0
840,3091.0
845,3072.0
850,2317.0
855,3515.0
860,2508.0
865,3958.0
870,2618.0
875,
910,-1.0
915,-1.0
920,-1.0
925,1891.0
930,1891.0
935,1891.0
940,9685.0
945,5743.0
