,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1722322075000,1000.0,,,,,,,
1722322080000,194.0,,,,,,,
1722322085000,99.0,,,,,,,
1722322090000,69.0,,,,,,,
1722322095000,55.0,,,,,,,
1722322100000,45.0,,,,,,,
1722322105000,37.0,,,,,,,
1722322110000,31.0,,,,,,,
1722322115000,28.0,,,,,,,
1722322120000,29.0,,,,,,,
1722322125000,26.0,,,,,,,
1722322130000,24.0,,,,,,,
1722322135000,50.0,,,,,,,
1722322140000,42.0,,,,,,,
1722322145000,74.0,,,,,,,
1722322150000,157.0,,,,,,,
1722322155000,238.0,,,,,,,
1722322160000,321.0,,,,,,,
1722322165000,404.0,,,,,,,
1722322170000,487.0,,,,,,,
1722322175000,570.0,,,,,,,
1722322180000,651.0,,,,,,,
1722322185000,734.0,,,,,,,
1722322190000,818.0,,,,,,,
1722322195000,872.0,,,,,,,
1722322200000,948.0,,,,,,,
1722322205000,999.0,,,,,,,
1722322210000,999.0,,,,,,,
1722322215000,999.0,,,,,,,
1722322220000,999.0,,,,,,,
1722322225000,1000.0,,,,,,,
1722322230000,1000.0,,,,,,,
1722322235000,1000.0,,,,,,,
1722322240000,1000.0,,,,,,,
1722322245000,1000.0,,,,,,,
1722322250000,1000.0,,,,,,,
1722322255000,1000.0,,,,,,,
1722322260000,1000.0,,,,,,,
1722322265000,1000.0,,,,,,,
1722322270000,1000.0,,,,,,,
1722322275000,1000.0,,,,,,,
