,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1722322075000,0.0,,,,,,,
1722322080000,0.0,,,,,,,
1722322085000,0.0,,,,,,,
1722322090000,0.0,,,,,,,
1722322095000,0.0,,,,,,,
1722322100000,0.0,,,,,,,
1722322105000,0.0,,,,,,,
1722322110000,0.0,,,,,,,
1722322115000,0.0,,,,,,,
1722322120000,0.0,,,,,,,
1722322125000,0.0,,,,,,,
1722322130000,0.0,,,,,,,
1722322135000,730.0166666666,,,,,,,
1722322140000,788.9333333333,,,,,,,
1722322145000,3077.1666666665997,,,,,,,
1722322150000,3340.41666667,,,,,,,
1722322155000,5693.16666667,,,,,,,
1722322160000,5793.766666670001,,,,,,,
1722322165000,7765.81666666,,,,,,,
1722322170000,9692.55,,,,,,,
1722322175000,11346.283333329999,,,,,,,
1722322180000,13003.533333329999,,,,,,,
1722322185000,14587.45,,,,,,,
1722322190000,15784.55,,,,,,,
1722322195000,16880.55,,,,,,,
1722322200000,18503.68333333,,,,,,,
1722322205000,18067.78333333,,,,,,,
1722322210000,19467.13333333,,,,,,,
1722322215000,18797.96666666,,,,,,,
1722322220000,20145.93333333,,,,,,,
1722322225000,19930.85,,,,,,,
1722322230000,19922.38333333,,,,,,,
1722322235000,19899.21666666,,,,,,,
1722322240000,20059.2,,,,,,,
1722322245000,20018.9,,,,,,,
1722322250000,20270.6,,,,,,,
1722322255000,20576.75,,,,,,,
1722322260000,20250.15,,,,,,,
