,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1737573795000,31150.4,32488.28333333,,,,,,,,,,,,,,,,,,,,,,,,
1737573800000,30139.433333330002,32432.21666666,,,,,,,,,,,,,,,,,,,,,,,,
1737573805000,31232.4,32652.133333330003,,,,,,,,,,,,,,,,,,,,,,,,
1737573810000,32741.016666659998,32760.41666666,,,,,,,,,,,,,,,,,,,,,,,,
1737573815000,32966.35,31541.45,,,,,,,,,,,,,,,,,,,,,,,,
1737573820000,32571.96666666,32366.316666659997,,,,,,,,,,,,,,,,,,,,,,,,
1737573825000,30347.8,29930.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573830000,31972.73333333,30514.683333330002,,,,,,,,,,,,,,,,,,,,,,,,
1737573835000,31596.48333333,31235.8,,,,,,,,,,,,,,,,,,,,,,,,
1737573840000,31118.333333330003,32354.03333333,,,,,,,,,,,,,,,,,,,,,,,,
1737573845000,30411.45,32665.05,,,,,,,,,,,,,,,,,,,,,,,,
1737573850000,30798.61666666,33183.33333333,,,,,,,,,,,,,,,,,,,,,,,,
1737573855000,32225.73333333,33385.38333333,,,,,,,,,,,,,,,,,,,,,,,,
1737573860000,32918.1,33218.76666666,,,,,,,,,,,,,,,,,,,,,,,,
1737573865000,33350.26666666,31142.5,,,,,,,,,,,,,,,,,,,,,,,,
1737573870000,32839.4,30215.11666666,,,,,,,,,,,,,,,,,,,,,,,,
1737573875000,32593.333333330003,30865.316666659997,,,,,,,,,,,,,,,,,,,,,,,,
1737573880000,33387.16666666,32810.1,,,,,,,,,,,,,,,,,,,,,,,,
1737573885000,34807.28333333,31851.53333333,,,,,,,,,,,,,,,,,,,,,,,,
1737573890000,32135.11666666,32389.85,,,,,,,,,,,,,,,,,,,,,,,,
1737573895000,31760.3,30739.316666659997,,,,,,,,,,,,,,,,,,,,,,,,
1737573900000,32232.65,33463.35,,,,,,,,,,,,,,,,,,,,,,,,
1737573905000,32784.88333333,33212.26666666,,,,,,,,,,,,,,,,,,,,,,,,
1737573910000,33315.233333330005,32769.66666666,,,,,,,,,,,,,,,,,,,,,,,,
1737573915000,32850.55,30823.333333330003,,,,,,,,,,,,,,,,,,,,,,,,
1737573920000,32701.633333330003,29636.66666666,,,,,,,,,,,,,,,,,,,,,,,,
1737573925000,33090.466666659995,31934.766666659998,,,,,,,,,,,,,,,,,,,,,,,,
1737573930000,32972.483333330005,32342.7,,,,,,,,,,,,,,,,,,,,,,,,
1737573935000,32958.01666666,33195.06666666,,,,,,,,,,,,,,,,,,,,,,,,
1737573940000,31274.566666659997,32897.63333333,,,,,,,,,,,,,,,,,,,,,,,,
1737573945000,30392.016666659998,32711.266666659998,,,,,,,,,,,,,,,,,,,,,,,,
1737573950000,30446.98333333,31927.316666659997,,,,,,,,,,,,,,,,,,,,,,,,
1737573955000,31448.516666659998,34615.733333330005,,,,,,,,,,,,,,,,,,,,,,,,
1737573960000,31825.583333330003,30087.66666666,,,,,,,,,,,,,,,,,,,,,,,,
1737573965000,32427.566666659997,30208.516666659998,,,,,,,,,,,,,,,,,,,,,,,,
1737573970000,,,,,,,,,,,,,,,,,,,,,,,,,,
1737573990000,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
1737573995000,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1737574000000,1538.9,1349.95,1635.75,2606.6166666666,,,,,,,,,,,,,,,,,,,,,,
1737574005000,4118.15,3256.3333333333,4111.68333333,4392.7,,,,,,,,,,,,,,,,,,,,,,
1737574010000,5734.28333333,5701.73333333,5717.45,7456.433333329999,,,,,,,,,,,,,,,,,,,,,,
1737574015000,9282.45,8077.45,9240.7,9650.81666666,,,,,,,,,,,,,,,,,,,,,,
1737574020000,11414.45,11346.93333333,11375.01666666,12503.16666666,,,,,,,,,,,,,,,,,,,,,,
1737574025000,13812.15,13038.68333333,13776.06666666,13884.883333329999,,,,,,,,,,,,,,,,,,,,,,
1737574030000,16385.88333333,15948.68333333,16334.06666666,17559.266666659998,,,,,,,,,,,,,,,,,,,,,,
1737574035000,18802.46666666,17910.766666659998,18693.483333329998,18544.066666659997,,,,,,,,,,,,,,,,,,,,,,
1737574040000,20414.43333333,20300.15,20349.516666659998,21431.45,,,,,,,,,,,,,,,,,,,,,,
1737574045000,23022.95,22886.65,22945.83333333,24190.566666659997,,,,,,,,,,,,,,,,,,,,,,
1737574050000,26117.96666666,24561.766666659998,26040.2,25847.2,,,,,,,,,,,,,,,,,,,,,,
1737574055000,27453.46666666,27316.583333330003,27383.73333333,28514.98333333,,,,,,,,,,,,,,,,,,,,,,
1737574060000,29047.133333330003,29065.48333333,28851.766666659998,29008.03333333,,,,,,,,,,,,,,,,,,,,,,
1737574065000,29440.23333333,28784.11666666,29343.766666659998,28791.61666666,,,,,,,,,,,,,,,,,,,,,,
1737574070000,29505.816666659997,29104.75,29211.36666666,28592.266666659998,,,,,,,,,,,,,,,,,,,,,,
1737574075000,28823.316666659997,29796.6,28728.633333330003,29583.766666659998,,,,,,,,,,,,,,,,,,,,,,
1737574080000,29783.083333330003,28556.23333333,29689.016666659998,28467.833333330003,,,,,,,,,,,,,,,,,,,,,,
1737574085000,29250.0,29554.333333330003,29148.55,29900.86666666,,,,,,,,,,,,,,,,,,,,,,
1737574090000,29728.1,29905.9,29634.41666666,29377.16666666,,,,,,,,,,,,,,,,,,,,,,
1737574095000,30210.35,29880.833333330003,30163.2,30158.66666666,,,,,,,,,,,,,,,,,,,,,,
1737574100000,30840.933333330002,30115.2,30742.55,29573.41666666,,,,,,,,,,,,,,,,,,,,,,
1737574105000,29849.816666659997,29376.7,29926.71666666,29363.65,,,,,,,,,,,,,,,,,,,,,,
1737574110000,29565.883333330003,30807.183333330002,29463.96666666,30487.516666659998,,,,,,,,,,,,,,,,,,,,,,
1737574115000,31075.1,30885.98333333,30959.633333330003,30355.016666659998,,,,,,,,,,,,,,,,,,,,,,
1737574120000,30912.71666666,29776.316666659997,30812.883333330003,29400.6,,,,,,,,,,,,,,,,,,,,,,
1737574125000,29520.9,30680.55,29422.65,30692.73333333,,,,,,,,,,,,,,,,,,,,,,
1737574130000,31079.0,31145.316666659997,31183.083333330003,31088.05,,,,,,,,,,,,,,,,,,,,,,
1737574135000,31352.91666666,29856.833333330003,31268.183333330002,29462.883333330003,,,,,,,,,,,,,,,,,,,,,,
1737574140000,29859.55,30759.633333330003,29770.25,30651.91666666,,,,,,,,,,,,,,,,,,,,,,
1737574145000,30990.383333330003,31038.86666666,30897.066666659997,30841.35,,,,,,,,,,,,,,,,,,,,,,
1737574150000,30939.78333333,29396.11666666,30843.566666659997,29281.383333330003,,,,,,,,,,,,,,,,,,,,,,
1737574155000,29494.316666659997,30264.383333330003,29402.3,30560.6,,,,,,,,,,,,,,,,,,,,,,
1737574160000,30435.7,30805.133333330003,30338.566666659997,31066.633333330003,,,,,,,,,,,,,,,,,,,,,,
1737574165000,31389.65,30534.25,31202.633333330003,30011.316666659997,,,,,,,,,,,,,,,,,,,,,,
1737574170000,30848.05,30673.7,30748.333333330003,30928.15,,,,,,,,,,,,,,,,,,,,,,
1737574175000,31099.05,29669.433333330002,30997.516666659998,29768.766666659998,,,,,,,,,,,,,,,,,,,,,,
1737574180000,29683.53333333,30479.36666666,29591.133333330003,30696.383333330003,,,,,,,,,,,,,,,,,,,,,,
1737574185000,31293.4,31121.6,31192.066666659997,30387.53333333,,,,,,,,,,,,,,,,,,,,,,
1737574190000,30872.3,29277.05,30772.083333330003,29084.23333333,,,,,,,,,,,,,,,,,,,,,,
1737574195000,29460.35,30633.5,29366.21666666,30566.8,,,,,,,,,,,,,,,,,,,,,,
1737574200000,30760.15,30584.73333333,30658.083333330003,29705.083333330003,,,,,,,,,,,,,,,,,,,,,,
1737574205000,29983.73333333,29434.566666659997,29738.86666666,29018.85,,,,,,,,,,,,,,,,,,,,,,
1737574210000,29171.65,30486.11666666,29187.25,30248.96666666,,,,,,,,,,,,,,,,,,,,,,
1737574215000,30850.583333330003,30085.566666659997,30830.21666666,29133.0,,,,,,,,,,,,,,,,,,,,,,
1737574220000,29207.066666659997,29072.516666659998,29113.383333330003,29044.583333330003,,,,,,,,,,,,,,,,,,,,,,
1737574225000,29852.16666666,30684.36666666,29679.9,30375.9,,,,,,,,,,,,,,,,,,,,,,
1737574230000,30092.03333333,28867.41666666,29994.55,28234.98333333,,,,,,,,,,,,,,,,,,,,,,
1737574235000,28933.28333333,28867.91666666,28997.25,29266.016666659998,,,,,,,,,,,,,,,,,,,,,,
1737574240000,29355.36666666,29192.883333330003,29260.41666666,,,,,,,,,,,,,,,,,,,,,,,
1737574245000,,,,,,,,,,,,,,,,,,,,,,,,,,
1737574265000,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
1737574270000,2222.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
1737574275000,4271.58333333,2949.5833333333,0.0,3629.53333333,2918.9666666666,2955.8166666665998,3254.2666666665996,3611.26666667,,,,,,,,,,,,,,,,,,
1737574280000,6531.3,5039.71666667,2919.2666666665996,5738.33333333,4996.26666667,5045.88333333,5363.11666667,5731.7,,,,,,,,,,,,,,,,,,
1737574285000,8904.133333329999,7275.26666666,4993.51666667,8143.96666666,7216.483333329999,7286.05,7143.933333329999,8133.03333333,,,,,,,,,,,,,,,,,,
1737574290000,11179.18333333,9625.73333333,7212.78333333,10370.4,9552.85,9642.65,9449.783333329999,10358.01666666,,,,,,,,,,,,,,,,,,
1737574295000,13317.31666666,11905.3,9535.86666666,12569.66666666,11808.616666659998,11925.883333329999,11689.466666659999,12555.65,,,,,,,,,,,,,,,,,,
1737574300000,15877.1,13982.033333329999,11803.41666666,14090.966666659999,13712.05,13800.55,13874.73333333,14072.966666659999,,,,,,,,,,,,,,,,,,
1737574305000,18280.733333329998,16742.55,13657.16666666,17301.066666659997,16600.95,16771.93333333,16435.316666659997,17283.55,,,,,,,,,,,,,,,,,,
1737574310000,20424.93333333,18966.11666666,16590.78333333,19559.33333333,18822.9,19000.11666666,18625.63333333,19539.483333329998,,,,,,,,,,,,,,,,,,
1737574315000,22404.066666659997,21194.516666659998,18810.733333329998,21402.58333333,21033.88333333,21229.28333333,20813.91666666,21374.58333333,,,,,,,,,,,,,,,,,,
1737574320000,24453.95,23272.61666666,21017.316666659997,23458.73333333,22959.41666666,23182.55,23084.183333330002,23427.766666659998,,,,,,,,,,,,,,,,,,
1737574325000,26821.566666659997,25518.11666666,22944.1,25619.5,25281.55,25147.083333330003,25229.083333330003,25584.53333333,,,,,,,,,,,,,,,,,,
1737574330000,26518.383333330003,27758.66666666,25161.766666659998,27839.816666659997,27489.55,27721.333333330003,27403.23333333,27804.23333333,,,,,,,,,,,,,,,,,,
1737574335000,26777.066666659997,26990.133333330003,27373.53333333,26426.016666659998,26727.2,26661.96666666,26335.066666659997,26404.75,,,,,,,,,,,,,,,,,,
1737574340000,26544.933333330002,26921.433333330002,26585.85,26573.73333333,26634.566666659997,26893.183333330002,26450.766666659998,26535.96666666,,,,,,,,,,,,,,,,,,
1737574345000,26483.85,26746.21666666,26615.816666659997,26475.683333330002,26402.05,26654.883333330003,26751.71666666,26439.25,,,,,,,,,,,,,,,,,,
1737574350000,26579.41666666,26642.35,26383.21666666,26403.333333330003,26434.05,26689.75,26164.816666659997,26367.03333333,,,,,,,,,,,,,,,,,,
1737574355000,26521.383333330003,26424.23333333,26426.16666666,26466.2,26219.133333330003,26471.066666659997,26201.8,26427.41666666,,,,,,,,,,,,,,,,,,
1737574360000,26316.383333330003,26712.48333333,26198.15,27240.45,26650.25,26954.566666659997,26093.066666659997,27202.11666666,,,,,,,,,,,,,,,,,,
1737574365000,25559.53333333,26229.03333333,26679.2,26162.91666666,26020.65,26277.083333330003,25759.28333333,26128.133333330003,,,,,,,,,,,,,,,,,,
1737574370000,26439.316666659997,26455.46666666,26004.833333330003,26448.083333330003,26198.383333330003,26409.583333330003,26036.53333333,26408.66666666,,,,,,,,,,,,,,,,,,
1737574375000,26716.15,26455.766666659998,26085.433333330002,26589.766666659998,26239.61666666,26503.23333333,25981.766666659998,26595.4,,,,,,,,,,,,,,,,,,
1737574380000,26840.61666666,26485.03333333,26223.2,26597.23333333,26405.4,26601.316666659997,25784.11666666,26564.23333333,,,,,,,,,,,,,,,,,,
1737574385000,26600.016666659998,26489.316666659997,26325.71666666,26412.71666666,26270.48333333,26849.883333330003,25995.516666659998,26377.96666666,,,,,,,,,,,,,,,,,,
1737574390000,26798.98333333,26521.083333330003,26254.78333333,26503.133333330003,26303.433333330002,26553.066666659997,25941.266666659998,26424.98333333,,,,,,,,,,,,,,,,,,
1737574395000,26343.016666659998,26511.8,26296.05,26505.28333333,26315.883333330003,26841.36666666,26092.15,26469.333333330003,,,,,,,,,,,,,,,,,,
1737574400000,26484.86666666,26499.316666659997,26320.9,26461.083333330003,26112.4,26358.11666666,25952.016666659998,26427.0,,,,,,,,,,,,,,,,,,
1737574405000,26634.46666666,26348.066666659997,26316.16666666,26386.53333333,26275.61666666,26532.583333330003,26051.66666666,26351.683333330002,,,,,,,,,,,,,,,,,,
1737574410000,26527.683333330002,26459.66666666,26257.05,26482.7,26247.45,26503.36666666,25994.016666659998,26437.0,,,,,,,,,,,,,,,,,,
1737574415000,26722.36666666,26717.78333333,26230.433333330002,26373.53333333,26507.45,26765.35,25991.61666666,26338.8,,,,,,,,,,,,,,,,,,
1737574420000,26619.46666666,26521.016666659998,26489.53333333,26320.66666666,26322.7,26580.11666666,26043.766666659998,26291.4,,,,,,,,,,,,,,,,,,
1737574425000,26913.11666666,26496.48333333,26303.55,26252.816666659997,26298.75,26505.016666659998,26032.566666659997,26212.516666659998,,,,,,,,,,,,,,,,,,
1737574430000,26170.433333330002,26196.36666666,26203.883333330003,25848.98333333,26029.25,26269.383333330003,25669.516666659998,25813.35,,,,,,,,,,,,,,,,,,
1737574435000,25556.516666659998,26353.2,26010.066666659997,26077.083333330003,26122.85,26318.85,25880.3,25997.46666666,,,,,,,,,,,,,,,,,,
1737574440000,26710.066666659997,26441.133333330003,26011.75,26389.333333330003,26187.96666666,26447.333333330003,26396.35,26349.583333330003,,,,,,,,,,,,,,,,,,
1737574445000,26540.083333330003,26612.016666659998,26140.0,26641.95,26400.96666666,26664.86666666,26228.766666659998,26604.25,,,,,,,,,,,,,,,,,,
1737574450000,26859.016666659998,26756.28333333,26390.75,26581.583333330003,26555.96666666,26804.16666666,26321.71666666,26596.85,,,,,,,,,,,,,,,,,,
1737574455000,27182.683333330002,26801.583333330003,26527.16666666,26749.46666666,26635.433333330002,26898.11666666,26079.98333333,26712.46666666,,,,,,,,,,,,,,,,,,
1737574460000,27283.083333330003,26869.883333330003,26620.183333330002,26693.28333333,26876.4,27085.633333330003,26365.85,26656.28333333,,,,,,,,,,,,,,,,,,
1737574465000,26988.3,27288.633333330003,26575.583333330003,26600.71666666,27011.53333333,27235.566666659997,26290.98333333,26561.85,,,,,,,,,,,,,,,,,,
1737574470000,26895.5,27242.28333333,26903.28333333,26577.03333333,26965.333333330003,27192.8,26791.0,26546.65,,,,,,,,,,,,,,,,,,
1737574475000,26761.183333330002,26994.3,26858.95,26664.3,26781.21666666,27039.23333333,26509.6,26626.933333330002,,,,,,,,,,,,,,,,,,
1737574480000,26580.65,26924.8,26763.65,26492.633333330003,26615.066666659997,26878.66666666,26674.96666666,26450.45,,,,,,,,,,,,,,,,,,
1737574485000,26834.91666666,26782.48333333,26601.75,26690.35,26526.53333333,26777.11666666,26682.516666659998,26652.133333330003,,,,,,,,,,,,,,,,,,
1737574490000,26593.25,26744.583333330003,26541.11666666,26811.15,26444.433333330002,26536.816666659997,26709.3,26770.0,,,,,,,,,,,,,,,,,,
1737574495000,27235.36666666,26407.816666659997,26296.316666659997,26791.683333330002,26203.183333330002,26519.683333330002,26370.933333330002,26755.633333330003,,,,,,,,,,,,,,,,,,
1737574500000,25988.066666659997,26657.36666666,26283.75,26606.383333330003,26407.7,26726.9,26177.46666666,26569.25,,,,,,,,,,,,,,,,,,
1737574505000,27032.6,26712.433333330002,26484.833333330003,27193.016666659998,26543.25,26857.41666666,26550.15,27156.41666666,,,,,,,,,,,,,,,,,,
1737574510000,26722.383333330003,26736.8,26624.1,27224.53333333,26495.3,26649.2,26717.78333333,27176.98333333,,,,,,,,,,,,,,,,,,
1737574515000,,,26474.333333330003,,,26653.433333330002,,,,,,,,,,,,,,,,,,,,
1737574520000,,,,,,,,,,,,,,,,,,,,,,,,,,
1737574540000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,,,,
1737574545000,0.0,0.0,290.2,0.0,0.0,983.3666666666,0.0,291.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.9,,,,,,,,,,
1737574550000,1113.0666666666,1119.0,1431.45,1300.2833333333,1202.2166666666,1758.9166666666,1201.5833333333,1442.5,1279.1666666666,1191.0666666666,1202.8,1160.25,1127.2833333333,1266.8,0.0,1339.3833333333,,,,,,,,,,
1737574555000,2170.5333333333,2066.9833333333,2648.6,2325.5666666666,2185.0166666666,3257.6,2207.0333333333,2667.8666666666,2268.0666666666,2142.6666666666,2176.3833333333,2089.05,2041.8666666666,2250.3666666666,1279.5333333333,2554.0833333333,,,,,,,,,,
1737574560000,3401.96666667,3421.65,4066.03333333,3850.63333333,3663.16666667,4669.9,3640.1,4068.66666667,3764.11666667,3632.95,3665.15,3408.95,3359.63333333,3735.05,2306.1166666666,3996.58333333,,,,,,,,,,
1737574565000,4861.91666667,4889.3,5550.33333333,5339.21666667,5131.8,6180.26666667,5101.08333333,5591.78333333,5223.8,5089.43333333,5135.03333333,4871.41666667,4790.25,5173.33333333,3819.15,5264.28333333,,,,,,,,,,
1737574570000,6360.81666667,6350.13333333,7017.18333333,6751.81666666,6576.28333333,7562.93333333,6580.4,7066.81666666,6606.15,6513.58333333,6577.0,6452.61666667,6320.83333333,6555.26666667,5284.33333333,6846.1,,,,,,,,,,
1737574575000,8079.31666666,7870.41666666,8818.61666666,8521.56666666,8130.4,9162.36666666,8099.25,8881.95,8383.78333333,8030.6,8121.35,7985.41666666,7819.61666666,8307.28333333,6692.88333333,8537.88333333,,,,,,,,,,
1737574580000,9671.6,9728.65,10343.73333333,10187.71666666,9736.86666666,10950.03333333,9816.28333333,10445.63333333,9961.98333333,9656.71666666,9737.45,9691.26666666,9530.28333333,9888.33333333,8436.3,10296.96666666,,,,,,,,,,
