,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
1737573815000,999.0,948.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573820000,999.0,945.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573825000,999.0,956.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573830000,999.0,960.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573835000,999.0,957.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573840000,998.0,958.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573845000,998.0,959.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573850000,999.0,964.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573855000,999.0,966.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573860000,999.0,965.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573865000,998.0,970.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573870000,998.0,970.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573875000,998.0,970.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573880000,998.0,972.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573885000,998.0,973.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573890000,997.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573895000,997.0,979.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573900000,997.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573905000,998.0,980.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573910000,998.0,979.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573915000,997.0,979.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573920000,997.0,979.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573925000,992.0,979.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573930000,992.0,976.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573935000,993.0,976.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573940000,993.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573945000,993.0,972.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573950000,994.0,970.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573955000,993.0,968.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573960000,993.0,971.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573965000,992.0,970.0,,,,,,,,,,,,,,,,,,,,,,,,
1737573970000,,,,,,,,,,,,,,,,,,,,,,,,,,
1737573990000,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,
1737573995000,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,
1737574000000,649.0,0.0,143.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1737574005000,822.0,258.0,385.0,217.0,,,,,,,,,,,,,,,,,,,,,,
1737574010000,872.0,444.0,569.0,413.0,,,,,,,,,,,,,,,,,,,,,,
1737574015000,887.0,531.0,617.0,517.0,,,,,,,,,,,,,,,,,,,,,,
1737574020000,902.0,578.0,667.0,577.0,,,,,,,,,,,,,,,,,,,,,,
1737574025000,913.0,634.0,699.0,624.0,,,,,,,,,,,,,,,,,,,,,,
1737574030000,924.0,656.0,728.0,656.0,,,,,,,,,,,,,,,,,,,,,,
1737574035000,933.0,691.0,751.0,689.0,,,,,,,,,,,,,,,,,,,,,,
1737574040000,938.0,706.0,768.0,699.0,,,,,,,,,,,,,,,,,,,,,,
1737574045000,940.0,723.0,779.0,720.0,,,,,,,,,,,,,,,,,,,,,,
1737574050000,940.0,744.0,790.0,738.0,,,,,,,,,,,,,,,,,,,,,,
1737574055000,942.0,752.0,802.0,750.0,,,,,,,,,,,,,,,,,,,,,,
1737574060000,967.0,829.0,864.0,852.0,,,,,,,,,,,,,,,,,,,,,,
1737574065000,965.0,861.0,883.0,862.0,,,,,,,,,,,,,,,,,,,,,,
1737574070000,964.0,866.0,885.0,870.0,,,,,,,,,,,,,,,,,,,,,,
1737574075000,963.0,872.0,896.0,872.0,,,,,,,,,,,,,,,,,,,,,,
1737574080000,963.0,886.0,901.0,885.0,,,,,,,,,,,,,,,,,,,,,,
1737574085000,963.0,885.0,908.0,886.0,,,,,,,,,,,,,,,,,,,,,,
1737574090000,960.0,891.0,904.0,890.0,,,,,,,,,,,,,,,,,,,,,,
1737574095000,957.0,891.0,904.0,892.0,,,,,,,,,,,,,,,,,,,,,,
1737574100000,957.0,899.0,908.0,905.0,,,,,,,,,,,,,,,,,,,,,,
1737574105000,960.0,901.0,912.0,899.0,,,,,,,,,,,,,,,,,,,,,,
1737574110000,963.0,893.0,910.0,901.0,,,,,,,,,,,,,,,,,,,,,,
1737574115000,958.0,898.0,907.0,903.0,,,,,,,,,,,,,,,,,,,,,,
1737574120000,958.0,900.0,911.0,908.0,,,,,,,,,,,,,,,,,,,,,,
1737574125000,959.0,899.0,919.0,907.0,,,,,,,,,,,,,,,,,,,,,,
1737574130000,956.0,899.0,915.0,908.0,,,,,,,,,,,,,,,,,,,,,,
1737574135000,956.0,907.0,916.0,914.0,,,,,,,,,,,,,,,,,,,,,,
1737574140000,955.0,899.0,917.0,905.0,,,,,,,,,,,,,,,,,,,,,,
1737574145000,953.0,900.0,917.0,908.0,,,,,,,,,,,,,,,,,,,,,,
1737574150000,949.0,909.0,921.0,912.0,,,,,,,,,,,,,,,,,,,,,,
1737574155000,948.0,900.0,925.0,906.0,,,,,,,,,,,,,,,,,,,,,,
1737574160000,942.0,896.0,922.0,901.0,,,,,,,,,,,,,,,,,,,,,,
1737574165000,942.0,899.0,922.0,909.0,,,,,,,,,,,,,,,,,,,,,,
1737574170000,942.0,898.0,927.0,902.0,,,,,,,,,,,,,,,,,,,,,,
1737574175000,945.0,903.0,928.0,906.0,,,,,,,,,,,,,,,,,,,,,,
1737574180000,946.0,900.0,931.0,901.0,,,,,,,,,,,,,,,,,,,,,,
1737574185000,943.0,897.0,929.0,903.0,,,,,,,,,,,,,,,,,,,,,,
1737574190000,945.0,904.0,929.0,905.0,,,,,,,,,,,,,,,,,,,,,,
1737574195000,948.0,897.0,933.0,903.0,,,,,,,,,,,,,,,,,,,,,,
1737574200000,946.0,900.0,933.0,904.0,,,,,,,,,,,,,,,,,,,,,,
1737574205000,945.0,897.0,931.0,902.0,,,,,,,,,,,,,,,,,,,,,,
1737574210000,947.0,894.0,934.0,898.0,,,,,,,,,,,,,,,,,,,,,,
1737574215000,949.0,900.0,929.0,902.0,,,,,,,,,,,,,,,,,,,,,,
1737574220000,956.0,899.0,929.0,895.0,,,,,,,,,,,,,,,,,,,,,,
1737574225000,953.0,892.0,925.0,891.0,,,,,,,,,,,,,,,,,,,,,,
1737574230000,950.0,899.0,922.0,896.0,,,,,,,,,,,,,,,,,,,,,,
1737574235000,954.0,895.0,927.0,896.0,,,,,,,,,,,,,,,,,,,,,,
1737574240000,955.0,895.0,923.0,,,,,,,,,,,,,,,,,,,,,,,
1737574245000,,,,,,,,,,,,,,,,,,,,,,,,,,
1737574265000,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,,,,,,,,,,,,,,,,,,
1737574270000,682.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,,,,,
1737574275000,772.0,694.0,1000.0,365.0,800.0,712.0,362.0,355.0,,,,,,,,,,,,,,,,,,
1737574280000,802.0,767.0,695.0,586.0,822.0,793.0,599.0,586.0,,,,,,,,,,,,,,,,,,
1737574285000,809.0,760.0,752.0,649.0,807.0,802.0,666.0,659.0,,,,,,,,,,,,,,,,,,
1737574290000,815.0,772.0,749.0,703.0,811.0,813.0,706.0,710.0,,,,,,,,,,,,,,,,,,
1737574295000,824.0,783.0,759.0,734.0,814.0,823.0,738.0,744.0,,,,,,,,,,,,,,,,,,
1737574300000,832.0,800.0,764.0,763.0,822.0,836.0,758.0,772.0,,,,,,,,,,,,,,,,,,
1737574305000,831.0,799.0,774.0,766.0,815.0,834.0,768.0,778.0,,,,,,,,,,,,,,,,,,
1737574310000,836.0,804.0,770.0,776.0,819.0,840.0,779.0,789.0,,,,,,,,,,,,,,,,,,
1737574315000,838.0,810.0,774.0,791.0,819.0,847.0,790.0,802.0,,,,,,,,,,,,,,,,,,
1737574320000,836.0,814.0,778.0,794.0,822.0,849.0,791.0,806.0,,,,,,,,,,,,,,,,,,
1737574325000,838.0,813.0,780.0,799.0,828.0,854.0,800.0,816.0,,,,,,,,,,,,,,,,,,
1737574330000,850.0,814.0,781.0,805.0,828.0,861.0,808.0,823.0,,,,,,,,,,,,,,,,,,
1737574335000,844.0,823.0,782.0,845.0,830.0,876.0,853.0,868.0,,,,,,,,,,,,,,,,,,
1737574340000,845.0,821.0,787.0,846.0,828.0,875.0,851.0,871.0,,,,,,,,,,,,,,,,,,
1737574345000,846.0,827.0,785.0,849.0,831.0,880.0,859.0,873.0,,,,,,,,,,,,,,,,,,
1737574350000,845.0,824.0,790.0,847.0,827.0,879.0,860.0,874.0,,,,,,,,,,,,,,,,,,
1737574355000,844.0,830.0,786.0,848.0,829.0,883.0,861.0,874.0,,,,,,,,,,,,,,,,,,
1737574360000,840.0,826.0,790.0,842.0,825.0,882.0,860.0,870.0,,,,,,,,,,,,,,,,,,
1737574365000,850.0,829.0,787.0,847.0,825.0,883.0,860.0,873.0,,,,,,,,,,,,,,,,,,
1737574370000,845.0,826.0,791.0,845.0,823.0,881.0,856.0,870.0,,,,,,,,,,,,,,,,,,
1737574375000,845.0,827.0,794.0,846.0,825.0,878.0,856.0,870.0,,,,,,,,,,,,,,,,,,
1737574380000,851.0,827.0,796.0,848.0,821.0,881.0,861.0,873.0,,,,,,,,,,,,,,,,,,
1737574385000,847.0,827.0,797.0,846.0,814.0,877.0,853.0,866.0,,,,,,,,,,,,,,,,,,
1737574390000,854.0,830.0,798.0,845.0,813.0,871.0,850.0,863.0,,,,,,,,,,,,,,,,,,
1737574395000,859.0,834.0,799.0,844.0,815.0,868.0,845.0,859.0,,,,,,,,,,,,,,,,,,
1737574400000,861.0,836.0,806.0,843.0,817.0,867.0,846.0,858.0,,,,,,,,,,,,,,,,,,
1737574405000,860.0,833.0,809.0,845.0,820.0,863.0,842.0,859.0,,,,,,,,,,,,,,,,,,
1737574410000,854.0,832.0,807.0,843.0,824.0,864.0,844.0,855.0,,,,,,,,,,,,,,,,,,
1737574415000,853.0,820.0,808.0,839.0,818.0,855.0,836.0,850.0,,,,,,,,,,,,,,,,,,
1737574420000,856.0,819.0,800.0,841.0,824.0,853.0,840.0,850.0,,,,,,,,,,,,,,,,,,
1737574425000,852.0,815.0,803.0,841.0,825.0,854.0,843.0,853.0,,,,,,,,,,,,,,,,,,
1737574430000,857.0,816.0,802.0,843.0,826.0,855.0,848.0,854.0,,,,,,,,,,,,,,,,,,
1737574435000,858.0,810.0,799.0,839.0,824.0,855.0,846.0,849.0,,,,,,,,,,,,,,,,,,
1737574440000,849.0,812.0,797.0,840.0,831.0,858.0,843.0,848.0,,,,,,,,,,,,,,,,,,
1737574445000,853.0,810.0,802.0,844.0,834.0,858.0,849.0,853.0,,,,,,,,,,,,,,,,,,
1737574450000,846.0,806.0,800.0,848.0,835.0,859.0,851.0,855.0,,,,,,,,,,,,,,,,,,
1737574455000,846.0,804.0,799.0,853.0,833.0,862.0,857.0,861.0,,,,,,,,,,,,,,,,,,
1737574460000,842.0,806.0,795.0,858.0,835.0,864.0,859.0,864.0,,,,,,,,,,,,,,,,,,
1737574465000,846.0,809.0,796.0,861.0,834.0,868.0,864.0,867.0,,,,,,,,,,,,,,,,,,
1737574470000,854.0,812.0,798.0,865.0,835.0,871.0,868.0,872.0,,,,,,,,,,,,,,,,,,
1737574475000,856.0,823.0,803.0,872.0,840.0,878.0,878.0,881.0,,,,,,,,,,,,,,,,,,
1737574480000,856.0,820.0,810.0,869.0,837.0,881.0,870.0,879.0,,,,,,,,,,,,,,,,,,
1737574485000,853.0,823.0,810.0,868.0,838.0,884.0,872.0,874.0,,,,,,,,,,,,,,,,,,
1737574490000,851.0,823.0,815.0,867.0,838.0,882.0,872.0,875.0,,,,,,,,,,,,,,,,,,
1737574495000,850.0,820.0,814.0,866.0,839.0,881.0,876.0,879.0,,,,,,,,,,,,,,,,,,
1737574500000,860.0,820.0,814.0,868.0,838.0,879.0,881.0,882.0,,,,,,,,,,,,,,,,,,
1737574505000,860.0,818.0,812.0,862.0,834.0,876.0,878.0,876.0,,,,,,,,,,,,,,,,,,
1737574510000,861.0,820.0,812.0,858.0,835.0,873.0,874.0,872.0,,,,,,,,,,,,,,,,,,
1737574515000,,,816.0,,,872.0,,,,,,,,,,,,,,,,,,,,
1737574520000,,,,,,,,,,,,,,,,,,,,,,,,,,
1737574540000,,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,,,,1000.0,1000.0,,1000.0,,,,,,,,,,
1737574545000,1000.0,1000.0,23.0,1000.0,1000.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,162.0,,,,,,,,,,
1737574550000,176.0,0.0,131.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,168.0,,,,,,,,,,
1737574555000,457.0,138.0,287.0,0.0,133.0,183.0,110.0,284.0,0.0,106.0,105.0,120.0,134.0,0.0,0.0,271.0,,,,,,,,,,
1737574560000,599.0,290.0,385.0,146.0,310.0,291.0,295.0,380.0,147.0,290.0,283.0,305.0,298.0,164.0,0.0,361.0,,,,,,,,,,
1737574565000,677.0,372.0,444.0,276.0,390.0,362.0,383.0,427.0,262.0,372.0,373.0,394.0,380.0,280.0,139.0,428.0,,,,,,,,,,
1737574570000,723.0,428.0,492.0,367.0,449.0,426.0,445.0,469.0,342.0,432.0,432.0,457.0,440.0,365.0,261.0,468.0,,,,,,,,,,
1737574575000,759.0,477.0,515.0,408.0,483.0,449.0,481.0,494.0,373.0,470.0,470.0,495.0,481.0,407.0,350.0,481.0,,,,,,,,,,
1737574580000,768.0,497.0,553.0,457.0,515.0,480.0,512.0,531.0,425.0,502.0,503.0,519.0,503.0,458.0,394.0,518.0,,,,,,,,,,
1737574585000,782.0,529.0,574.0,489.0,545.0,509.0,538.0,551.0,458.0,525.0,528.0,543.0,525.0,487.0,440.0,537.0,,,,,,,,,,
1737574590000,798.0,552.0,597.0,512.0,573.0,531.0,566.0,568.0,481.0,548.0,554.0,570.0,547.0,514.0,476.0,559.0,,,,,,,,,,
1737574595000,806.0,572.0,613.0,537.0,583.0,548.0,584.0,584.0,502.0,559.0,569.0,589.0,563.0,538.0,502.0,575.0,,,,,,,,,,
1737574600000,813.0,583.0,631.0,555.0,602.0,561.0,605.0,602.0,523.0,576.0,590.0,606.0,578.0,556.0,526.0,589.0,,,,,,,,,,
1737574605000,816.0,592.0,692.0,574.0,612.0,654.0,617.0,661.0,540.0,586.0,600.0,620.0,586.0,572.0,545.0,642.0,,,,,,,,,,
1737574610000,876.0,663.0,743.0,692.0,688.0,690.0,697.0,708.0,650.0,664.0,679.0,699.0,662.0,685.0,560.0,688.0,,,,,,,,,,
1737574615000,891.0,696.0,764.0,720.0,724.0,700.0,729.0,722.0,675.0,696.0,712.0,737.0,694.0,711.0,673.0,714.0,,,,,,,,,,
1737574620000,885.0,702.0,773.0,727.0,727.0,715.0,733.0,729.0,677.0,698.0,716.0,735.0,695.0,716.0,701.0,724.0,,,,,,,,,,
1737574625000,883.0,708.0,781.0,733.0,738.0,720.0,742.0,738.0,687.0,709.0,723.0,743.0,702.0,725.0,708.0,727.0,,,,,,,,,,
1737574630000,882.0,720.0,784.0,733.0,746.0,721.0,749.0,742.0,687.0,715.0,733.0,749.0,708.0,726.0,715.0,733.0,,,,,,,,,,
1737574635000,879.0,724.0,800.0,749.0,756.0,735.0,756.0,755.0,707.0,722.0,738.0,758.0,716.0,740.0,717.0,752.0,,,,,,,,,,
1737574640000,880.0,728.0,778.0,738.0,757.0,720.0,755.0,734.0,692.0,722.0,738.0,762.0,716.0,726.0,729.0,737.0,,,,,,,,,,
1737574645000,863.0,710.0,779.0,736.0,744.0,720.0,746.0,737.0,688.0,715.0,728.0,748.0,705.0,723.0,719.0,742.0,,,,,,,,,,
1737574650000,862.0,713.0,780.0,745.0,743.0,725.0,745.0,741.0,695.0,718.0,731.0,751.0,714.0,729.0,713.0,737.0,,,,,,,,,,
1737574655000,859.0,710.0,782.0,738.0,746.0,723.0,742.0,742.0,689.0,717.0,730.0,745.0,709.0,720.0,719.0,737.0,,,,,,,,,,
1737574660000,861.0,713.0,785.0,740.0,747.0,729.0,740.0,746.0,695.0,720.0,733.0,745.0,711.0,723.0,712.0,743.0,,,,,,,,,,
1737574665000,863.0,721.0,792.0,743.0,752.0,731.0,742.0,752.0,698.0,723.0,735.0,747.0,717.0,728.0,714.0,743.0,,,,,,,,,,
1737574670000,864.0,714.0,784.0,736.0,751.0,722.0,740.0,746.0,694.0,719.0,734.0,742.0,711.0,720.0,720.0,747.0,,,,,,,,,,
1737574675000,858.0,711.0,780.0,734.0,743.0,728.0,733.0,743.0,692.0,712.0,728.0,737.0,707.0,715.0,716.0,742.0,,,,,,,,,,
1737574680000,859.0,712.0,782.0,741.0,746.0,721.0,736.0,744.0,699.0,712.0,727.0,740.0,708.0,720.0,712.0,746.0,,,,,,,,,,
1737574685000,859.0,718.0,782.0,744.0,747.0,723.0,739.0,748.0,698.0,713.0,728.0,743.0,713.0,723.0,714.0,749.0,,,,,,,,,,
1737574690000,861.0,712.0,782.0,747.0,747.0,724.0,742.0,749.0,699.0,713.0,727.0,745.0,711.0,727.0,716.0,746.0,,,,,,,,,,
1737574695000,856.0,707.0,782.0,745.0,749.0,723.0,746.0,749.0,698.0,713.0,726.0,742.0,706.0,725.0,720.0,746.0,,,,,,,,,,
1737574700000,857.0,713.0,802.0,755.0,753.0,741.0,754.0,768.0,710.0,717.0,728.0,743.0,711.0,736.0,719.0,763.0,,,,,,,,,,
1737574705000,877.0,732.0,807.0,764.0,765.0,745.0,766.0,770.0,718.0,730.0,740.0,760.0,727.0,744.0,730.0,764.0,,,,,,,,,,
1737574710000,875.0,731.0,805.0,763.0,768.0,740.0,769.0,767.0,718.0,732.0,740.0,759.0,721.0,744.0,738.0,768.0,,,,,,,,,,
1737574715000,881.0,731.0,809.0,767.0,771.0,744.0,771.0,773.0,726.0,739.0,745.0,765.0,726.0,749.0,739.0,767.0,,,,,,,,,,
1737574720000,877.0,732.0,801.0,765.0,761.0,745.0,762.0,767.0,717.0,731.0,730.0,759.0,719.0,747.0,743.0,762.0,,,,,,,,,,
