Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 5)","('flink_taskmanager_job_task_numRecordsInPerSecond', 6)","('flink_taskmanager_job_task_numRecordsInPerSecond', 7)","('flink_taskmanager_job_task_numRecordsInPerSecond', 8)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 6)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 7)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 8)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,-1.0,1308.0,1
5,0.0,,,,,,,,,1000.0,,,,,,,,,0.0,0.0,22464.0,88.0,1
10,0.0,,,,,,,,,146.0,,,,,,,,,0.0,0.0,22464.0,87.0,1
15,0.0,,,,,,,,,69.0,,,,,,,,,0.0,0.0,22464.0,82.0,1
20,0.0,,,,,,,,,46.0,,,,,,,,,0.0,0.0,22464.0,1538.0,1
25,595.4666666666,,,,,,,,,198.0,,,,,,,,,52.0,40.0,1687086.0,799.0,1
30,980.65,,,,,,,,,269.0,,,,,,,,,96.0,79.0,2392584.0,1100.0,1
35,2411.8833333333,,,,,,,,,344.0,,,,,,,,,168.0,135.0,2707223.0,897.0,1
40,4509.53333333,,,,,,,,,432.0,,,,,,,,,268.0,255.0,2793395.0,5200.0,1
45,7928.8,,,,,,,,,503.0,,,,,,,,,335.0,345.0,10666428.0,2298.0,1
50,10136.0,,,,,,,,,558.0,,,,,,,,,446.0,465.0,17542072.0,2298.0,1
55,12166.68333333,,,,,,,,,603.0,,,,,,,,,492.0,515.0,17542072.0,1729.0,1
60,13065.93333333,,,,,,,,,639.0,,,,,,,,,563.0,580.0,14678045.0,5595.0,1
65,14442.766666659998,,,,,,,,,669.0,,,,,,,,,591.0,610.0,17881789.0,2215.0,1
70,16112.616666659998,,,,,,,,,740.0,,,,,,,,,719.0,738.0,20451651.0,7097.0,1
75,16384.0,,,,,,,,,824.0,,,,,,,,,803.0,820.0,12867439.0,1450.0,1
80,18547.4,,,,,,,,,907.0,,,,,,,,,955.0,972.0,17464258.0,1450.0,1
85,18152.6,,,,,,,,,936.0,,,,,,,,,1000.0,1000.0,17464258.0,1362.0,1
90,19146.33333333,,,,,,,,,974.0,,,,,,,,,1000.0,1000.0,14465242.0,1362.0,1
95,18995.066666659997,,,,,,,,,997.0,,,,,,,,,1000.0,1000.0,14465242.0,2034.0,1
100,18362.68333333,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,19372987.0,5595.0,1
105,15438.93333333,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,13988298.0,1436.0,1
110,14968.533333329999,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,16921165.0,2038.0,1
115,13314.91666666,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,21687709.0,2038.0,1
120,13908.283333329999,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,21687709.0,1745.0,1
125,13780.783333329999,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,16275668.0,4698.0,1
130,12845.3,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,18697374.0,2231.0,1
135,13963.0,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,21383912.0,1645.0,1
140,13053.18333333,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,16376210.0,3874.0,1
145,13514.98333333,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,19021081.0,2208.0,1
150,13758.2,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,21770001.0,1368.0,1
155,13849.633333329999,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,17248222.0,2497.0,1
160,12826.883333329999,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,19106810.0,5294.0,1
165,13818.16666666,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,22581097.0,1856.0,1
170,13727.4,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,21012257.0,1537.0,1
175,14127.43333333,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,17455290.0,3900.0,1
180,13563.866666659998,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,19893145.0,1896.0,1
185,14055.716666659999,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,18926147.0,3097.0,1
190,14274.65,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,15466821.0,2048.0,1
195,14027.783333329999,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,21307874.0,4697.0,1
200,13973.466666659999,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,14449292.0,1550.0,1
205,15033.98333333,,,,,,,,,1000.0,,,,,,,,,1000.0,1000.0,17195306.0,,1
210,,,,,,,,,,,,,,,,,,,,,,,0
250,,,,,,,,,,,,,,,,,,,,,,-1.0,0
255,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,0
260,0.0,0.0,,,,,,,,,1000.0,,,,,,,,0.0,0.0,-1.0,-1.0,2
265,0.0,0.0,,,,,,,,1000.0,920.0,,,,,,,,0.0,0.0,-1.0,-1.0,2
270,222.7166666666,224.8833333333,,,,,,,,969.0,582.0,,,,,,,,24.0,0.0,-1.0,6310.0,2
275,694.3333333333,774.7166666666,,,,,,,,980.0,447.0,,,,,,,,132.0,138.0,15580531.0,8427.0,2
280,765.55,935.6333333333,,,,,,,,985.0,505.0,,,,,,,,333.0,338.0,19265620.0,4953.0,2
285,1626.85,1623.4833333333,,,,,,,,988.0,483.0,,,,,,,,450.0,455.0,22020852.0,3638.0,2
290,2469.8333333333,2550.1666666666,,,,,,,,990.0,494.0,,,,,,,,529.0,543.0,25952624.0,2279.0,2
