,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737219210000,1000.0
1737219215000,385.0
1737219220000,316.0
1737219225000,264.0
1737219230000,438.0
1737219235000,550.0
1737219240000,625.0
1737219245000,679.0
1737219250000,719.0
1737219255000,750.0
1737219260000,775.0
1737219265000,796.0
1737219270000,813.0
1737219275000,864.0
1737219280000,927.0
1737219285000,997.0
1737219290000,1000.0
1737219295000,1000.0
1737219300000,1000.0
1737219305000,1000.0
1737219310000,1000.0
1737219315000,1000.0
1737219320000,1000.0
1737219325000,1000.0
1737219330000,1000.0
1737219335000,1000.0
1737219340000,1000.0
1737219345000,1000.0
1737219350000,1000.0
1737219355000,1000.0
1737219360000,1000.0
1737219365000,1000.0
1737219370000,1000.0
1737219375000,1000.0
1737219380000,1000.0
1737219385000,1000.0
1737219390000,1000.0
1737219395000,1000.0
1737219400000,1000.0
1737219405000,1000.0
1737219410000,1000.0
1737219415000,1000.0
1737219420000,1000.0
1737219425000,1000.0
1737219430000,1000.0
1737219435000,1000.0
1737219440000,1000.0
1737219445000,1000.0
1737219450000,
