,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737219210000,0.0
1737219215000,732.4833333333
1737219220000,2398.4833333333
1737219225000,2404.7166666666
1737219230000,8218.73333333
1737219235000,14469.216666659999
1737219240000,19837.983333329998
1737219245000,24071.98333333
1737219250000,24219.05
1737219255000,25916.75
1737219260000,28907.083333330003
1737219265000,28907.083333330003
1737219270000,36330.91666666
1737219275000,35618.86666666
1737219280000,33952.86666666
1737219285000,39752.86666666
1737219290000,33938.85
1737219295000,33502.78333333
1737219300000,28134.016666659998
1737219305000,25962.96666666
1737219310000,31130.91666666
1737219315000,35229.06666666
1737219320000,32238.73333333
1737219325000,38204.28333333
1737219330000,30780.45
1737219335000,36838.8
1737219340000,36838.8
1737219345000,35403.65
1737219350000,36782.0
1737219355000,32440.78333333
1737219360000,36969.58333333
1737219365000,35215.3
1737219370000,35466.65
1737219375000,29670.8
1737219380000,31267.75
1737219385000,31686.883333330003
1737219390000,34037.233333330005
1737219395000,33290.66666666
1737219400000,33290.66666666
1737219405000,35233.0
1737219410000,33854.65
1737219415000,35495.95
1737219420000,33664.18333333
1737219425000,33665.13333333
1737219430000,33874.233333330005
1737219435000,33874.233333330005
1737219440000,33649.01666666
1737219445000,33694.91666666
1737219450000,
