,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1701941290000,0.0,,,,,,,
1701941295000,0.0,,,,,,,
1701941300000,0.0,,,,,,,
1701941305000,184.8333333333,,,,,,,
1701941310000,1081.45,,,,,,,
1701941315000,2157.5333333332997,,,,,,,
1701941320000,4008.58333333,,,,,,,
1701941325000,5537.53333333,,,,,,,
1701941330000,6772.883333329999,,,,,,,
1701941335000,8442.61666666,,,,,,,
1701941340000,10248.633333329999,,,,,,,
1701941345000,10910.73333333,,,,,,,
1701941350000,12830.766666659998,,,,,,,
1701941355000,13605.35,,,,,,,
1701941360000,14716.73333333,,,,,,,
1701941365000,16359.81666666,,,,,,,
1701941370000,16008.516666659998,,,,,,,
1701941375000,16241.06666666,,,,,,,
1701941380000,16177.016666659998,,,,,,,
1701941385000,15794.383333329999,,,,,,,
1701941390000,15572.266666659998,,,,,,,
1701941395000,16049.133333329999,,,,,,,
1701941400000,14477.7,,,,,,,
1701941405000,15387.55,,,,,,,
1701941410000,14285.81666666,,,,,,,
1701941415000,14608.883333329999,,,,,,,
1701941420000,15170.33333333,,,,,,,
1701941425000,14595.383333329999,,,,,,,
1701941430000,14335.16666666,,,,,,,
1701941435000,14650.466666659999,,,,,,,
1701941440000,14620.35,,,,,,,
1701941445000,14978.133333329999,,,,,,,
1701941450000,14430.23333333,,,,,,,
1701941455000,13495.93333333,,,,,,,
1701941460000,14802.73333333,,,,,,,
1701941465000,14641.533333329999,,,,,,,
1701941470000,14673.7,,,,,,,
1701941475000,14379.6,,,,,,,
1701941480000,14401.3,,,,,,,
1701941485000,14796.85,,,,,,,
1701941490000,14927.56666666,,,,,,,
1701941495000,14507.716666659999,,,,,,,
1701941500000,14700.4,,,,,,,
