,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1708036715000,0.0,,,,,,,
1708036720000,,,,,,,,
1708036725000,0.0,,,,,,,
1708036730000,194.0666666666,,,,,,,
1708036735000,194.0666666666,,,,,,,
1708036740000,194.0666666666,,,,,,,
1708036745000,3138.75,,,,,,,
1708036750000,5480.41666667,,,,,,,
1708036755000,5628.03333333,,,,,,,
1708036760000,10643.11666666,,,,,,,
1708036765000,14637.616666659998,,,,,,,
1708036770000,18980.18333333,,,,,,,
1708036775000,24635.73333333,,,,,,,
1708036780000,29444.75,,,,,,,
1708036785000,31902.516666659998,,,,,,,
1708036790000,38707.3,,,,,,,
1708036795000,42909.25,,,,,,,
1708036800000,45305.13333333,,,,,,,
1708036805000,48609.266666660005,,,,,,,
1708036810000,46705.516666660005,,,,,,,
1708036815000,49645.366666660004,,,,,,,
1708036820000,47473.16666666001,,,,,,,
1708036825000,43478.66666666,,,,,,,
1708036830000,39136.1,,,,,,,
1708036835000,33480.55,,,,,,,
1708036840000,32640.766666659998,,,,,,,
1708036845000,33011.966666659995,,,,,,,
1708036850000,31515.78333333,,,,,,,
1708036855000,32023.6,,,,,,,
1708036860000,33635.33333333,,,,,,,
1708036865000,31944.883333330003,,,,,,,
1708036870000,33264.466666659995,,,,,,,
1708036875000,35362.716666659995,,,,,,,
1708036880000,35057.61666666,,,,,,,
1708036885000,35057.61666666,,,,,,,
1708036890000,35297.5,,,,,,,
1708036895000,37628.56666666,,,,,,,
1708036900000,39436.15,,,,,,,
1708036905000,40930.86666666,,,,,,,
1708036910000,39904.43333333,,,,,,,
1708036915000,39817.5,,,,,,,
1708036920000,39367.36666666,,,,,,,
1708036925000,38986.41666666,,,,,,,
