,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737806725000,0.0
1737806730000,1212.8166666666
1737806735000,2289.4
1737806740000,5977.733333329999
1737806745000,10423.633333329999
1737806750000,11086.86666666
1737806755000,15674.6
1737806760000,15674.6
1737806765000,23263.91666666
1737806770000,23263.91666666
1737806775000,23263.91666666
1737806780000,25644.73333333
1737806785000,30012.833333330003
1737806790000,28800.016666659998
1737806795000,29560.1
1737806800000,30603.933333330002
1737806805000,26158.03333333
1737806810000,29747.41666666
1737806815000,27900.2
1737806820000,27900.2
1737806825000,22408.316666659997
1737806830000,30944.55
1737806835000,30944.55
1737806840000,34477.86666666
1737806845000,30109.766666659998
1737806850000,32620.71666666
1737806855000,34338.25
1737806860000,29606.083333330003
1737806865000,35082.716666659995
1737806870000,30830.1
1737806875000,30191.083333330003
1737806880000,33961.1
1737806885000,31863.66666666
1737806890000,24632.05
1737806895000,30158.766666659998
1737806900000,27364.066666659997
1737806905000,27406.766666659998
1737806910000,30889.566666659997
1737806915000,27335.36666666
1737806920000,30080.766666659998
1737806925000,27602.833333330003
1737806930000,27602.833333330003
1737806935000,31407.03333333
1737806940000,27637.016666659998
1737806945000,28902.71666666
1737806950000,31939.633333330003
1737806955000,26412.91666666
1737806960000,24815.46666666
1737806965000,29316.55
1737806970000,
