Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,1000.0,0.0,0.0,22637.0,15.0,1
5,0.0,1000.0,0.0,0.0,22637.0,23.0,1
10,0.0,0.0,0.0,0.0,276163.0,272.0,1
15,130.5833333333,0.0,0.0,0.0,1746621.0,120.0,1
20,517.4166666666,0.0,0.0,0.0,7637814.0,470.0,1
25,798.4666666666,0.0,0.0,0.0,26665646.0,885.0,1
30,12214.16666666,46.0,0.0,81.0,26665646.0,885.0,1
35,17702.266666659998,201.0,63.0,205.0,11547533.0,487.0,1
40,17736.16666666,315.0,196.0,391.0,22598772.0,788.0,1
45,23350.316666659997,400.0,464.0,448.0,22598772.0,788.0,1
50,28207.48333333,467.0,542.0,514.0,26074990.0,506.0,1
55,32982.16666666,520.0,585.0,550.0,16501256.0,568.0,1
60,33838.55,564.0,623.0,589.0,16501256.0,568.0,1
65,44405.35,600.0,728.0,682.0,16501256.0,568.0,1
70,48351.4,743.0,807.0,758.0,27455431.0,490.0,1
75,48220.81666666,825.0,890.0,841.0,25673232.0,578.0,1
80,57577.33333333,903.0,1000.0,1000.0,25673232.0,578.0,1
85,58018.38333333,980.0,1000.0,1000.0,25673232.0,578.0,1
90,46602.68333333,998.0,1000.0,1000.0,26416099.0,378.0,1
95,46682.6,1000.0,1000.0,1000.0,26416099.0,378.0,1
100,48774.516666660005,998.0,1000.0,1000.0,30124104.0,383.0,1
105,43160.36666666,998.0,1000.0,1000.0,30124104.0,383.0,1
110,44224.76666666,998.0,1000.0,1000.0,30124104.0,383.0,1
115,39450.08333333,998.0,1000.0,1000.0,30124104.0,383.0,1
120,38870.78333333,998.0,1000.0,1000.0,30124104.0,383.0,1
125,,,,,30124104.0,383.0,0
145,0.0,1000.0,0.0,0.0,30124104.0,383.0,1
150,0.0,1000.0,0.0,0.0,30124104.0,383.0,1
155,5.816666666666,898.0,1000.0,1000.0,23522946.0,609.0,1
160,61.7333333333,949.0,1000.0,1000.0,11186314.0,351.0,1
165,9106.65,943.0,1000.0,1000.0,24738442.0,828.0,1
170,15610.73333333,958.0,1000.0,1000.0,39515505.0,1085.0,1
175,21692.36666666,966.0,1000.0,1000.0,41854775.0,1028.0,1
180,27855.183333330002,972.0,1000.0,1000.0,41854775.0,1028.0,1
185,28646.65,976.0,1000.0,1000.0,22855270.0,1501.0,1
190,28646.65,979.0,1000.0,1000.0,8127413.0,314.0,1
195,36349.33333333,981.0,1000.0,1000.0,11831948.0,1712.0,1
200,42042.466666659995,983.0,1000.0,1000.0,11831948.0,1712.0,1
205,43264.95,985.0,1000.0,1000.0,11831948.0,1712.0,1
210,43264.95,986.0,1000.0,1000.0,11831948.0,1712.0,1
215,43259.13333333,995.0,1000.0,1000.0,22192440.0,306.0,1
220,43248.03333333,995.0,1000.0,1000.0,24809415.0,383.0,1
225,,,,,24809415.0,383.0,0
130,,,,,30124104.0,383.0,0
135,,,,,30124104.0,383.0,0
140,,,,,30124104.0,383.0,0
230,,,,,24809415.0,383.0,0
235,,,,,,,0
