,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Source:_Source2
,0
Timestamp,
1736535305000,-9.223372036854775e+18
1736535310000,-9.223372036854775e+18
1736535315000,-9.223372036854775e+18
1736535320000,-9.223372036854775e+18
1736535325000,-9.223372036854775e+18
1736535330000,-9.223372036854775e+18
1736535335000,-9.223372036854775e+18
1736535340000,-9.223372036854775e+18
1736535345000,-9.223372036854775e+18
1736535350000,-9.223372036854775e+18
1736535355000,-9.223372036854775e+18
1736535360000,-9.223372036854775e+18
1736535365000,
1736535380000,-9.223372036854775e+18
1736535385000,-9.223372036854775e+18
1736535390000,-9.223372036854775e+18
1736535395000,-9.223372036854775e+18
1736535400000,-9.223372036854775e+18
1736535405000,-9.223372036854775e+18
1736535410000,-9.223372036854775e+18
1736535415000,-9.223372036854775e+18
1736535420000,-9.223372036854775e+18
1736535425000,-9.223372036854775e+18
1736535430000,
1736535450000,-9.223372036854775e+18
1736535455000,-9.223372036854775e+18
1736535460000,-9.223372036854775e+18
1736535465000,-9.223372036854775e+18
1736535470000,-9.223372036854775e+18
1736535475000,-9.223372036854775e+18
1736535480000,-9.223372036854775e+18
1736535485000,-9.223372036854775e+18
1736535490000,
1736535580000,-9.223372036854775e+18
1736535585000,-9.223372036854775e+18
1736535590000,-9.223372036854775e+18
1736535595000,-9.223372036854775e+18
1736535600000,-9.223372036854775e+18
1736535605000,-9.223372036854775e+18
1736535610000,-9.223372036854775e+18
1736535615000,-9.223372036854775e+18
1736535620000,-9.223372036854775e+18
1736535625000,-9.223372036854775e+18
1736535630000,-9.223372036854775e+18
1736535635000,-9.223372036854775e+18
1736535640000,-9.223372036854775e+18
1736535645000,-9.223372036854775e+18
1736535650000,-9.223372036854775e+18
1736535655000,-9.223372036854775e+18
1736535660000,-9.223372036854775e+18
1736535665000,-9.223372036854775e+18
1736535670000,-9.223372036854775e+18
1736535675000,-9.223372036854775e+18
1736535680000,-9.223372036854775e+18
1736535685000,-9.223372036854775e+18
1736535690000,-9.223372036854775e+18
1736535695000,-9.223372036854775e+18
1736535700000,-9.223372036854775e+18
1736535705000,-9.223372036854775e+18
1736535710000,-9.223372036854775e+18
1736535715000,-9.223372036854775e+18
1736535720000,-9.223372036854775e+18
1736535725000,-9.223372036854775e+18
1736535730000,-9.223372036854775e+18
1736535735000,-9.223372036854775e+18
