Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,14483.6461240281,501.4140521940606,
2,26089.29574467542,884.905202525517,32600.0
3,38930.83722221274,1258.0624847528097,47680.0
4,46432.36874998753,1489.3215120241966,57906.0
5,52641.37314813444,1809.8611077031803,64084.0
6,60461.3366278894,2138.9232025850156,74476.0
7,62150.58409959627,2025.0811370375573,76265.0
8,72596.94233714242,2464.616006423457,77792.0
9,76422.67030300459,2047.1930727542463,73296.0
