,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737494640000,1000.0
1737494645000,1000.0
1737494650000,0.0
1737494655000,0.0
1737494660000,0.0
1737494665000,0.0
1737494670000,0.0
1737494675000,139.0
1737494680000,261.0
1737494685000,353.0
1737494690000,425.0
1737494695000,483.0
1737494700000,530.0
1737494705000,569.0
1737494710000,711.0
1737494715000,792.0
1737494720000,
1737494735000,1000.0
1737494740000,1000.0
1737494745000,880.0
1737494750000,940.0
1737494755000,960.0
1737494760000,970.0
1737494765000,976.0
1737494770000,980.0
1737494775000,983.0
1737494780000,985.0
1737494785000,987.0
1737494790000,988.0
1737494795000,990.0
1737494800000,990.0
1737494805000,1000.0
1737494810000,1000.0
1737494815000,1000.0
1737494820000,1000.0
1737494825000,1000.0
1737494830000,1000.0
1737494835000,1000.0
1737494840000,
1737494860000,1000.0
1737494865000,1000.0
1737494870000,845.0
1737494875000,923.0
1737494880000,
