,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737494640000,0.0
1737494645000,0.0
1737494650000,0.0
1737494655000,165.0666666666
1737494660000,543.4166666666
1737494665000,543.4166666666
1737494670000,4362.68333333
1737494675000,6459.71666667
1737494680000,15121.6
1737494685000,15121.6
1737494690000,15121.6
1737494695000,20429.96666666
1737494700000,24355.41666666
1737494705000,25235.75
1737494710000,25235.75
1737494715000,25070.683333330002
1737494720000,
1737494735000,0.0
1737494740000,0.0
1737494745000,4230.26666667
1737494750000,4230.26666667
1737494755000,4230.26666667
1737494760000,4230.26666667
1737494765000,4230.26666667
1737494770000,4230.26666667
1737494775000,5175.96666667
1737494780000,5267.78333333
1737494785000,5267.78333333
1737494790000,5267.78333333
1737494795000,5267.78333333
1737494800000,5267.78333333
1737494805000,1037.5166666666
1737494810000,1037.5166666666
1737494815000,2105.5833333333
1737494820000,7564.13333333
1737494825000,7564.13333333
1737494830000,7564.13333333
1737494835000,6618.43333333
1737494840000,
1737494860000,0.0
1737494865000,0.0
1737494870000,1740.75
1737494875000,8211.53333333
1737494880000,
