,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737209155000,1000.0
1737209160000,480.0
1737209165000,387.0
1737209170000,268.0
1737209175000,345.0
1737209180000,470.0
1737209185000,557.0
1737209190000,620.0
1737209195000,668.0
1737209200000,705.0
1737209205000,734.0
1737209210000,759.0
1737209215000,779.0
1737209220000,822.0
1737209225000,881.0
1737209230000,962.0
1737209235000,997.0
1737209240000,1000.0
1737209245000,1000.0
1737209250000,1000.0
1737209255000,1000.0
1737209260000,1000.0
1737209265000,1000.0
1737209270000,1000.0
1737209275000,1000.0
1737209280000,1000.0
1737209285000,1000.0
1737209290000,1000.0
1737209295000,1000.0
1737209300000,1000.0
1737209305000,1000.0
1737209310000,1000.0
1737209315000,1000.0
1737209320000,1000.0
1737209325000,1000.0
1737209330000,1000.0
1737209335000,1000.0
1737209340000,1000.0
1737209345000,1000.0
1737209350000,1000.0
1737209355000,1000.0
1737209360000,1000.0
1737209365000,1000.0
1737209370000,1000.0
1737209375000,1000.0
1737209380000,1000.0
1737209385000,1000.0
1737209390000,1000.0
1737209395000,1000.0
1737209400000,
