Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,1000.0,0.0,0.0,22637.0,15.0,1
5,0.0,1000.0,0.0,0.0,22637.0,14.0,1
10,0.0,0.0,0.0,0.0,600348.0,622.0,1
15,30.333333333333,0.0,0.0,0.0,1782053.0,254.0,1
20,392.5166666666,31.0,0.0,0.0,1837717.0,168.0,1
25,585.0166666666,26.0,0.0,0.0,2468713.0,1019.0,1
30,636.3666666666,54.0,0.0,15.0,11035318.0,965.0,1
35,3025.3666666665995,176.0,134.0,171.0,11035318.0,965.0,1
40,8587.783333329999,287.0,303.0,328.0,19307766.0,1009.0,1
45,8587.783333329999,376.0,390.0,412.0,11518394.0,1146.0,1
50,14097.45,446.0,574.0,591.0,11518394.0,1146.0,1
55,16001.81666666,501.0,617.0,638.0,18434327.0,11618.0,1
60,16001.81666666,547.0,651.0,671.0,11660675.0,945.0,1
65,17061.8,584.0,824.0,839.0,11660675.0,945.0,1
70,22777.58333333,673.0,894.0,912.0,11660675.0,945.0,1
75,25055.46666666,753.0,972.0,991.0,11660675.0,945.0,1
80,24693.28333333,827.0,1000.0,1000.0,5889935.0,494.0,1
85,24569.766666659998,909.0,1000.0,1000.0,13350840.0,1019.0,1
90,31819.433333330002,979.0,1000.0,1000.0,13350840.0,1019.0,1
95,29712.55,997.0,1000.0,1000.0,4021743.0,443.0,1
100,24150.133333330003,1000.0,1000.0,1000.0,4021743.0,443.0,1
105,30133.883333330003,1000.0,1000.0,1000.0,12268407.0,777.0,1
110,24624.21666666,1000.0,1000.0,1000.0,11746008.0,742.0,1
115,24083.16666666,1000.0,1000.0,1000.0,16588734.0,1119.0,1
120,27585.6,1000.0,1000.0,1000.0,21254368.0,1579.0,1
125,32114.03333333,1000.0,1000.0,1000.0,21254368.0,1579.0,1
130,27316.566666659997,1000.0,1000.0,1000.0,20404629.0,883.0,1
135,25008.35,1000.0,1000.0,1000.0,20404629.0,883.0,1
140,31015.8,1000.0,1000.0,1000.0,4513405.0,532.0,1
145,30946.816666659997,1000.0,1000.0,1000.0,5741984.0,448.0,1
150,24726.71666666,1000.0,1000.0,1000.0,5741984.0,448.0,1
155,29177.816666659997,1000.0,1000.0,1000.0,12994632.0,856.0,1
160,29177.816666659997,1000.0,1000.0,1000.0,12994632.0,856.0,1
165,28168.35,1000.0,1000.0,1000.0,14827111.0,632.0,1
170,28850.2,1000.0,1000.0,1000.0,12288665.0,870.0,1
175,29177.73333333,1000.0,1000.0,1000.0,12288665.0,870.0,1
180,30025.133333330003,1000.0,1000.0,1000.0,20217593.0,702.0,1
185,24436.71666666,1000.0,1000.0,1000.0,24454751.0,1819.0,1
190,25220.0,1000.0,1000.0,1000.0,15882714.0,917.0,1
195,29058.73333333,1000.0,1000.0,1000.0,15882714.0,917.0,1
200,29005.6,1000.0,1000.0,1000.0,25505063.0,1011.0,1
205,29005.6,1000.0,1000.0,1000.0,19570594.0,1051.0,1
210,29774.6,1000.0,1000.0,1000.0,19570594.0,1051.0,1
215,29105.28333333,1000.0,1000.0,1000.0,19608153.0,946.0,1
220,29105.28333333,1000.0,1000.0,1000.0,19608153.0,946.0,1
225,29288.583333330003,1000.0,1000.0,1000.0,16297148.0,645.0,1
230,29228.21666666,1000.0,1000.0,1000.0,18580181.0,781.0,1
235,29349.35,1000.0,1000.0,1000.0,18580181.0,781.0,1
240,,,,,,,0
