,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737218240000,0.0
1737218245000,964.25
1737218250000,2331.45
1737218255000,4891.25
1737218260000,10940.46666666
1737218265000,17530.83333333
1737218270000,22172.38333333
1737218275000,22306.4
1737218280000,25848.11666666
1737218285000,28063.833333330003
1737218290000,28063.833333330003
1737218295000,33812.41666666
1737218300000,36205.35
1737218305000,35241.1
1737218310000,39655.26666666
1737218315000,37095.466666659995
1737218320000,36632.95
1737218325000,30042.583333330003
1737218330000,26816.91666666
1737218335000,31589.65
1737218340000,28362.91666666
1737218345000,30376.433333330002
1737218350000,36715.466666659995
1737218355000,36676.01666666
1737218360000,39906.06666666
1737218365000,45485.18333333
1737218370000,39703.81666666
1737218375000,44528.01666666
1737218380000,40339.18333333
1737218385000,40997.233333330005
1737218390000,44673.11666666
1737218395000,39766.36666666
1737218400000,40005.55
1737218405000,39693.31666666
1737218410000,39700.03333333
1737218415000,39878.41666666
1737218420000,39895.61666666
1737218425000,40534.08333333
1737218430000,46969.53333333
1737218435000,47413.06666666
1737218440000,47098.2
1737218445000,50879.766666660005
1737218450000,45788.0
1737218455000,51717.233333330005
1737218460000,51163.06666666
1737218465000,48576.58333333
1737218470000,42230.83333333
1737218475000,37170.216666659995
1737218480000,
