,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Source:_Source2
,0
Timestamp,
1737489665000,-9.223372036854775e+18
1737489670000,-9.223372036854775e+18
1737489675000,-9.223372036854775e+18
1737489680000,-9.223372036854775e+18
1737489685000,-9.223372036854775e+18
1737489690000,-9.223372036854775e+18
1737489695000,-9.223372036854775e+18
1737489700000,-9.223372036854775e+18
1737489705000,-9.223372036854775e+18
1737489710000,-9.223372036854775e+18
1737489715000,-9.223372036854775e+18
1737489720000,-9.223372036854775e+18
1737489725000,-9.223372036854775e+18
1737489730000,-9.223372036854775e+18
1737489735000,-9.223372036854775e+18
1737489740000,-9.223372036854775e+18
1737489745000,-9.223372036854775e+18
1737489750000,-9.223372036854775e+18
1737489755000,-9.223372036854775e+18
1737489760000,-9.223372036854775e+18
1737489765000,-9.223372036854775e+18
1737489770000,-9.223372036854775e+18
1737489775000,-9.223372036854775e+18
1737489780000,-9.223372036854775e+18
1737489785000,-9.223372036854775e+18
1737489790000,-9.223372036854775e+18
1737489795000,-9.223372036854775e+18
1737489800000,-9.223372036854775e+18
1737489805000,-9.223372036854775e+18
1737489810000,-9.223372036854775e+18
1737489815000,-9.223372036854775e+18
1737489820000,-9.223372036854775e+18
1737489825000,-9.223372036854775e+18
1737489830000,-9.223372036854775e+18
1737489835000,-9.223372036854775e+18
1737489840000,-9.223372036854775e+18
1737489845000,-9.223372036854775e+18
1737489850000,-9.223372036854775e+18
1737489855000,-9.223372036854775e+18
1737489860000,-9.223372036854775e+18
1737489865000,-9.223372036854775e+18
1737489870000,-9.223372036854775e+18
1737489875000,-9.223372036854775e+18
1737489880000,-9.223372036854775e+18
1737489885000,-9.223372036854775e+18
1737489890000,-9.223372036854775e+18
1737489895000,-9.223372036854775e+18
1737489900000,-9.223372036854775e+18
1737489905000,
