Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,25356.74999999725,981.359822897503,
2,45903.999145292524,1440.4543307239517,59006.0
3,57644.10432899537,1809.7137507866828,82923.0
4,81542.17457263872,2648.9285843823923,87234.0
5,85460.11616665078,2124.1751154269473,111519.0
6,99214.98736557305,3946.0615275345144,
