Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 5)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,,,1000.0,,,,,,0.0,0.0,,,1
5,0.0,,,,,,1000.0,,,,,,0.0,0.0,,,1
10,202.0666666666,,,,,,315.0,,,,,,0.0,0.0,,,1
15,737.5666666666,,,,,,325.0,,,,,,0.0,0.0,,,1
20,737.5666666666,,,,,,208.0,,,,,,0.0,0.0,,,1
25,737.5666666666,,,,,,151.0,,,,,,0.0,0.0,,,1
30,1153.5,,,,,,133.0,,,,,,0.0,4.0,,,1
35,3909.88333333,,,,,,234.0,,,,,,109.0,128.0,,,1
40,6670.66666666,,,,,,340.0,,,,,,232.0,239.0,,,1
45,11449.8,,,,,,422.0,,,,,,320.0,303.0,,,1
50,12696.466666659999,,,,,,486.0,,,,,,394.0,373.0,,,1
55,18759.88333333,,,,,,538.0,,,,,,431.0,411.0,,,1
60,18759.88333333,,,,,,580.0,,,,,,482.0,464.0,,,1
65,24825.066666659997,,,,,,615.0,,,,,,595.0,581.0,,,1
70,25583.65,,,,,,672.0,,,,,,675.0,664.0,,,1
75,25048.15,,,,,,727.0,,,,,,758.0,747.0,,,1
80,28310.1,,,,,,813.0,,,,,,984.0,972.0,,,1
85,31502.75,,,,,,898.0,,,,,,1000.0,1000.0,,,1
90,31086.816666659997,,,,,,976.0,,,,,,1000.0,1000.0,,,1
95,30162.266666659998,,,,,,998.0,,,,,,1000.0,1000.0,,,1
