Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 5)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 6)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 7)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 6)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 7)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 0)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,,,,,,,,,,,,,0.0,-1.0,-1.0,1
5,0.0,,,,,,,,1000.0,,,,,,,,0.0,-1.0,-1.0,1
10,908.3166666666,,,,,,,,562.0,,,,,,,,368.0,1381.0,554.0,1
15,2045.6,,,,,,,,583.0,,,,,,,,437.0,1381.0,345.0,1
20,3974.65,,,,,,,,722.0,,,,,,,,613.0,1381.0,341.0,1
25,5955.933333329999,,,,,,,,792.0,,,,,,,,703.0,1381.0,343.0,1
30,7904.3,,,,,,,,834.0,,,,,,,,757.0,1381.0,320.0,1
35,9883.05,,,,,,,,861.0,,,,,,,,785.0,1381.0,335.0,1
40,11861.75,,,,,,,,881.0,,,,,,,,809.0,1381.0,369.0,1
45,13819.716666659999,,,,,,,,896.0,,,,,,,,826.0,1381.0,341.0,1
50,15801.23333333,,,,,,,,908.0,,,,,,,,840.0,1381.0,322.0,1
55,17768.21666666,,,,,,,,917.0,,,,,,,,852.0,1381.0,337.0,1
60,19727.46666666,,,,,,,,925.0,,,,,,,,862.0,1381.0,356.0,1
65,21698.35,,,,,,,,931.0,,,,,,,,869.0,1381.0,345.0,1
70,22750.66666666,,,,,,,,967.0,,,,,,,,919.0,1381.0,331.0,1
75,23554.05,,,,,,,,1000.0,,,,,,,,957.0,1381.0,333.0,1
80,23610.85,,,,,,,,1000.0,,,,,,,,956.0,1381.0,321.0,1
85,23624.75,,,,,,,,1000.0,,,,,,,,954.0,1381.0,330.0,1
90,23621.66666666,,,,,,,,1000.0,,,,,,,,954.0,1381.0,331.0,1
95,23634.98333333,,,,,,,,1000.0,,,,,,,,955.0,1381.0,327.0,1
100,23651.7,,,,,,,,1000.0,,,,,,,,956.0,1381.0,348.0,1
105,23663.6,,,,,,,,1000.0,,,,,,,,956.0,1381.0,337.0,1
110,23656.71666666,,,,,,,,1000.0,,,,,,,,956.0,1381.0,328.0,1
115,23652.633333330003,,,,,,,,1000.0,,,,,,,,954.0,1381.0,344.0,1
120,23640.35,,,,,,,,1000.0,,,,,,,,953.0,1381.0,326.0,1
125,23657.6,,,,,,,,1000.0,,,,,,,,954.0,1381.0,355.0,1
130,23668.85,,,,,,,,1000.0,,,,,,,,955.0,1381.0,342.0,1
135,23669.816666659997,,,,,,,,1000.0,,,,,,,,956.0,1381.0,323.0,1
140,23649.55,,,,,,,,1000.0,,,,,,,,957.0,1381.0,336.0,1
145,23632.933333330002,,,,,,,,1000.0,,,,,,,,957.0,1381.0,342.0,1
150,23639.333333330003,,,,,,,,1000.0,,,,,,,,956.0,1381.0,326.0,1
155,23646.0,,,,,,,,1000.0,,,,,,,,958.0,1381.0,314.0,1
160,23651.48333333,,,,,,,,1000.0,,,,,,,,958.0,1381.0,344.0,1
165,23638.9,,,,,,,,1000.0,,,,,,,,959.0,1381.0,348.0,1
170,23651.183333330002,,,,,,,,1000.0,,,,,,,,958.0,1381.0,333.0,1
175,23668.133333330003,,,,,,,,1000.0,,,,,,,,957.0,1381.0,329.0,1
180,,,,,,,,,,,,,,,,,,1381.0,325.0,0
205,0.0,0.0,,,,,,,,,,,,,,,0.0,,,2
210,0.0,0.0,,,,,,,1000.0,1000.0,,,,,,,0.0,-1.0,-1.0,2
215,1344.65,1330.3666666666,,,,,,,894.0,894.0,,,,,,,673.0,1381.0,211.0,2
220,3306.0166666665996,3262.55,,,,,,,947.0,947.0,,,,,,,783.0,1381.0,251.0,2
225,5258.16666667,5183.53333333,,,,,,,965.0,965.0,,,,,,,815.0,1381.0,272.0,2
230,7143.383333329999,7094.11666666,,,,,,,970.0,974.0,,,,,,,829.0,1381.0,291.0,2
235,9041.133333329999,9022.06666666,,,,,,,976.0,979.0,,,,,,,836.0,1381.0,212.0,2
240,10957.383333329999,10967.76666666,,,,,,,981.0,983.0,,,,,,,841.0,1381.0,208.0,2
245,12917.366666659998,12955.366666659998,,,,,,,983.0,985.0,,,,,,,847.0,1381.0,247.0,2
250,14852.58333333,14912.65,,,,,,,985.0,985.0,,,,,,,851.0,1381.0,321.0,2
255,16779.6,16831.85,,,,,,,988.0,985.0,,,,,,,855.0,1381.0,255.0,2
260,18735.41666666,18795.38333333,,,,,,,989.0,987.0,,,,,,,857.0,1381.0,256.0,2
265,20693.95,20768.983333329998,,,,,,,990.0,987.0,,,,,,,858.0,1381.0,292.0,2
270,22636.58333333,22687.86666666,,,,,,,991.0,987.0,,,,,,,860.0,1381.0,260.0,2
275,23260.86666666,23308.933333330002,,,,,,,999.0,995.0,,,,,,,879.0,1381.0,228.0,2
280,23257.3,23369.71666666,,,,,,,999.0,995.0,,,,,,,876.0,1381.0,274.0,2
285,23268.05,23401.21666666,,,,,,,999.0,994.0,,,,,,,879.0,1381.0,269.0,2
290,23340.5,23440.516666659998,,,,,,,1000.0,993.0,,,,,,,879.0,1381.0,231.0,2
295,23425.05,23477.98333333,,,,,,,1000.0,993.0,,,,,,,880.0,1381.0,233.0,2
300,23465.083333330003,23506.016666659998,,,,,,,1000.0,993.0,,,,,,,881.0,1381.0,274.0,2
305,23456.41666666,23507.78333333,,,,,,,1000.0,993.0,,,,,,,881.0,1381.0,305.0,2
310,23486.4,23481.45,,,,,,,1000.0,992.0,,,,,,,882.0,1381.0,287.0,2
315,23461.36666666,23478.46666666,,,,,,,1000.0,991.0,,,,,,,883.0,1381.0,281.0,2
320,23480.61666666,23484.383333330003,,,,,,,1000.0,991.0,,,,,,,885.0,1381.0,254.0,2
325,23490.25,23469.083333330003,,,,,,,1000.0,990.0,,,,,,,889.0,1381.0,265.0,2
330,23490.183333330002,23492.083333330003,,,,,,,1000.0,992.0,,,,,,,889.0,1381.0,263.0,2
